human_team,human_off,human_def,bot_team,bot_off,bot_def,games,bot_decisive_wins,bot_timeout_wins,draws,bot_timeout_losses,bot_decisive_losses,avg_ticks
Black,freeze,heal,White,freeze,reinforcements,200,200,0,0,0,0,5985
Black,freeze,heal,White,firebomb,reinforcements,200,200,0,0,0,0,6146
Black,freeze,reinforcements,White,nuke,wall,200,200,0,0,0,0,4214
Black,freeze,reinforcements,White,nuke,reinforcements,200,200,0,0,0,0,5103
Black,freeze,reinforcements,White,nuke,heal,200,200,0,0,0,0,4399
Black,freeze,reinforcements,White,firebomb,heal,200,200,0,0,0,0,8403
Black,freeze,reinforcements,White,firebomb,wall,200,200,0,0,0,0,8359
Black,freeze,reinforcements,White,freeze,reinforcements,200,200,0,0,0,0,5349
Black,freeze,reinforcements,White,freeze,speed,200,200,0,0,0,0,8404
Black,freeze,reinforcements,White,firebomb,reinforcements,200,200,0,0,0,0,5280
Black,freeze,speed,White,nuke,wall,200,200,0,0,0,0,8172
Black,freeze,speed,White,nuke,reinforcements,200,200,0,0,0,0,5473
Black,freeze,speed,White,freeze,heal,200,200,0,0,0,0,8082
Black,freeze,speed,White,freeze,wall,200,200,0,0,0,0,8106
Black,freeze,speed,White,firebomb,heal,200,200,0,0,0,0,8288
Black,freeze,speed,White,firebomb,wall,200,200,0,0,0,0,8401
Black,freeze,speed,White,freeze,reinforcements,200,200,0,0,0,0,5084
Black,freeze,speed,White,freeze,speed,200,200,0,0,0,0,10031
Black,freeze,wall,White,nuke,wall,200,189,0,2,0,9,8123
Black,freeze,wall,White,nuke,reinforcements,200,200,0,0,0,0,5059
Black,freeze,wall,White,freeze,heal,200,200,0,0,0,0,7552
Black,freeze,wall,White,freeze,wall,200,200,0,0,0,0,7570
Black,freeze,wall,White,nuke,heal,200,200,0,0,0,0,7754
Black,freeze,wall,White,firebomb,heal,200,200,0,0,0,0,8350
Black,freeze,wall,White,firebomb,wall,200,200,0,0,0,0,7609
Black,freeze,wall,White,freeze,reinforcements,200,200,0,0,0,0,6070
Blue,nuke,heal,White,nuke,wall,200,200,0,0,0,0,7870
Blue,nuke,heal,White,freeze,heal,200,200,0,0,0,0,7949
Blue,nuke,heal,White,nuke,heal,200,200,0,0,0,0,8731
Blue,nuke,heal,White,firebomb,heal,200,200,0,0,0,0,8106
Blue,nuke,heal,White,freeze,speed,200,200,0,0,0,0,8753
Blue,nuke,heal,White,firebomb,speed,200,200,0,0,0,0,8297
Blue,nuke,heal,Black,nuke,wall,200,199,0,1,0,0,8779
Blue,nuke,heal,White,nuke,speed,200,200,0,0,0,0,8361
Blue,nuke,reinforcements,White,nuke,wall,200,200,0,0,0,0,8107
Blue,nuke,reinforcements,White,nuke,reinforcements,200,200,0,0,0,0,4292
Blue,nuke,reinforcements,White,freeze,heal,200,198,0,0,0,2,9088
Blue,nuke,reinforcements,White,freeze,wall,200,200,0,0,0,0,8149
Blue,nuke,reinforcements,White,firebomb,heal,200,200,0,0,0,0,8275
Blue,nuke,reinforcements,White,firebomb,wall,200,200,0,0,0,0,8252
Blue,nuke,reinforcements,White,freeze,reinforcements,200,200,0,0,0,0,4075
Blue,nuke,reinforcements,White,firebomb,reinforcements,200,200,0,0,0,0,4035
Blue,nuke,speed,White,nuke,wall,200,200,0,0,0,0,7950
Blue,nuke,speed,White,freeze,heal,200,200,0,0,0,0,8275
Blue,nuke,speed,White,nuke,heal,200,200,0,0,0,0,8723
Blue,nuke,speed,White,freeze,speed,200,200,0,0,0,0,8237
Blue,nuke,speed,Blue,nuke,heal,200,200,0,0,0,0,8615
Blue,nuke,speed,White,firebomb,speed,200,200,0,0,0,0,8299
Blue,nuke,speed,Black,nuke,wall,200,200,0,0,0,0,8694
Blue,nuke,speed,White,nuke,speed,200,200,0,0,0,0,7081
Blue,nuke,wall,White,nuke,wall,200,200,0,0,0,0,7838
Blue,nuke,wall,White,nuke,reinforcements,200,200,0,0,0,0,3938
Blue,nuke,wall,White,freeze,heal,200,200,0,0,0,0,7799
Blue,nuke,wall,White,freeze,wall,200,200,0,0,0,0,7759
Blue,nuke,wall,White,nuke,heal,200,200,0,0,0,0,7816
Blue,nuke,wall,White,firebomb,heal,200,200,0,0,0,0,7779
Blue,nuke,wall,White,firebomb,wall,200,200,0,0,0,0,7789
Blue,nuke,wall,White,freeze,reinforcements,200,200,0,0,0,0,4258
Blue,firebomb,heal,White,nuke,reinforcements,200,200,0,0,0,0,5352
Blue,firebomb,heal,White,freeze,heal,200,200,0,0,0,0,8091
Blue,firebomb,heal,White,freeze,wall,200,200,0,0,0,0,7897
Blue,firebomb,heal,White,nuke,heal,200,200,0,0,0,0,5854
Blue,firebomb,heal,White,firebomb,heal,200,200,0,0,0,0,7724
Blue,firebomb,heal,White,firebomb,wall,200,200,0,0,0,0,7907
Blue,firebomb,heal,White,freeze,reinforcements,200,200,0,0,0,0,5352
Blue,firebomb,heal,White,freeze,speed,200,200,0,0,0,0,8610
Blue,firebomb,reinforcements,White,nuke,wall,200,200,0,0,0,0,7261
Blue,firebomb,reinforcements,White,nuke,reinforcements,200,200,0,0,0,0,4953
Blue,firebomb,reinforcements,White,freeze,heal,200,200,0,0,0,0,7973
Blue,firebomb,reinforcements,White,nuke,heal,200,200,0,0,0,0,4249
Blue,firebomb,reinforcements,White,firebomb,heal,200,200,0,0,0,0,8206
Blue,firebomb,reinforcements,White,firebomb,wall,200,200,0,0,0,0,8351
Blue,firebomb,reinforcements,White,freeze,reinforcements,200,200,0,0,0,0,5007
Blue,firebomb,reinforcements,White,firebomb,reinforcements,200,200,0,0,0,0,4668
Blue,firebomb,speed,White,nuke,wall,200,200,0,0,0,0,7926
Blue,firebomb,speed,White,nuke,reinforcements,200,200,0,0,0,0,5113
Blue,firebomb,speed,White,freeze,heal,200,200,0,0,0,0,8107
Blue,firebomb,speed,White,freeze,wall,200,200,0,0,0,0,7897
Blue,firebomb,speed,White,nuke,heal,200,200,0,0,0,0,6064
Blue,firebomb,speed,White,firebomb,heal,200,200,0,0,0,0,7698
Blue,firebomb,speed,White,firebomb,wall,200,200,0,0,0,0,7954
Blue,firebomb,speed,White,freeze,reinforcements,200,200,0,0,0,0,5088
Blue,firebomb,wall,White,nuke,wall,200,200,0,0,0,0,6171
Blue,firebomb,wall,White,nuke,reinforcements,200,200,0,0,0,0,5508
Blue,firebomb,wall,White,freeze,heal,200,200,0,0,0,0,7796
Blue,firebomb,wall,White,freeze,wall,200,200,0,0,0,0,7792
Blue,firebomb,wall,White,nuke,heal,200,200,0,0,0,0,5519
Blue,firebomb,wall,White,firebomb,heal,200,200,0,0,0,0,7849
Blue,firebomb,wall,White,firebomb,wall,200,200,0,0,0,0,7805
Blue,firebomb,wall,White,freeze,reinforcements,200,200,0,0,0,0,5188
Blue,snipe,heal,White,nuke,wall,200,200,0,0,0,0,7802
Blue,snipe,heal,White,nuke,reinforcements,200,200,0,0,0,0,5008
Blue,snipe,heal,White,freeze,heal,200,200,0,0,0,0,7858
Blue,snipe,heal,White,freeze,wall,200,200,0,0,0,0,7804
Blue,snipe,heal,White,nuke,heal,200,200,0,0,0,0,7890
Blue,snipe,heal,White,firebomb,heal,200,200,0,0,0,0,7916
Blue,snipe,heal,White,firebomb,wall,200,200,0,0,0,0,7911
Blue,snipe,heal,White,freeze,reinforcements,200,200,0,0,0,0,5273
Blue,snipe,reinforcements,White,nuke,wall,200,200,0,0,0,0,7982
Blue,snipe,reinforcements,White,nuke,reinforcements,200,200,0,0,0,0,4173
Blue,snipe,reinforcements,White,freeze,heal,200,200,0,0,0,0,7980
Blue,snipe,reinforcements,White,freeze,wall,200,200,0,0,0,0,8195
Blue,snipe,reinforcements,White,nuke,heal,200,200,0,0,0,0,3439
