human_team,human_off,human_def,bot_team,bot_off,bot_def,games,bot_decisive_wins,bot_timeout_wins,draws,bot_timeout_losses,bot_decisive_losses,avg_ticks
Red,firebomb,heal,White,nuke,reinforcements,200,200,0,0,0,0,7509
Red,firebomb,heal,White,freeze,heal,200,200,0,0,0,0,6587
Red,firebomb,heal,White,freeze,wall,200,200,0,0,0,0,6824
Red,firebomb,heal,White,firebomb,heal,200,200,0,0,0,0,7772
Red,firebomb,heal,White,firebomb,wall,200,200,0,0,0,0,6711
Red,firebomb,heal,White,freeze,reinforcements,200,200,0,0,0,0,5976
Red,firebomb,heal,White,firebomb,reinforcements,200,200,0,0,0,0,5139
Red,firebomb,reinforcements,White,nuke,wall,200,200,0,0,0,0,5735
Red,firebomb,reinforcements,White,nuke,reinforcements,200,200,0,0,0,0,3998
Red,firebomb,reinforcements,White,freeze,heal,200,200,0,0,0,0,5803
Red,firebomb,reinforcements,White,freeze,wall,200,200,0,0,0,0,6822
Red,firebomb,reinforcements,White,nuke,heal,200,200,0,0,0,0,6827
Red,firebomb,reinforcements,White,firebomb,heal,200,200,0,0,0,0,7037
Red,firebomb,reinforcements,White,firebomb,wall,200,200,0,0,0,0,5460
Red,firebomb,reinforcements,White,freeze,reinforcements,200,200,0,0,0,0,4450
Red,firebomb,speed,White,nuke,wall,200,200,0,0,0,0,5312
Red,firebomb,speed,White,nuke,reinforcements,200,200,0,0,0,0,5428
Red,firebomb,speed,White,freeze,heal,200,200,0,0,0,0,6955
Red,firebomb,speed,White,freeze,wall,200,200,0,0,0,0,6635
Red,firebomb,speed,White,nuke,heal,200,200,0,0,0,0,6772
Red,firebomb,speed,White,firebomb,heal,200,200,0,0,0,0,7678
Red,firebomb,speed,White,firebomb,wall,200,200,0,0,0,0,7290
Red,firebomb,speed,White,freeze,reinforcements,200,200,0,0,0,0,5919
Red,firebomb,wall,White,nuke,wall,200,200,0,0,0,0,7079
Red,firebomb,wall,White,nuke,reinforcements,200,200,0,0,0,0,5301
Red,firebomb,wall,White,freeze,heal,200,200,0,0,0,0,7803
Red,firebomb,wall,White,freeze,wall,200,200,0,0,0,0,7705
Red,firebomb,wall,White,nuke,heal,200,200,0,0,0,0,5734
Red,firebomb,wall,White,firebomb,wall,200,200,0,0,0,0,7759
Red,firebomb,wall,White,freeze,reinforcements,200,200,0,0,0,0,5209
Red,firebomb,wall,White,freeze,speed,200,200,0,0,0,0,8165
Red,snipe,heal,White,nuke,wall,200,200,0,0,0,0,7555
Red,snipe,heal,White,nuke,reinforcements,200,200,0,0,0,0,4359
Red,snipe,heal,White,freeze,heal,200,200,0,0,0,0,7878
Red,snipe,heal,White,freeze,wall,200,200,0,0,0,0,7819
Red,snipe,heal,White,nuke,heal,200,200,0,0,0,0,7678
Red,snipe,heal,White,firebomb,heal,200,200,0,0,0,0,5188
Red,snipe,heal,White,firebomb,wall,200,200,0,0,0,0,7144
Red,snipe,heal,White,freeze,reinforcements,200,200,0,0,0,0,5094
Red,snipe,reinforcements,White,nuke,wall,200,200,0,0,0,0,6187
Red,snipe,reinforcements,White,nuke,reinforcements,200,200,0,0,0,0,4094
Red,snipe,reinforcements,White,freeze,heal,200,200,0,0,0,0,5225
Red,snipe,reinforcements,White,freeze,wall,200,200,0,0,0,0,6575
Red,snipe,reinforcements,White,nuke,heal,200,200,0,0,0,0,6250
Red,snipe,reinforcements,White,firebomb,heal,200,200,0,0,0,0,5873
Red,snipe,reinforcements,White,firebomb,wall,200,200,0,0,0,0,5720
Red,snipe,reinforcements,White,freeze,reinforcements,200,200,0,0,0,0,4468
Red,snipe,speed,White,nuke,wall,200,200,0,0,0,0,6494
Red,snipe,speed,White,nuke,reinforcements,200,200,0,0,0,0,5114
Red,snipe,speed,White,freeze,heal,200,200,0,0,0,0,7517
Red,snipe,speed,White,freeze,wall,200,200,0,0,0,0,6624
Red,snipe,speed,White,nuke,heal,200,200,0,0,0,0,6439
Red,snipe,speed,White,firebomb,heal,200,200,0,0,0,0,6313
Red,snipe,speed,White,firebomb,wall,200,200,0,0,0,0,6852
Red,snipe,speed,White,freeze,reinforcements,200,200,0,0,0,0,5207
Red,snipe,wall,White,nuke,wall,200,200,0,0,0,0,7533
Red,snipe,wall,White,nuke,reinforcements,200,200,0,0,0,0,5301
Red,snipe,wall,White,freeze,heal,200,200,0,0,0,0,5065
Red,snipe,wall,White,freeze,wall,200,200,0,0,0,0,5208
Red,snipe,wall,White,nuke,heal,200,200,0,0,0,0,7606
Red,snipe,wall,White,firebomb,heal,200,200,0,0,0,0,6725
Red,snipe,wall,White,firebomb,wall,200,200,0,0,0,0,6737
Red,snipe,wall,White,freeze,reinforcements,200,200,0,0,0,0,5119
Red,freeze,heal,White,nuke,wall,200,200,0,0,0,0,8040
Red,freeze,heal,White,nuke,reinforcements,200,200,0,0,0,0,5053
Red,freeze,heal,White,freeze,heal,200,200,0,0,0,0,8124
Red,freeze,heal,White,freeze,wall,200,200,0,0,0,0,7745
Red,freeze,heal,White,firebomb,heal,200,200,0,0,0,0,9404
Red,freeze,heal,White,firebomb,wall,200,200,0,0,0,0,8437
Red,freeze,heal,White,freeze,reinforcements,200,200,0,0,0,0,4641
Red,freeze,heal,White,freeze,speed,200,200,0,0,0,0,10029
Red,freeze,reinforcements,White,nuke,wall,200,200,0,0,0,0,4940
Red,freeze,reinforcements,White,nuke,reinforcements,200,200,0,0,0,0,5059
Red,freeze,reinforcements,White,freeze,heal,200,200,0,0,0,0,6533
Red,freeze,reinforcements,White,freeze,wall,200,200,0,0,0,0,6514
Red,freeze,reinforcements,White,nuke,heal,200,200,0,0,0,0,5107
Red,freeze,reinforcements,White,firebomb,heal,200,200,0,0,0,0,5649
Red,freeze,reinforcements,White,firebomb,wall,200,200,0,0,0,0,4859
Red,freeze,reinforcements,White,freeze,reinforcements,200,200,0,0,0,0,5068
Red,freeze,speed,White,nuke,wall,200,200,0,0,0,0,7594
Red,freeze,speed,White,nuke,reinforcements,200,200,0,0,0,0,4440
Red,freeze,speed,White,freeze,heal,200,200,0,0,0,0,7864
Red,freeze,speed,White,freeze,wall,200,200,0,0,0,0,7700
Red,freeze,speed,White,nuke,heal,200,200,0,0,0,0,7655
Red,freeze,speed,White,firebomb,heal,200,200,0,0,0,0,5067
Red,freeze,speed,White,firebomb,wall,200,200,0,0,0,0,7998
Red,freeze,speed,White,freeze,reinforcements,200,200,0,0,0,0,5179
Red,freeze,wall,White,nuke,wall,200,200,0,0,0,0,7769
Red,freeze,wall,White,nuke,reinforcements,200,200,0,0,0,0,4859
Red,freeze,wall,White,freeze,heal,200,200,0,0,0,0,7797
Red,freeze,wall,White,freeze,wall,200,200,0,0,0,0,8508
Red,freeze,wall,White,nuke,heal,200,200,0,0,0,0,7789
Red,freeze,wall,White,firebomb,heal,200,200,0,0,0,0,9147
Red,freeze,wall,White,firebomb,wall,200,200,0,0,0,0,7949
Red,freeze,wall,White,freeze,reinforcements,200,200,0,0,0,0,5353
White,nuke,heal,White,nuke,wall,200,200,0,0,0,0,7847
White,nuke,heal,White,freeze,wall,200,200,0,0,0,0,8138
White,nuke,heal,White,nuke,heal,200,200,0,0,0,0,7794
White,nuke,heal,White,firebomb,wall,200,200,0,0,0,0,7652
White,nuke,heal,White,freeze,speed,200,200,0,0,0,0,7270
White,nuke,heal,Black,nuke,heal,200,196,0,1,0,3,8624
White,nuke,heal,White,nuke,speed,200,200,0,0,0,0,11430
White,nuke,heal,Black,nuke,reinforcements,200,200,0,0,0,0,8635
White,nuke,reinforcements,White,freeze,heal,200,200,0,0,0,0,8338
White,nuke,reinforcements,White,nuke,heal,200,200,0,0,0,0,3084
White,nuke,reinforcements,White,firebomb,reinforcements,200,200,0,0,0,0,6316
White,nuke,reinforcements,Blue,nuke,heal,200,200,0,0,0,0,3499
White,nuke,reinforcements,Black,nuke,wall,200,200,0,0,0,0,4294
White,nuke,reinforcements,White,nuke,speed,200,200,0,0,0,0,3084
White,nuke,reinforcements,Yellow,nuke,heal,200,200,0,0,0,0,3319
White,nuke,reinforcements,Orange,nuke,heal,200,200,0,0,0,0,3714
White,nuke,speed,White,nuke,wall,200,200,0,0,0,0,7815
White,nuke,speed,White,freeze,heal,200,200,0,0,0,0,8284
White,nuke,speed,White,freeze,wall,200,200,0,0,0,0,7629
White,nuke,speed,White,nuke,heal,200,200,0,0,0,0,8104
White,nuke,speed,White,freeze,speed,200,200,0,0,0,0,9466
White,nuke,speed,Black,nuke,heal,200,200,0,0,0,0,8410
White,nuke,speed,Black,nuke,wall,200,200,0,0,0,0,9990
White,nuke,speed,White,nuke,speed,200,200,0,0,0,0,9704
White,nuke,wall,White,nuke,wall,200,200,0,0,0,0,7909
White,nuke,wall,White,snipe,wall,200,200,0,0,0,0,8729
White,nuke,wall,Black,freeze,speed,200,200,0,0,0,0,7154
White,nuke,wall,White,firebomb,wall,200,134,0,0,0,66,7737
White,nuke,wall,White,firebomb,heal,200,0,0,200,0,0,7929
White,nuke,wall,Orange,freeze,heal,200,37,0,0,0,163,8574
White,nuke,wall,Black,freeze,heal,200,52,0,0,0,148,8422
White,nuke,wall,Orange,snipe,heal,200,4,0,0,0,196,7939
White,firebomb,heal,White,nuke,wall,200,200,0,0,0,0,8141
White,firebomb,heal,White,nuke,reinforcements,200,200,0,0,0,0,8327
White,firebomb,heal,White,freeze,heal,200,200,0,0,0,0,7721
White,firebomb,heal,White,freeze,wall,200,200,0,0,0,0,7707
White,firebomb,heal,White,firebomb,wall,200,200,0,0,0,0,8492
White,firebomb,heal,White,freeze,reinforcements,200,200,0,0,0,0,8553
White,firebomb,heal,White,firebomb,reinforcements,200,200,0,0,0,0,7338
White,firebomb,heal,Black,nuke,heal,200,200,0,0,0,0,6229
White,firebomb,reinforcements,White,nuke,heal,200,200,0,0,0,0,3084
White,firebomb,reinforcements,White,freeze,reinforcements,200,200,0,0,0,0,8362
White,firebomb,reinforcements,Black,nuke,heal,200,200,0,0,0,0,3289
White,firebomb,reinforcements,Blue,nuke,heal,200,200,0,0,0,0,3469
White,firebomb,reinforcements,Black,nuke,wall,200,200,0,0,0,0,5319
White,firebomb,reinforcements,White,nuke,speed,200,200,0,0,0,0,3084
White,firebomb,reinforcements,Blue,nuke,wall,200,200,0,0,0,0,5209
White,firebomb,reinforcements,Yellow,nuke,heal,200,200,0,0,0,0,3554
White,firebomb,speed,White,nuke,wall,200,200,0,0,0,0,7704
White,firebomb,speed,White,nuke,reinforcements,200,200,0,0,0,0,5454
White,firebomb,speed,White,freeze,heal,200,200,0,0,0,0,8714
White,firebomb,speed,White,freeze,wall,200,200,0,0,0,0,7660
