attacker_team,tier,attacker_unit,force_size,escort_tier,escort_unit,blocker_team,blocker_unit,interval_ticks,attacker_seat,outcome,ticks,seconds,beyond_game_limit,blockers_spawned,blockers_lost,blocker_spend,peak_blockers,spend_at_force_death,escorts_spawned,attacker_spend,force_spend,big_units_alive,force_died_tick,deepest_progress,first_castle_hit_tick
Black,5,evilbirdo,1,4,evilnom,Black,evilminnow,5,1,castle_destroyed,1255,41.83,False,73,73,146,17,146,13,389,64,0,361,1.0000,257
Black,5,evilbirdo,1,4,evilnom,Black,evilminnow,10,1,castle_destroyed,1045,34.83,False,68,68,136,8,136,23,639,64,0,671,1.0000,165
Black,5,evilbirdo,1,4,evilnom,Black,evilminnow,15,1,castle_destroyed,912,30.40,False,61,61,122,6,0,31,839,64,1,-1,1.0000,143
Black,5,evilbirdo,1,4,evilnom,Black,evilminnow,30,1,castle_destroyed,744,24.80,False,25,25,50,3,0,25,689,64,1,-1,1.0000,143
Black,5,evilbirdo,3,0,-,Black,evilminnow,0,1,castle_destroyed,1986,66.20,False,0,0,0,0,0,0,192,192,3,-1,1.0000,132
Black,5,evilbirdo,3,0,-,Black,evilminnow,1,1,defender_won,739,24.63,False,194,99,388,95,388,0,192,192,0,194,0.6000,-1
Black,5,evilbirdo,3,0,-,Black,evilminnow,2,1,defender_won,1141,38.03,False,117,66,234,51,234,0,192,192,0,234,0.6235,-1
Black,5,evilbirdo,3,0,-,Black,evilminnow,3,1,defender_won,2024,67.47,False,95,70,190,31,190,0,192,192,0,283,0.6918,-1
Black,5,evilbirdo,3,0,-,Black,evilminnow,5,1,defender_won,5002,166.73,False,77,68,154,18,154,0,192,192,0,383,0.8900,-1
Black,5,evilbirdo,3,0,-,Black,evilminnow,10,1,defender_won,21019,700.63,True,74,72,148,9,148,0,192,192,0,738,1.0000,216
Black,5,evilbirdo,3,0,-,Black,evilminnow,15,1,force_destroyed_horizon,36000,1200.00,True,64,63,128,6,128,0,192,192,0,956,1.0000,198
Black,5,evilbirdo,3,0,-,Black,evilminnow,30,1,force_destroyed_horizon,36000,1200.00,True,52,51,104,3,104,0,192,192,0,1548,1.0000,160
Black,5,evilbirdo,3,4,evilnom,Black,evilminnow,0,1,castle_destroyed,664,22.13,False,0,0,0,0,0,23,767,192,3,-1,1.0000,132
Black,5,evilbirdo,3,4,evilnom,Black,evilminnow,1,1,defender_won,1929,64.30,False,227,201,454,91,454,8,392,192,0,227,0.6000,-1
Black,5,evilbirdo,3,4,evilnom,Black,evilminnow,2,1,castle_destroyed,2712,90.40,False,149,149,298,42,298,10,442,192,0,298,0.7588,374
Black,5,evilbirdo,3,4,evilnom,Black,evilminnow,3,1,castle_destroyed,1804,60.13,False,118,118,236,28,236,12,492,192,0,352,0.9547,375
Black,5,evilbirdo,3,4,evilnom,Black,evilminnow,5,1,castle_destroyed,1395,46.50,False,100,100,200,17,200,17,617,192,0,496,1.0000,230
Black,5,evilbirdo,3,4,evilnom,Black,evilminnow,10,1,castle_destroyed,984,32.80,False,87,87,174,8,174,29,917,192,0,861,1.0000,165
Black,5,evilbirdo,3,4,evilnom,Black,evilminnow,15,1,castle_destroyed,781,26.03,False,53,52,106,6,0,27,867,192,3,-1,1.0000,143
Black,5,evilbirdo,3,4,evilnom,Black,evilminnow,30,1,castle_destroyed,680,22.67,False,23,23,46,3,0,23,767,192,3,-1,1.0000,143
Black,5,evilbirdo,5,0,-,Black,evilminnow,0,1,castle_destroyed,1282,42.73,False,0,0,0,0,0,0,320,320,5,-1,1.0000,132
Black,5,evilbirdo,5,0,-,Black,evilminnow,1,1,defender_won,821,27.37,False,251,161,502,93,502,0,320,320,0,251,0.6000,-1
Black,5,evilbirdo,5,0,-,Black,evilminnow,2,1,defender_won,1261,42.03,False,151,103,302,48,302,0,320,320,0,301,0.6294,-1
Black,5,evilbirdo,5,0,-,Black,evilminnow,3,1,defender_won,2741,91.37,False,122,104,244,31,244,0,320,320,0,366,0.7506,-1
Black,5,evilbirdo,5,0,-,Black,evilminnow,5,1,defender_won,10723,357.43,False,101,97,202,18,202,0,320,320,0,503,1.0000,464
Black,5,evilbirdo,5,0,-,Black,evilminnow,10,1,defender_won,14416,480.53,False,85,82,170,9,170,0,320,320,0,841,1.0000,216
Black,5,evilbirdo,5,0,-,Black,evilminnow,15,1,defender_won,21399,713.30,True,75,73,150,6,150,0,320,320,0,1113,1.0000,198
Black,5,evilbirdo,5,0,-,Black,evilminnow,30,1,castle_destroyed,1457,48.57,False,49,49,98,3,0,0,320,320,5,-1,1.0000,160
Black,5,evilbirdo,5,4,evilnom,Black,evilminnow,0,1,castle_destroyed,618,20.60,False,0,0,0,0,0,21,845,320,5,-1,1.0000,132
Black,5,evilbirdo,5,4,evilnom,Black,evilminnow,1,1,defender_won,1989,66.30,False,287,261,574,91,574,10,570,320,0,287,0.6000,-1
Black,5,evilbirdo,5,4,evilnom,Black,evilminnow,2,1,castle_destroyed,2198,73.27,False,182,182,364,42,364,13,645,320,0,363,0.8235,422
Black,5,evilbirdo,5,4,evilnom,Black,evilminnow,3,1,castle_destroyed,1630,54.33,False,142,142,284,28,284,15,695,320,0,425,1.0000,349
Black,5,evilbirdo,5,4,evilnom,Black,evilminnow,5,1,castle_destroyed,1301,43.37,False,122,122,244,17,244,21,845,320,0,606,1.0000,230
Black,5,evilbirdo,5,4,evilnom,Black,evilminnow,10,1,castle_destroyed,819,27.30,False,82,81,164,8,0,28,1020,320,4,-1,1.0000,165
Black,5,evilbirdo,5,4,evilnom,Black,evilminnow,15,1,castle_destroyed,698,23.27,False,47,46,94,6,0,24,920,320,5,-1,1.0000,143
Black,5,evilbirdo,5,4,evilnom,Black,evilminnow,30,1,castle_destroyed,631,21.03,False,22,21,44,3,0,22,870,320,5,-1,1.0000,143
Black,6,weirdo,1,0,-,Black,evilminnow,0,1,castle_destroyed,1736,57.87,False,0,0,0,0,0,0,338,338,1,-1,1.0000,143
Black,6,weirdo,1,0,-,Black,evilminnow,1,1,defender_won,670,22.33,False,157,55,314,138,314,0,338,338,0,157,0.5788,-1
Black,6,weirdo,1,0,-,Black,evilminnow,2,1,defender_won,1010,33.67,False,130,67,260,65,260,0,338,338,0,260,0.5882,-1
Black,6,weirdo,1,0,-,Black,evilminnow,3,1,defender_won,1769,58.97,False,131,99,262,41,262,0,338,338,0,391,0.5882,-1
Black,6,weirdo,1,0,-,Black,evilminnow,5,1,defender_won,3357,111.90,False,109,94,218,25,218,0,338,338,0,544,0.6788,-1
Black,6,weirdo,1,0,-,Black,evilminnow,10,1,defender_won,11232,374.40,False,102,98,204,11,204,0,338,338,0,1014,1.0000,-1
Black,6,weirdo,1,0,-,Black,evilminnow,15,1,defender_won,21759,725.30,True,99,97,198,7,198,0,338,338,0,1473,1.0000,-1
Black,6,weirdo,1,0,-,Black,evilminnow,30,1,force_destroyed_horizon,36000,1200.00,True,108,107,216,3,216,0,338,338,0,3235,1.0000,578
Black,6,weirdo,1,4,evilnom,Black,evilminnow,0,1,castle_destroyed,649,21.63,False,0,0,0,0,0,22,888,338,1,-1,1.0000,132
Black,6,weirdo,1,4,evilnom,Black,evilminnow,1,1,defender_won,1579,52.63,False,342,305,684,99,684,12,638,338,0,342,0.6000,-1
Black,6,weirdo,1,4,evilnom,Black,evilminnow,2,1,castle_destroyed,2168,72.27,False,368,368,736,42,736,25,963,338,0,735,1.0000,620
Black,6,weirdo,1,4,evilnom,Black,evilminnow,3,1,castle_destroyed,2140,71.33,False,364,364,728,28,728,37,1263,338,0,1091,1.0000,462
Black,6,weirdo,1,4,evilnom,Black,evilminnow,5,1,castle_destroyed,1702,56.73,False,324,324,648,17,648,54,1688,338,0,1616,1.0000,282
Black,6,weirdo,1,4,evilnom,Black,evilminnow,10,1,castle_destroyed,932,31.07,False,94,93,188,8,0,32,1138,338,1,-1,1.0000,185
Black,6,weirdo,1,4,evilnom,Black,evilminnow,15,1,castle_destroyed,765,25.50,False,51,51,102,6,0,26,988,338,1,-1,1.0000,143
Black,6,weirdo,1,4,evilnom,Black,evilminnow,30,1,castle_destroyed,669,22.30,False,23,22,46,3,0,23,913,338,1,-1,1.0000,143
Black,6,weirdo,3,0,-,Black,evilminnow,0,1,castle_destroyed,689,22.97,False,0,0,0,0,0,0,1014,1014,3,-1,1.0000,143
Black,6,weirdo,3,0,-,Black,evilminnow,1,1,defender_won,848,28.27,False,353,247,706,113,706,0,1014,1014,0,353,0.5788,-1
Black,6,weirdo,3,0,-,Black,evilminnow,2,1,defender_won,1580,52.67,False,290,244,580,54,580,0,1014,1014,0,580,0.6765,-1
Black,6,weirdo,3,0,-,Black,evilminnow,3,1,defender_won,2270,75.67,False,234,206,468,36,468,0,1014,1014,0,702,0.7588,-1
Black,6,weirdo,3,0,-,Black,evilminnow,5,1,defender_won,14633,487.77,False,212,209,424,21,424,0,1014,1014,0,1056,1.0000,773
Black,6,weirdo,3,0,-,Black,evilminnow,10,1,defender_won,10224,340.80,False,202,197,404,10,404,0,1014,1014,0,2020,1.0000,580
Black,6,weirdo,3,0,-,Black,evilminnow,15,1,castle_destroyed,1551,51.70,False,104,103,208,7,0,0,1014,1014,3,-1,1.0000,246
Black,6,weirdo,3,0,-,Black,evilminnow,30,1,castle_destroyed,955,31.83,False,32,32,64,3,0,0,1014,1014,3,-1,1.0000,187
Black,6,weirdo,3,4,evilnom,Black,evilminnow,0,1,castle_destroyed,500,16.67,False,0,0,0,0,0,17,1439,1014,3,-1,1.0000,132
Black,6,weirdo,3,4,evilnom,Black,evilminnow,1,1,defender_won,1954,65.13,False,504,473,1008,93,1008,17,1439,1014,0,504,0.6000,-1
Black,6,weirdo,3,4,evilnom,Black,evilminnow,2,1,castle_destroyed,1997,66.57,False,406,406,812,42,812,28,1714,1014,0,811,1.0000,650
Black,6,weirdo,3,4,evilnom,Black,evilminnow,3,1,castle_destroyed,1779,59.30,False,371,371,742,28,742,38,1964,1014,0,1112,1.0000,433
Black,6,weirdo,3,4,evilnom,Black,evilminnow,5,1,castle_destroyed,904,30.13,False,181,179,362,17,0,31,1789,1014,3,-1,1.0000,230
Black,6,weirdo,3,4,evilnom,Black,evilminnow,10,1,castle_destroyed,616,20.53,False,62,61,124,8,0,21,1539,1014,3,-1,1.0000,185
Black,6,weirdo,3,4,evilnom,Black,evilminnow,15,1,castle_destroyed,562,18.73,False,38,37,76,6,0,19,1489,1014,3,-1,1.0000,143
Black,6,weirdo,3,4,evilnom,Black,evilminnow,30,1,castle_destroyed,524,17.47,False,18,18,36,3,0,18,1464,1014,3,-1,1.0000,143
Black,6,weirdo,5,0,-,Black,evilminnow,0,1,castle_destroyed,506,16.87,False,0,0,0,0,0,0,1690,1690,5,-1,1.0000,143
Black,6,weirdo,5,0,-,Black,evilminnow,1,1,defender_won,951,31.70,False,460,353,920,116,920,0,1690,1690,0,460,0.5788,-1
Black,6,weirdo,5,0,-,Black,evilminnow,2,1,defender_won,2154,71.80,False,360,329,720,54,720,0,1690,1690,0,720,0.7471,-1
Black,6,weirdo,5,0,-,Black,evilminnow,3,1,defender_won,7811,260.37,False,315,309,630,36,630,0,1690,1690,0,944,1.0000,-1
Black,6,weirdo,5,0,-,Black,evilminnow,5,1,defender_won,7246,241.53,False,268,261,536,21,536,0,1690,1690,0,1338,1.0000,545
Black,6,weirdo,5,0,-,Black,evilminnow,10,1,castle_destroyed,928,30.93,False,93,92,186,10,0,0,1690,1690,5,-1,1.0000,277
Black,6,weirdo,5,0,-,Black,evilminnow,15,1,castle_destroyed,753,25.10,False,51,50,102,7,0,0,1690,1690,5,-1,1.0000,234
Black,6,weirdo,5,0,-,Black,evilminnow,30,1,castle_destroyed,604,20.13,False,21,20,42,3,0,0,1690,1690,5,-1,1.0000,187
Black,6,weirdo,5,4,evilnom,Black,evilminnow,0,1,castle_destroyed,437,14.57,False,0,0,0,0,0,15,2065,1690,5,-1,1.0000,132
Black,6,weirdo,5,4,evilnom,Black,evilminnow,1,1,defender_won,2262,75.40,False,559,533,1118,93,1118,19,2165,1690,0,559,0.6000,-1
Black,6,weirdo,5,4,evilnom,Black,evilminnow,2,1,castle_destroyed,2219,73.97,False,442,442,884,42,884,30,2440,1690,0,883,1.0000,552
Black,6,weirdo,5,4,evilnom,Black,evilminnow,3,1,castle_destroyed,1692,56.40,False,395,395,790,28,790,40,2690,1690,0,1184,1.0000,408
Black,6,weirdo,5,4,evilnom,Black,evilminnow,5,1,castle_destroyed,658,21.93,False,132,130,264,17,0,22,2240,1690,5,-1,1.0000,230
Black,6,weirdo,5,4,evilnom,Black,evilminnow,10,1,castle_destroyed,503,16.77,False,51,50,102,8,0,17,2115,1690,5,-1,1.0000,185
Black,6,weirdo,5,4,evilnom,Black,evilminnow,15,1,castle_destroyed,473,15.77,False,32,31,64,6,0,16,2090,1690,5,-1,1.0000,143
Black,6,weirdo,5,4,evilnom,Black,evilminnow,30,1,castle_destroyed,452,15.07,False,16,15,32,3,0,16,2090,1690,5,-1,1.0000,143
Black,7,gorillo,1,0,-,Black,evilminnow,0,1,castle_destroyed,916,30.53,False,0,0,0,0,0,0,1183,1183,1,-1,1.0000,426
Black,7,gorillo,1,0,-,Black,evilminnow,1,1,defender_won,1088,36.27,False,865,694,1730,268,1730,0,1183,1183,0,865,0.3035,-1
Black,7,gorillo,1,0,-,Black,evilminnow,2,1,defender_won,1367,45.57,False,474,371,948,130,948,0,1183,1183,0,948,0.3059,-1
Black,7,gorillo,1,0,-,Black,evilminnow,3,1,defender_won,2014,67.13,False,446,381,892,84,892,0,1183,1183,0,1336,0.3059,-1
Black,7,gorillo,1,0,-,Black,evilminnow,5,1,defender_won,3095,103.17,False,392,354,784,42,784,0,1183,1183,0,1957,0.3176,-1
Black,7,gorillo,1,0,-,Black,evilminnow,10,1,defender_won,6222,207.40,False,361,345,722,20,722,0,1183,1183,0,3604,0.5206,-1
Black,7,gorillo,1,0,-,Black,evilminnow,15,1,defender_won,18729,624.30,True,344,341,688,13,688,0,1183,1183,0,5158,0.9829,-1
Black,7,gorillo,1,0,-,Black,evilminnow,30,1,defender_won,31786,1059.53,True,384,382,768,6,768,0,1183,1183,0,11507,1.0000,-1
Black,7,gorillo,1,4,evilnom,Black,evilminnow,0,1,castle_destroyed,622,20.73,False,0,0,0,0,0,21,1708,1183,1,-1,1.0000,132
Black,7,gorillo,1,4,evilnom,Black,evilminnow,1,1,defender_won,2091,69.70,False,1676,1547,3352,157,3352,56,2583,1183,0,1676,0.4471,-1
Black,7,gorillo,1,4,evilnom,Black,evilminnow,2,1,castle_destroyed,6322,210.73,False,2443,2443,4886,42,4886,163,5258,1183,0,4885,1.0000,956
Black,7,gorillo,1,4,evilnom,Black,evilminnow,3,1,castle_destroyed,2479,82.63,False,827,823,1654,28,0,83,3258,1183,1,-1,1.0000,589
Black,7,gorillo,1,4,evilnom,Black,evilminnow,5,1,castle_destroyed,1027,34.23,False,206,204,412,17,0,35,2058,1183,1,-1,1.0000,324
Black,7,gorillo,1,4,evilnom,Black,evilminnow,10,1,castle_destroyed,736,24.53,False,74,73,148,8,0,25,1808,1183,1,-1,1.0000,174
Black,7,gorillo,1,4,evilnom,Black,evilminnow,15,1,castle_destroyed,661,22.03,False,45,44,90,6,0,23,1758,1183,1,-1,1.0000,144
Black,7,gorillo,1,4,evilnom,Black,evilminnow,30,1,castle_destroyed,622,20.73,False,21,21,42,3,0,21,1708,1183,1,-1,1.0000,143
Black,7,gorillo,3,0,-,Black,evilminnow,0,1,castle_destroyed,603,20.10,False,0,0,0,0,0,0,3549,3549,3,-1,1.0000,426
Black,7,gorillo,3,0,-,Black,evilminnow,1,1,defender_won,1457,48.57,False,1204,1010,2408,260,2408,0,3549,3549,0,1204,0.3035,-1
Black,7,gorillo,3,0,-,Black,evilminnow,2,1,defender_won,2075,69.17,False,784,693,1568,123,1568,0,3549,3549,0,1568,0.3059,-1
Black,7,gorillo,3,0,-,Black,evilminnow,3,1,defender_won,3939,131.30,False,967,924,1934,57,1934,0,3549,3549,0,2899,0.4341,-1
Black,7,gorillo,3,0,-,Black,evilminnow,5,1,defender_won,5617,187.23,False,766,742,1532,34,1532,0,3549,3549,0,3826,0.5788,-1
Black,7,gorillo,3,0,-,Black,evilminnow,10,1,castle_destroyed,3657,121.90,False,366,365,732,16,0,0,3549,3549,3,-1,1.0000,1896
Black,7,gorillo,3,0,-,Black,evilminnow,15,1,castle_destroyed,1549,51.63,False,104,103,208,11,0,0,3549,3549,3,-1,1.0000,835
Black,7,gorillo,3,0,-,Black,evilminnow,30,1,castle_destroyed,843,28.10,False,29,28,58,5,0,0,3549,3549,3,-1,1.0000,500
Black,7,gorillo,3,4,evilnom,Black,evilminnow,0,1,castle_destroyed,535,17.83,False,0,0,0,0,0,18,3999,3549,3,-1,1.0000,132
Black,7,gorillo,3,4,evilnom,Black,evilminnow,1,1,defender_won,3161,105.37,False,2502,2426,5004,119,5004,84,5649,3549,0,2502,0.4471,-1
Black,7,gorillo,3,4,evilnom,Black,evilminnow,2,1,castle_destroyed,4760,158.67,False,2380,2375,4760,42,0,159,7524,3549,3,-1,1.0000,584
Black,7,gorillo,3,4,evilnom,Black,evilminnow,3,1,castle_destroyed,1249,41.63,False,417,413,834,28,0,42,4599,3549,3,-1,1.0000,505
Black,7,gorillo,3,4,evilnom,Black,evilminnow,5,1,castle_destroyed,720,24.00,False,144,142,288,17,0,24,4149,3549,3,-1,1.0000,324
Black,7,gorillo,3,4,evilnom,Black,evilminnow,10,1,castle_destroyed,554,18.47,False,56,55,112,8,0,19,4024,3549,3,-1,1.0000,174
Black,7,gorillo,3,4,evilnom,Black,evilminnow,15,1,castle_destroyed,535,17.83,False,36,35,72,6,0,18,3999,3549,3,-1,1.0000,144
Black,7,gorillo,3,4,evilnom,Black,evilminnow,30,1,castle_destroyed,535,17.83,False,18,18,36,3,0,18,3999,3549,3,-1,1.0000,143
Black,7,gorillo,5,0,-,Black,evilminnow,0,1,castle_destroyed,565,18.83,False,0,0,0,0,0,0,5915,5915,5,-1,1.0000,426
Black,7,gorillo,5,0,-,Black,evilminnow,1,1,defender_won,1323,44.10,False,1072,855,2144,217,2144,0,5915,5915,0,1072,0.3035,-1
Black,7,gorillo,5,0,-,Black,evilminnow,2,1,defender_won,2506,83.53,False,990,900,1980,111,1980,0,5915,5915,0,1980,0.3341,-1
Black,7,gorillo,5,0,-,Black,evilminnow,3,1,defender_won,4400,146.67,False,1093,1053,2186,53,2186,0,5915,5915,0,3277,0.6153,-1
Black,7,gorillo,5,0,-,Black,evilminnow,5,1,defender_won,18673,622.43,True,1020,1017,2040,34,2040,0,5915,5915,0,5098,1.0000,4292
Black,7,gorillo,5,0,-,Black,evilminnow,10,1,castle_destroyed,1612,53.73,False,162,161,324,16,0,0,5915,5915,5,-1,1.0000,1282
Black,7,gorillo,5,0,-,Black,evilminnow,15,1,castle_destroyed,1039,34.63,False,70,69,140,11,0,0,5915,5915,5,-1,1.0000,745
Black,7,gorillo,5,0,-,Black,evilminnow,30,1,castle_destroyed,647,21.57,False,22,22,44,5,0,0,5915,5915,5,-1,1.0000,500
Black,7,gorillo,5,4,evilnom,Black,evilminnow,0,1,castle_destroyed,524,17.47,False,0,0,0,0,0,18,6365,5915,5,-1,1.0000,132
Black,7,gorillo,5,4,evilnom,Black,evilminnow,1,1,defender_won,3401,113.37,False,2647,2582,5294,119,5294,89,8140,5915,0,2647,0.4471,-1
Black,7,gorillo,5,4,evilnom,Black,evilminnow,2,1,castle_destroyed,1706,56.87,False,853,848,1706,42,0,57,7340,5915,5,-1,1.0000,582
Black,7,gorillo,5,4,evilnom,Black,evilminnow,3,1,castle_destroyed,966,32.20,False,322,319,644,28,0,33,6740,5915,5,-1,1.0000,505
Black,7,gorillo,5,4,evilnom,Black,evilminnow,5,1,castle_destroyed,603,20.10,False,121,119,242,17,0,21,6440,5915,5,-1,1.0000,324
Black,7,gorillo,5,4,evilnom,Black,evilminnow,10,1,castle_destroyed,535,17.83,False,54,53,108,8,0,18,6365,5915,5,-1,1.0000,174
Black,7,gorillo,5,4,evilnom,Black,evilminnow,15,1,castle_destroyed,524,17.47,False,35,35,70,6,0,18,6365,5915,5,-1,1.0000,144
Black,7,gorillo,5,4,evilnom,Black,evilminnow,30,1,castle_destroyed,524,17.47,False,18,18,36,3,0,18,6365,5915,5,-1,1.0000,143
Black,8,evilguy,1,0,-,Black,evilminnow,0,1,castle_destroyed,1001,33.37,False,0,0,0,0,0,0,14040,14040,1,-1,1.0000,851
Black,8,evilguy,1,0,-,Black,evilminnow,1,1,defender_won,2275,75.83,False,2058,1801,4116,299,4116,0,14040,14040,0,2058,0.1765,-1
Black,8,evilguy,1,0,-,Black,evilminnow,2,1,defender_won,4225,140.83,False,1948,1801,3896,149,3896,0,14040,14040,0,3895,0.1824,-1
Black,8,evilguy,1,0,-,Black,evilminnow,3,1,defender_won,6403,213.43,False,1922,1851,3844,99,3844,0,14040,14040,0,5764,0.1882,-1
Black,8,evilguy,1,0,-,Black,evilminnow,5,1,defender_won,10359,345.30,False,1875,1831,3750,59,3750,0,14040,14040,0,9375,0.2000,-1
Black,8,evilguy,1,0,-,Black,evilminnow,10,1,defender_won,19485,649.50,True,1799,1771,3598,29,3598,0,14040,14040,0,17985,0.2294,-1
Black,8,evilguy,1,0,-,Black,evilminnow,15,1,defender_won,29177,972.57,True,1734,1721,3468,19,3468,0,14040,14040,0,26001,0.2588,-1
Black,8,evilguy,1,0,-,Black,evilminnow,30,1,survived_horizon,36000,1200.00,True,1200,1191,2400,9,0,0,14040,14040,1,-1,0.3471,-1
Black,8,evilguy,1,4,evilnom,Black,evilminnow,0,1,castle_destroyed,762,25.40,False,0,0,0,0,0,26,14690,14040,1,-1,0.8965,132
Black,8,evilguy,1,4,evilnom,Black,evilminnow,1,1,defender_won,16945,564.83,False,16392,16299,32784,141,32784,547,27715,14040,0,16392,0.3224,-1
Black,8,evilguy,1,4,evilnom,Black,evilminnow,2,1,survived_horizon,36000,1200.00,True,18000,17993,36000,42,0,1200,44040,14040,1,-1,1.0000,852
Black,8,evilguy,1,4,evilnom,Black,evilminnow,3,1,castle_destroyed,14230,474.33,False,4744,4740,9488,28,0,475,25915,14040,1,-1,1.0000,589
Black,8,evilguy,1,4,evilnom,Black,evilminnow,5,1,castle_destroyed,3619,120.63,False,724,722,1448,17,0,121,17065,14040,1,-1,1.0000,324
Black,8,evilguy,1,4,evilnom,Black,evilminnow,10,1,castle_destroyed,1376,45.87,False,138,137,276,8,0,46,15190,14040,1,-1,1.0000,174
Black,8,evilguy,1,4,evilnom,Black,evilminnow,15,1,castle_destroyed,1004,33.47,False,67,67,134,6,0,34,14890,14040,1,-1,1.0000,144
Black,8,evilguy,1,4,evilnom,Black,evilminnow,30,1,castle_destroyed,782,26.07,False,27,26,54,3,0,27,14715,14040,1,-1,0.9200,143
Black,8,evilguy,3,0,-,Black,evilminnow,0,1,castle_destroyed,881,29.37,False,0,0,0,0,0,0,42120,42120,3,-1,1.0000,851
Black,8,evilguy,3,0,-,Black,evilminnow,1,1,defender_won,4434,147.80,False,4205,3961,8410,244,8410,0,42120,42120,0,4205,0.1765,-1
Black,8,evilguy,3,0,-,Black,evilminnow,2,1,defender_won,8891,296.37,False,4178,4089,8356,119,8356,0,42120,42120,0,8355,0.2694,-1
Black,8,evilguy,3,0,-,Black,evilminnow,3,1,defender_won,13185,439.50,False,4151,4088,8302,79,8302,0,42120,42120,0,12453,0.4671,-1
Black,8,evilguy,3,0,-,Black,evilminnow,5,1,defender_won,24771,825.70,True,4192,4181,8384,47,8384,0,42120,42120,0,20956,0.9953,-1
Black,8,evilguy,3,0,-,Black,evilminnow,10,1,survived_horizon,36000,1200.00,True,3600,3591,7200,23,0,0,42120,42120,3,-1,1.0000,-1
Black,8,evilguy,3,0,-,Black,evilminnow,15,1,survived_horizon,36000,1200.00,True,2400,2395,4800,15,0,0,42120,42120,3,-1,1.0000,-1
Black,8,evilguy,3,0,-,Black,evilminnow,30,1,survived_horizon,36000,1200.00,True,1200,1198,2400,6,0,0,42120,42120,3,-1,1.0000,-1
Black,8,evilguy,3,4,evilnom,Black,evilminnow,0,1,castle_destroyed,762,25.40,False,0,0,0,0,0,26,42770,42120,3,-1,0.8965,132
Black,8,evilguy,3,4,evilnom,Black,evilminnow,1,1,defender_won,18620,620.67,True,18077,17982,36154,141,36154,603,57195,42120,0,18077,0.3224,-1
Black,8,evilguy,3,4,evilnom,Black,evilminnow,2,1,survived_horizon,36000,1200.00,True,18000,17993,36000,42,0,1200,72120,42120,3,-1,1.0000,852
Black,8,evilguy,3,4,evilnom,Black,evilminnow,3,1,castle_destroyed,12162,405.40,False,4054,4051,8108,28,0,406,52270,42120,3,-1,1.0000,589
Black,8,evilguy,3,4,evilnom,Black,evilminnow,5,1,castle_destroyed,3500,116.67,False,700,698,1400,17,0,117,45045,42120,3,-1,1.0000,324
Black,8,evilguy,3,4,evilnom,Black,evilminnow,10,1,castle_destroyed,1376,45.87,False,138,137,276,8,0,46,43270,42120,3,-1,1.0000,174
Black,8,evilguy,3,4,evilnom,Black,evilminnow,15,1,castle_destroyed,1004,33.47,False,67,67,134,6,0,34,42970,42120,3,-1,1.0000,144
Black,8,evilguy,3,4,evilnom,Black,evilminnow,30,1,castle_destroyed,782,26.07,False,27,26,54,3,0,27,42795,42120,3,-1,0.9200,143
Black,8,evilguy,5,0,-,Black,evilminnow,0,1,castle_destroyed,881,29.37,False,0,0,0,0,0,0,70200,70200,5,-1,1.0000,851
Black,8,evilguy,5,0,-,Black,evilminnow,1,1,defender_won,8394,279.80,False,8128,7921,16256,207,16256,0,70200,70200,0,8128,0.1765,-1
