attacker_team,tier,attacker_unit,force_size,escort_tier,escort_unit,anchor_tier,anchor_unit,anchors_spawned,anchor_spend,blocker_team,blocker_unit,interval_ticks,attacker_seat,outcome,ticks,seconds,beyond_game_limit,blockers_spawned,blockers_lost,blocker_spend,peak_blockers,spend_at_force_death,escorts_spawned,attacker_spend,force_spend,big_units_alive,force_died_tick,deepest_progress,first_castle_hit_tick
Black,7,gorillo,3,4,evilnom,5,evilbirdo,3,192,Black,evilminnow,5,1,castle_destroyed,889,29.63,False,178,176,356,27,0,30,4299,3549,3,-1,1.0000,499
Black,7,gorillo,3,4,evilnom,5,evilbirdo,3,192,Black,evilminnow,8,1,castle_destroyed,682,22.73,False,86,84,172,17,0,23,4124,3549,3,-1,1.0000,439
Blue,6,judge,3,4,eel,5,squid,4,248,Blue,fishy,0,1,castle_destroyed,1155,38.50,False,0,0,0,2,0,39,2025,1128,3,-1,1.0000,184
Blue,6,judge,3,4,eel,5,squid,3,186,Blue,fishy,1,1,force_destroyed,797,26.57,False,797,666,2391,143,2487,26,1726,1128,0,767,0.4953,-1
Blue,6,judge,3,4,eel,5,squid,6,372,Blue,fishy,2,1,force_destroyed,1670,55.67,False,835,811,2505,59,2691,52,2324,1128,0,1545,1.0000,1290
Blue,6,judge,3,4,eel,5,squid,6,372,Blue,fishy,3,1,force_destroyed,1690,56.33,False,564,558,1692,38,1899,51,2301,1128,0,1527,1.0000,672
Blue,6,judge,3,4,eel,5,squid,7,434,Blue,fishy,5,1,castle_destroyed,2024,67.47,False,405,403,1215,23,0,68,2692,1128,3,-1,1.0000,371
Blue,6,judge,3,4,eel,5,squid,5,310,Blue,fishy,8,1,castle_destroyed,1403,46.77,False,176,174,528,14,0,47,2209,1128,3,-1,1.0000,274
Blue,7,octoboi,3,4,eel,5,squid,3,186,Blue,fishy,0,1,castle_destroyed,782,26.07,False,0,0,0,1,0,27,4758,4137,3,-1,1.0000,293
Blue,7,octoboi,3,4,eel,5,squid,14,868,Blue,fishy,1,1,force_destroyed,4021,134.03,False,4021,3830,12063,219,12874,134,7219,4137,0,4002,0.3376,-1
Blue,7,octoboi,3,4,eel,5,squid,17,1054,Blue,fishy,2,1,force_destroyed,5019,167.30,False,2510,2480,7530,71,8470,165,7932,4137,0,4943,1.0000,1206
Blue,7,octoboi,3,4,eel,5,squid,11,682,Blue,fishy,3,1,castle_destroyed,3129,104.30,False,1043,1039,3129,48,0,105,6552,4137,3,-1,1.0000,1062
Blue,7,octoboi,3,4,eel,5,squid,4,248,Blue,fishy,5,1,castle_destroyed,1186,39.53,False,238,235,714,29,0,40,5057,4137,3,-1,1.0000,560
Blue,7,octoboi,3,4,eel,5,squid,3,186,Blue,fishy,8,1,castle_destroyed,838,27.93,False,105,104,315,19,0,28,4781,4137,3,-1,1.0000,552
Green,6,geico,3,4,snecko,5,gecko,4,184,Green,minisnecko,0,1,castle_destroyed,1088,36.27,False,0,0,0,1,0,37,1413,636,3,-1,1.0000,216
Green,6,geico,3,4,snecko,5,gecko,4,184,Green,minisnecko,1,1,force_destroyed,974,32.47,False,974,875,974,117,1009,30,1266,636,0,871,0.4141,-1
Green,6,geico,3,4,snecko,5,gecko,5,230,Green,minisnecko,2,1,force_destroyed,1356,45.20,False,678,644,678,50,762,39,1455,636,0,1156,0.9671,-1
Green,6,geico,3,4,snecko,5,gecko,4,184,Green,minisnecko,3,1,force_destroyed,1192,39.73,False,398,393,398,34,504,32,1308,636,0,958,1.0000,534
Green,6,geico,3,4,snecko,5,gecko,5,230,Green,minisnecko,5,1,castle_destroyed,1329,44.30,False,266,264,266,22,0,45,1581,636,3,-1,1.0000,399
Green,6,geico,3,4,snecko,5,gecko,5,230,Green,minisnecko,8,1,force_destroyed,1210,40.33,False,152,150,152,13,298,31,1287,636,0,910,1.0000,281
Green,7,nom,3,4,snecko,5,gecko,1,46,Green,minisnecko,0,1,castle_destroyed,250,8.33,False,0,0,0,1,0,9,2310,2121,3,-1,1.0000,186
Green,7,nom,3,4,snecko,5,gecko,4,184,Green,minisnecko,1,1,force_destroyed,1116,37.20,False,1116,970,1116,180,1160,33,2814,2121,0,976,0.5082,-1
Green,7,nom,3,4,snecko,5,gecko,5,230,Green,minisnecko,2,1,force_destroyed,1428,47.60,False,714,669,714,53,843,41,2982,2121,0,1225,1.0000,877
Green,7,nom,3,4,snecko,5,gecko,3,138,Green,minisnecko,3,1,castle_destroyed,657,21.90,False,219,215,219,35,0,22,2583,2121,3,-1,1.0000,516
Green,7,nom,3,4,snecko,5,gecko,2,92,Green,minisnecko,5,1,castle_destroyed,438,14.60,False,88,86,88,21,0,15,2436,2121,3,-1,1.0000,279
Green,7,nom,3,4,snecko,5,gecko,2,92,Green,minisnecko,8,1,castle_destroyed,342,11.40,False,43,41,43,13,0,12,2373,2121,3,-1,1.0000,249
Orange,6,zander,3,4,basketball,5,scott,3,75,Orange,phil,0,1,castle_destroyed,792,26.40,False,0,0,0,1,0,27,843,438,3,-1,1.0000,123
Orange,6,zander,3,4,basketball,5,scott,2,50,Orange,phil,1,1,force_destroyed,467,15.57,False,467,350,1868,117,1754,15,663,438,0,426,0.6494,-1
Orange,6,zander,3,4,basketball,5,scott,3,75,Orange,phil,2,1,force_destroyed,616,20.53,False,308,276,1232,49,1146,19,723,438,0,547,0.9053,-1
Orange,6,zander,3,4,basketball,5,scott,3,75,Orange,phil,3,1,force_destroyed,896,29.87,False,299,285,1196,33,1191,28,858,438,0,835,1.0000,330
Orange,6,zander,3,4,basketball,5,scott,5,125,Orange,phil,5,1,force_destroyed,1259,41.97,False,252,241,1008,19,1052,40,1038,438,0,1188,1.0000,377
Orange,6,zander,3,4,basketball,5,scott,7,175,Orange,phil,8,1,force_destroyed,1808,60.27,False,226,223,904,11,986,56,1278,438,0,1669,1.0000,186
Orange,7,tiger,3,4,basketball,5,scott,2,50,Orange,phil,0,1,castle_destroyed,552,18.40,False,0,0,0,1,0,19,5304,5019,3,-1,1.0000,135
Orange,7,tiger,3,4,basketball,5,scott,8,200,Orange,phil,1,1,force_destroyed,2353,78.43,False,2353,2163,9412,216,9512,78,6189,5019,0,2328,0.3417,-1
Orange,7,tiger,3,4,basketball,5,scott,13,325,Orange,phil,2,1,force_destroyed,3849,128.30,False,1925,1849,7700,85,7953,128,6939,5019,0,3813,0.4306,-1
Orange,7,tiger,3,4,basketball,5,scott,14,350,Orange,phil,3,1,castle_destroyed,3957,131.90,False,1319,1314,5276,48,0,132,6999,5019,3,-1,1.0000,2987
Orange,7,tiger,3,4,basketball,5,scott,6,150,Orange,phil,5,1,castle_destroyed,1676,55.87,False,336,333,1344,30,0,56,5859,5019,3,-1,1.0000,1149
Orange,7,tiger,3,4,basketball,5,scott,4,100,Orange,phil,8,1,castle_destroyed,904,30.13,False,113,111,452,17,0,31,5484,5019,3,-1,1.0000,527
Purple,6,cube,3,4,spike,5,bit,2,182,Purple,cant,0,1,castle_destroyed,521,17.37,False,0,0,0,1,0,18,1494,1044,3,-1,1.0000,121
Purple,6,cube,3,4,spike,5,bit,2,182,Purple,cant,1,1,force_destroyed,368,12.27,False,368,254,368,115,363,10,1294,1044,0,272,0.6494,-1
Purple,6,cube,3,4,spike,5,bit,2,182,Purple,cant,2,1,force_destroyed,569,18.97,False,285,243,285,47,378,14,1394,1044,0,392,0.7129,-1
Purple,6,cube,3,4,spike,5,bit,3,273,Purple,cant,3,1,force_destroyed,653,21.77,False,218,200,218,31,332,15,1419,1044,0,449,0.7765,-1
Purple,6,cube,3,4,spike,5,bit,4,364,Purple,cant,5,1,force_destroyed,965,32.17,False,193,191,193,18,408,23,1619,1044,0,673,1.0000,387
Purple,6,cube,3,4,spike,5,bit,4,364,Purple,cant,8,1,force_destroyed,1041,34.70,False,131,117,131,14,362,24,1644,1044,0,706,1.0000,241
Purple,7,monky,3,4,spike,5,bit,3,273,Purple,cant,0,1,castle_destroyed,616,20.53,False,0,0,0,1,0,21,6279,5754,3,-1,1.0000,306
Purple,7,monky,3,4,spike,5,bit,5,455,Purple,cant,1,1,force_destroyed,1500,50.00,False,1500,1340,1500,160,1926,50,7004,5754,0,1471,0.3012,-1
Purple,7,monky,3,4,spike,5,bit,11,1001,Purple,cant,2,1,force_destroyed,3292,109.73,False,1646,1596,1646,67,2583,106,8404,5754,0,3164,0.6135,-1
Purple,7,monky,3,4,spike,5,bit,17,1547,Purple,cant,3,1,force_destroyed,4846,161.53,False,1616,1573,1616,46,2975,152,9554,5754,0,4556,1.0000,2934
Purple,7,monky,3,4,spike,5,bit,16,1456,Purple,cant,5,1,castle_destroyed,4612,153.73,False,923,920,923,26,0,154,9604,5754,3,-1,1.0000,1114
Purple,7,monky,3,4,spike,5,bit,4,364,Purple,cant,8,1,castle_destroyed,936,31.20,False,117,115,117,16,0,32,6554,5754,3,-1,1.0000,744
Red,6,the_puncher,3,4,lobbo,5,birdo,2,102,Red,derpyberd,0,1,castle_destroyed,569,18.97,False,0,0,0,1,0,19,1219,972,3,-1,1.0000,143
Red,6,the_puncher,3,4,lobbo,5,birdo,3,153,Red,derpyberd,1,1,force_destroyed,641,21.37,False,641,518,641,129,654,19,1219,972,0,552,0.6706,-1
Red,6,the_puncher,3,4,lobbo,5,birdo,4,204,Red,derpyberd,2,1,force_destroyed,910,30.33,False,455,445,455,50,529,26,1310,972,0,752,0.9271,-1
Red,6,the_puncher,3,4,lobbo,5,birdo,5,255,Red,derpyberd,3,1,force_destroyed,1315,43.83,False,439,414,439,33,659,41,1505,972,0,1210,1.0000,473
Red,6,the_puncher,3,4,lobbo,5,birdo,4,204,Red,derpyberd,5,1,castle_destroyed,970,32.33,False,194,191,194,20,0,33,1401,972,3,-1,1.0000,235
Red,6,the_puncher,3,4,lobbo,5,birdo,3,153,Red,derpyberd,8,1,castle_destroyed,813,27.10,False,102,100,102,12,0,28,1336,972,3,-1,1.0000,198
Red,7,caw,3,4,lobbo,5,birdo,2,102,Red,derpyberd,0,1,castle_destroyed,368,12.27,False,0,0,0,1,0,13,7252,7083,3,-1,1.0000,203
Red,7,caw,3,4,lobbo,5,birdo,16,816,Red,derpyberd,1,1,force_destroyed,4569,152.30,False,4569,4390,4569,187,5324,151,9046,7083,0,4508,0.5276,-1
Red,7,caw,3,4,lobbo,5,birdo,8,408,Red,derpyberd,2,1,castle_destroyed,2235,74.50,False,1118,1110,1118,70,0,75,8058,7083,3,-1,1.0000,1115
Red,7,caw,3,4,lobbo,5,birdo,4,204,Red,derpyberd,3,1,castle_destroyed,960,32.00,False,320,315,320,47,0,32,7499,7083,3,-1,1.0000,741
Red,7,caw,3,4,lobbo,5,birdo,2,102,Red,derpyberd,5,1,castle_destroyed,579,19.30,False,116,113,116,28,0,20,7343,7083,3,-1,1.0000,413
Red,7,caw,3,4,lobbo,5,birdo,2,102,Red,derpyberd,8,1,castle_destroyed,473,15.77,False,60,58,60,17,0,16,7291,7083,3,-1,1.0000,354
White,6,bread,3,4,ringo,5,alpacco,4,324,White,doggo,0,1,castle_destroyed,1022,34.07,False,0,0,0,1,0,35,1644,1014,3,-1,1.0000,222
White,6,bread,3,4,ringo,5,alpacco,3,243,White,doggo,1,1,force_destroyed,730,24.33,False,730,569,2190,168,2301,23,1428,1014,0,686,0.5557,-1
White,6,bread,3,4,ringo,5,alpacco,5,405,White,doggo,2,1,force_destroyed,1287,42.90,False,644,611,1932,80,2103,40,1734,1014,0,1186,0.9682,-1
White,6,bread,3,4,ringo,5,alpacco,5,405,White,doggo,3,1,force_destroyed,1247,41.57,False,416,410,1248,53,1431,37,1680,1014,0,1105,0.9729,1182
White,6,bread,3,4,ringo,5,alpacco,7,567,White,doggo,5,1,force_destroyed,1811,60.37,False,363,357,1089,32,1482,56,2022,1014,0,1656,1.0000,464
White,6,bread,3,4,ringo,5,alpacco,5,405,White,doggo,8,1,castle_destroyed,1202,40.07,False,151,148,453,20,0,41,1752,1014,3,-1,1.0000,380
White,7,eggo,3,4,ringo,5,alpacco,1,81,White,doggo,0,1,castle_destroyed,247,8.23,False,0,0,0,1,0,9,6360,6198,3,-1,1.0000,162
White,7,eggo,3,4,ringo,5,alpacco,6,486,White,doggo,1,1,force_destroyed,1650,55.00,False,1650,1482,4950,172,5304,54,7170,6198,0,1606,0.6204,-1
White,7,eggo,3,4,ringo,5,alpacco,10,810,White,doggo,2,1,force_destroyed,2928,97.60,False,1464,1456,4392,58,4965,93,7872,6198,0,2770,1.0000,1039
White,7,eggo,3,4,ringo,5,alpacco,3,243,White,doggo,3,1,castle_destroyed,740,24.67,False,247,242,741,39,0,25,6648,6198,3,-1,1.0000,642
White,7,eggo,3,4,ringo,5,alpacco,2,162,White,doggo,5,1,castle_destroyed,485,16.17,False,97,94,291,23,0,17,6504,6198,3,-1,1.0000,409
White,7,eggo,3,4,ringo,5,alpacco,2,162,White,doggo,8,1,castle_destroyed,439,14.63,False,55,53,165,14,0,15,6468,6198,3,-1,1.0000,260
Yellow,6,bub,3,4,doc,5,jig,5,300,Yellow,minnow,0,1,castle_destroyed,1464,48.80,False,0,0,0,1,0,49,1241,408,3,-1,1.0000,233
Yellow,6,bub,3,4,doc,5,jig,3,180,Yellow,minnow,1,1,force_destroyed,695,23.17,False,695,577,1390,129,1540,23,799,408,0,680,0.3082,-1
Yellow,6,bub,3,4,doc,5,jig,4,240,Yellow,minnow,2,1,force_destroyed,1184,39.47,False,592,557,1184,58,1322,37,1037,408,0,1082,0.8706,-1
Yellow,6,bub,3,4,doc,5,jig,4,240,Yellow,minnow,3,1,force_destroyed,1043,34.77,False,348,328,696,39,862,32,952,408,0,932,0.8300,-1
Yellow,6,bub,3,4,doc,5,jig,5,300,Yellow,minnow,5,1,force_destroyed,1443,48.10,False,289,281,578,23,808,43,1139,408,0,1270,1.0000,533
Yellow,6,bub,3,4,doc,5,jig,8,480,Yellow,minnow,8,1,force_destroyed,2222,74.07,False,278,271,556,15,1008,71,1615,408,0,2108,1.0000,480
Yellow,7,deus,3,4,doc,5,jig,2,120,Yellow,minnow,0,1,castle_destroyed,596,19.87,False,0,0,0,1,0,20,4183,3843,3,-1,1.0000,233
Yellow,7,deus,3,4,doc,5,jig,11,660,Yellow,minnow,1,1,force_destroyed,3061,102.03,False,3061,2920,6122,143,6744,102,5577,3843,0,3042,0.3082,-1
Yellow,7,deus,3,4,doc,5,jig,12,720,Yellow,minnow,2,1,castle_destroyed,3451,115.03,False,1726,1721,3452,58,0,116,5815,3843,3,-1,1.0000,1197
Yellow,7,deus,3,4,doc,5,jig,5,300,Yellow,minnow,3,1,castle_destroyed,1410,47.00,False,470,467,940,39,0,47,4642,3843,3,-1,1.0000,879
Yellow,7,deus,3,4,doc,5,jig,3,180,Yellow,minnow,5,1,castle_destroyed,821,27.37,False,165,163,330,23,0,28,4319,3843,3,-1,1.0000,473
Yellow,7,deus,3,4,doc,5,jig,3,180,Yellow,minnow,8,1,castle_destroyed,696,23.20,False,87,86,174,15,0,24,4251,3843,3,-1,1.0000,421
