STALL TEST -- a high-tier attacking force vs a stream of tier-1 chumps
  castle HP      : 23000 both sides
  income         : $5000/s both sides (spawns are never money-limited)
  attacker teams : Black,Blue,Green,Orange,Purple,Red,White,Yellow
  blocker        : mirror
  tiers          : 5,6,7,8
  force sizes    : 1,3,5 (spawned 1.00s apart)
  escorts        : none,T4 (one every 1.00s while any high-tier unit lives)
  anchors        : none (defender spawns one every 5.00s alongside the chumps)
  chump periods  : 1,2,3,5,10,15,30 ticks  (30.00/s,15.00/s,10.00/s,6.00/s,3.00/s,2.00/s,1.00/s)
  attacker seat  : 1
  attacker castle: normal (chumps can win the game outright)
  horizon        : 36000 ticks (1200s); the real game ends at 600s

  8/1536 runs...  16/1536 runs...  24/1536 runs...  32/1536 runs...  40/1536 runs...  48/1536 runs...  56/1536 runs...  64/1536 runs...  72/1536 runs...  80/1536 runs...  88/1536 runs...  96/1536 runs...  104/1536 runs...  112/1536 runs...  120/1536 runs...  128/1536 runs...  136/1536 runs...  144/1536 runs...  152/1536 runs...  160/1536 runs...  168/1536 runs...  176/1536 runs...  184/1536 runs...  192/1536 runs...  200/1536 runs...  208/1536 runs...  216/1536 runs...  224/1536 runs...  232/1536 runs...  240/1536 runs...  248/1536 runs...  256/1536 runs...  264/1536 runs...  272/1536 runs...  280/1536 runs...  288/1536 runs...  296/1536 runs...  304/1536 runs...  312/1536 runs...  320/1536 runs...  328/1536 runs...  336/1536 runs...  344/1536 runs...  352/1536 runs...  360/1536 runs...  368/1536 runs...  376/1536 runs...  384/1536 runs...  392/1536 runs...  400/1536 runs...  408/1536 runs...  416/1536 runs...  424/1536 runs...  432/1536 runs...  440/1536 runs...  448/1536 runs...  456/1536 runs...  464/1536 runs...  472/1536 runs...  480/1536 runs...  488/1536 runs...  496/1536 runs...  504/1536 runs...  512/1536 runs...  520/1536 runs...  528/1536 runs...  536/1536 runs...  544/1536 runs...  552/1536 runs...  560/1536 runs...  568/1536 runs...  576/1536 runs...  584/1536 runs...  592/1536 runs...  600/1536 runs...  608/1536 runs...  616/1536 runs...  624/1536 runs...  632/1536 runs...  640/1536 runs...  648/1536 runs...  656/1536 runs...  664/1536 runs...  672/1536 runs...  680/1536 runs...  688/1536 runs...  696/1536 runs...  704/1536 runs...  712/1536 runs...  720/1536 runs...  728/1536 runs...  736/1536 runs...  744/1536 runs...  752/1536 runs...  760/1536 runs...  768/1536 runs...  776/1536 runs...  784/1536 runs...  792/1536 runs...  800/1536 runs...  808/1536 runs...  816/1536 runs...  824/1536 runs...  832/1536 runs...  840/1536 runs...  848/1536 runs...  856/1536 runs...  864/1536 runs...  872/1536 runs...  880/1536 runs...  888/1536 runs...  896/1536 runs...  904/1536 runs...  912/1536 runs...  920/1536 runs...  928/1536 runs...  936/1536 runs...  944/1536 runs...  952/1536 runs...  960/1536 runs...  968/1536 runs...  976/1536 runs...  984/1536 runs...  992/1536 runs...  1000/1536 runs...  1008/1536 runs...  1016/1536 runs...  1024/1536 runs...  1032/1536 runs...  1040/1536 runs...  1048/1536 runs...  1056/1536 runs...  1064/1536 runs...  1072/1536 runs...  1080/1536 runs...  1088/1536 runs...  1096/1536 runs...  1104/1536 runs...  1112/1536 runs...  1120/1536 runs...  1128/1536 runs...  1136/1536 runs...  1144/1536 runs...  1152/1536 runs...  1160/1536 runs...  1168/1536 runs...  1176/1536 runs...  1184/1536 runs...  1192/1536 runs...  1200/1536 runs...  1208/1536 runs...  1216/1536 runs...  1224/1536 runs...  1232/1536 runs...  1240/1536 runs...  1248/1536 runs...  1256/1536 runs...  1264/1536 runs...  1272/1536 runs...  1280/1536 runs...  1288/1536 runs...  1296/1536 runs...  1304/1536 runs...  1312/1536 runs...  1320/1536 runs...  1328/1536 runs...  1336/1536 runs...  1344/1536 runs...  1352/1536 runs...  1360/1536 runs...  1368/1536 runs...  1376/1536 runs...  1384/1536 runs...  1392/1536 runs...  1400/1536 runs...  1408/1536 runs...  1416/1536 runs...  1424/1536 runs...  1432/1536 runs...  1440/1536 runs...  1448/1536 runs...  1456/1536 runs...  1464/1536 runs...  1472/1536 runs...  1480/1536 runs...  1488/1536 runs...  1496/1536 runs...  1504/1536 runs...  1512/1536 runs...  1520/1536 runs...  1528/1536 runs...  1536/1536 runs...

################ FORCE: 1x high-tier, no escort | DEFENCE: chumps only ################

--- chumps every 1 ticks (30.00/s) ---
team     T  attacker        no defence  with chumps      delay  atk cost  def cost   ratio  reach outcome                 
Purple   8  bigblobbo            33.4s       >1200s        inf     12760      1200   0.09x   35% survived_horizon        
Red      5  birdo               199.4s        NEVER        inf        51        67   1.31x  100% force_destroyed_horizon 
Red      6  the_puncher          46.8s        NEVER        inf       324       158   0.49x  100% force_destroyed_horizon 
Red      7  caw                  17.5s        NEVER        inf      2361       948   0.40x  100% force_destroyed_horizon 
Red      8  draggo               33.4s       >1200s        inf     18904      1200   0.06x   35% survived_horizon        
White    5  alpacco             243.3s        NEVER        inf        81       120   1.48x  100% force_destroyed_horizon 
White    6  bread                88.7s        NEVER        inf       338       510   1.51x  100% force_destroyed_horizon 
White    7  eggo                 11.8s        NEVER        inf      2066      1338   0.65x  100% force_destroyed_horizon 
White    8  corn                 61.7s       >1200s        inf     23000      3600   0.16x   25% survived_horizon        
Yellow   5  jig                 162.0s        NEVER        inf        60        90   1.50x  100% force_destroyed_horizon 
Yellow   6  bub                 174.8s     DEF WINS        inf       136       142   1.04x   71% defender_won            
Yellow   7  deus                 31.0s        NEVER        inf      1281      1316   1.03x  100% force_destroyed_horizon 
Yellow   8  lyon                 33.4s       >1200s        inf     13272      2400   0.18x   35% survived_horizon        

################ FORCE: 3x high-tier, no escort | DEFENCE: chumps only ################

--- chumps every 1 ticks (30.00/s) ---
team     T  attacker        no defence  with chumps      delay  atk cost  def cost   ratio  reach outcome                 
Black    5  evilbirdo            66.2s     DEF WINS        inf       192       388   2.02x   60% defender_won            
Black    6  weirdo               23.0s     DEF WINS        inf      1014       706   0.70x   58% defender_won            
Black    7  gorillo              20.1s     DEF WINS        inf      3549      2408   0.68x   30% defender_won            
Black    8  evilguy              29.4s     DEF WINS        inf     42120      8410   0.20x   18% defender_won            
Blue     5  squid                70.1s     DEF WINS        inf       186       693   3.73x   61% defender_won            
Blue     6  judge                39.1s     DEF WINS        inf      1128      2034   1.80x   47% defender_won            
Blue     7  octoboi              26.1s     DEF WINS        inf      4137      6273   1.52x   26% defender_won            
Blue     8  lightningbear        15.2s     DEF WINS        inf     58248     14727   0.25x   33% defender_won            
Green    5  gecko                70.3s     DEF WINS        inf       138       242   1.75x   53% defender_won            
Green    6  geico                38.5s     DEF WINS        inf       636       501   0.79x   39% defender_won            
Green    7  nom                   7.9s     DEF WINS        inf      2121       942   0.44x   51% defender_won            
Green    8  trogdor              12.4s     DEF WINS        inf     53640      6867   0.13x   31% defender_won            
Orange   5  scott                64.3s     DEF WINS        inf        75       604   8.05x   66% defender_won            
Orange   6  zander               53.3s     DEF WINS        inf       438      1736   3.96x   65% defender_won            
Orange   7  tiger                19.6s     DEF WINS        inf      5019      6320   1.26x   33% defender_won            
Orange   8  hwy                  19.9s     DEF WINS        inf     59784     14932   0.25x   26% defender_won            
Purple   5  bit                  69.4s     DEF WINS        inf       273       177   0.65x   53% defender_won            
Purple   6  cube                 15.4s     DEF WINS        inf      1044       261   0.25x   65% defender_won            
Purple   7  monky                19.5s     DEF WINS        inf      5754      1284   0.22x   27% defender_won            
Purple   8  bigblobbo            29.4s     DEF WINS        inf     38280      3257   0.09x   15% defender_won            
Red      5  birdo                70.4s     DEF WINS        inf       153       272   1.78x   67% defender_won            
Red      6  the_puncher          18.8s     DEF WINS        inf       972       444   0.46x   72% defender_won            
Red      7  caw                  11.7s     DEF WINS        inf      7083      2435   0.34x   53% defender_won            
Red      8  draggo               29.4s     DEF WINS        inf     56712      9461   0.17x   24% defender_won            
White    5  alpacco              85.8s     DEF WINS        inf       243       807   3.32x   62% defender_won            
White    6  bread                34.7s     DEF WINS        inf      1014      1989   1.96x   56% defender_won            
White    7  eggo                  8.2s     DEF WINS        inf      6198      3888   0.63x   62% defender_won            
White    8  corn                 57.7s     DEF WINS        inf     69000     21057   0.31x   13% defender_won            
Yellow   5  jig                  57.4s     DEF WINS        inf       180       380   2.11x   59% defender_won            
Yellow   6  bub                  67.7s     DEF WINS        inf       408       948   2.32x   27% defender_won            
Yellow   7  deus                 20.4s     DEF WINS        inf      3843      3764   0.98x   27% defender_won            
Yellow   8  lyon                 29.4s     DEF WINS        inf     39816      7692   0.19x   15% defender_won            

--- chumps every 2 ticks (15.00/s) ---
team     T  attacker        no defence  with chumps      delay  atk cost  def cost   ratio  reach outcome                 
Black    5  evilbirdo            66.2s     DEF WINS        inf       192       234   1.22x   62% defender_won            
Black    6  weirdo               23.0s     DEF WINS        inf      1014       580   0.57x   68% defender_won            
Black    7  gorillo              20.1s     DEF WINS        inf      3549      1568   0.44x   31% defender_won            
Black    8  evilguy              29.4s     DEF WINS        inf     42120      8356   0.20x   27% defender_won            
Blue     5  squid                70.1s     DEF WINS        inf       186       447   2.40x   66% defender_won            
Blue     6  judge                39.1s     DEF WINS        inf      1128      1266   1.12x   47% defender_won            
Blue     7  octoboi              26.1s     DEF WINS        inf      4137      6093   1.47x   27% defender_won            
Blue     8  lightningbear        15.2s     DEF WINS        inf     58248     14532   0.25x   50% defender_won            
Green    5  gecko                70.3s     DEF WINS        inf       138       163   1.18x   65% defender_won            
Green    6  geico                38.5s     DEF WINS        inf       636       432   0.68x   40% defender_won            
Green    7  nom                   7.9s     DEF WINS        inf      2121       777   0.37x   66% defender_won            
Green    8  trogdor              12.4s     DEF WINS        inf     53640      6872   0.13x   63% defender_won            
Orange   5  scott                64.3s     DEF WINS        inf        75       360   4.80x   75% defender_won            
Orange   6  zander               53.3s     DEF WINS        inf       438      1320   3.01x  100% defender_won            
Orange   7  tiger                19.6s     DEF WINS        inf      5019      3808   0.76x   33% defender_won            
Orange   8  hwy                  19.9s     DEF WINS        inf     59784     14644   0.24x   39% defender_won            
Purple   5  bit                  69.4s     DEF WINS        inf       273       105   0.38x   56% defender_won            
Purple   6  cube                 15.4s     DEF WINS        inf      1044       184   0.18x   75% defender_won            
Purple   7  monky                19.5s     DEF WINS        inf      5754       940   0.16x   36% defender_won            
Purple   8  bigblobbo            29.4s     DEF WINS        inf     38280      3198   0.08x   23% defender_won            
Red      5  birdo                70.4s     DEF WINS        inf       153       172   1.12x   73% defender_won            
Red      6  the_puncher          18.8s     DEF WINS        inf       972       375   0.39x   75% defender_won            
Red      7  caw                  11.7s     DEF WINS        inf      7083      2681   0.38x  100% defender_won            
Red      8  draggo               29.4s     DEF WINS        inf     56712      9397   0.17x   44% defender_won            
White    5  alpacco              85.8s     DEF WINS        inf       243       516   2.12x   65% defender_won            
White    6  bread                34.7s     DEF WINS        inf      1014      1335   1.32x   62% defender_won            
White    7  eggo                  8.2s     DEF WINS        inf      6198      2475   0.40x   63% defender_won            
White    8  corn                 57.7s     DEF WINS        inf     69000     20820   0.30x   21% defender_won            
Yellow   5  jig                  57.4s     DEF WINS        inf       180       270   1.50x   68% defender_won            
Yellow   6  bub                  67.7s     DEF WINS        inf       408       580   1.42x   27% defender_won            
Yellow   7  deus                 20.4s     DEF WINS        inf      3843      2926   0.76x   27% defender_won            
Yellow   8  lyon                 29.4s     DEF WINS        inf     39816      7498   0.19x   24% defender_won            

--- chumps every 3 ticks (10.00/s) ---
team     T  attacker        no defence  with chumps      delay  atk cost  def cost   ratio  reach outcome                 
Black    5  evilbirdo            66.2s     DEF WINS        inf       192       190   0.99x   69% defender_won            
Black    6  weirdo               23.0s     DEF WINS        inf      1014       468   0.46x   76% defender_won            
Black    7  gorillo              20.1s     DEF WINS        inf      3549      1934   0.54x   43% defender_won            
Black    8  evilguy              29.4s     DEF WINS        inf     42120      8302   0.20x   47% defender_won            
Blue     5  squid                70.1s     DEF WINS        inf       186       369   1.98x   73% defender_won            
Blue     6  judge                39.1s     DEF WINS        inf      1128      1329   1.18x   52% defender_won            
Blue     7  octoboi              26.1s     DEF WINS        inf      4137      4317   1.04x   27% defender_won            
Blue     8  lightningbear        15.2s     DEF WINS        inf     58248     14226   0.24x   70% defender_won            
Green    5  gecko                70.3s     DEF WINS        inf       138       130   0.94x   71% defender_won            
Green    6  geico                38.5s     DEF WINS        inf       636       338   0.53x   50% defender_won            
Green    7  nom                   7.9s        69.6s      61.7s      2121       696   0.33x  100% castle_destroyed        
Green    8  trogdor              12.4s     DEF WINS        inf     53640      6979   0.13x  100% defender_won            
Orange   5  scott                64.3s     DEF WINS        inf        75       272   3.63x   78% defender_won            
Orange   6  zander               53.3s     DEF WINS        inf       438      1168   2.67x  100% defender_won            
Orange   7  tiger                19.6s     DEF WINS        inf      5019      3576   0.71x   33% defender_won            
Orange   8  hwy                  19.9s     DEF WINS        inf     59784     14608   0.24x   83% defender_won            
Purple   5  bit                  69.4s     DEF WINS        inf       273        86   0.32x   55% defender_won            
Purple   6  cube                 15.4s     DEF WINS        inf      1044       161   0.15x   85% defender_won            
Purple   7  monky                19.5s     DEF WINS        inf      5754       877   0.15x   42% defender_won            
Purple   8  bigblobbo            29.4s     DEF WINS        inf     38280      3190   0.08x   42% defender_won            
Red      5  birdo                70.4s     DEF WINS        inf       153       134   0.88x   81% defender_won            
Red      6  the_puncher          18.8s     DEF WINS        inf       972       334   0.34x  100% defender_won            
Red      7  caw                  11.7s     DEF WINS        inf      7083      1881   0.27x   87% defender_won            
Red      8  draggo               29.4s     DEF WINS        inf     56712      9417   0.17x   89% defender_won            
White    5  alpacco              85.8s     DEF WINS        inf       243       420   1.73x   69% defender_won            
White    6  bread                34.7s     DEF WINS        inf      1014      1209   1.19x   69% defender_won            
White    7  eggo                  8.2s     DEF WINS        inf      6198      2760   0.45x   95% defender_won            
White    8  corn                 57.7s     DEF WINS        inf     69000     20892   0.30x   35% defender_won            
Yellow   5  jig                  57.4s     DEF WINS        inf       180       224   1.24x   80% defender_won            
Yellow   6  bub                  67.7s     DEF WINS        inf       408       390   0.96x   28% defender_won            
Yellow   7  deus                 20.4s     DEF WINS        inf      3843      3150   0.82x   60% defender_won            
Yellow   8  lyon                 29.4s     DEF WINS        inf     39816      7572   0.19x   47% defender_won            

--- chumps every 5 ticks (6.00/s) ---
team     T  attacker        no defence  with chumps      delay  atk cost  def cost   ratio  reach outcome                 
Black    5  evilbirdo            66.2s     DEF WINS        inf       192       154   0.80x   89% defender_won            
Black    6  weirdo               23.0s     DEF WINS        inf      1014       424   0.42x  100% defender_won            
Black    7  gorillo              20.1s     DEF WINS        inf      3549      1532   0.43x   58% defender_won            
Black    8  evilguy              29.4s     DEF WINS        inf     42120      8384   0.20x  100% defender_won            
Blue     5  squid                70.1s     DEF WINS        inf       186       291   1.56x   83% defender_won            
Blue     6  judge                39.1s     DEF WINS        inf      1128      1281   1.14x   65% defender_won            
Blue     7  octoboi              26.1s     DEF WINS        inf      4137      2682   0.65x   32% defender_won            
Blue     8  lightningbear        15.2s     DEF WINS        inf     58248     14847   0.25x  100% defender_won            
Green    5  gecko                70.3s     DEF WINS        inf       138       108   0.78x  100% defender_won            
Green    6  geico                38.5s     DEF WINS        inf       636       313   0.49x   73% defender_won            
Green    7  nom                   7.9s        22.0s      14.1s      2121       132   0.06x  100% castle_destroyed        
Green    8  trogdor              12.4s        NEVER        inf     53640      7100   0.13x  100% force_destroyed_horizon 
Orange   5  scott                64.3s     DEF WINS        inf        75       188   2.51x  100% defender_won            
Orange   6  zander               53.3s     DEF WINS        inf       438      1060   2.42x  100% defender_won            
Orange   7  tiger                19.6s     DEF WINS        inf      5019      3136   0.62x   46% defender_won            
Orange   8  hwy                  19.9s     DEF WINS        inf     59784     14624   0.24x  100% defender_won            
Purple   5  bit                  69.4s     DEF WINS        inf       273        65   0.24x   65% defender_won            
Purple   6  cube                 15.4s     DEF WINS        inf      1044       134   0.13x  100% defender_won            
Purple   7  monky                19.5s     DEF WINS        inf      5754       835   0.15x   69% defender_won            
Purple   8  bigblobbo            29.4s     DEF WINS        inf     38280      3147   0.08x   76% defender_won            
Red      5  birdo                70.4s     DEF WINS        inf       153       105   0.69x   96% defender_won            
Red      6  the_puncher          18.8s     DEF WINS        inf       972       308   0.32x  100% defender_won            
Red      7  caw                  11.7s     DEF WINS        inf      7083      1591   0.22x  100% defender_won            
Red      8  draggo               29.4s       >1200s        inf     56712      7200   0.13x  100% survived_horizon        
White    5  alpacco              85.8s     DEF WINS        inf       243       372   1.53x   84% defender_won            
White    6  bread                34.7s     DEF WINS        inf      1014      1086   1.07x  100% defender_won            
White    7  eggo                  8.2s     DEF WINS        inf      6198      2322   0.37x  100% defender_won            
White    8  corn                 57.7s        NEVER        inf     69000     20988   0.30x   81% force_destroyed_horizon 
Yellow   5  jig                  57.4s     DEF WINS        inf       180       182   1.01x  100% defender_won            
Yellow   6  bub                  67.7s     DEF WINS        inf       408       458   1.12x   39% defender_won            
Yellow   7  deus                 20.4s     DEF WINS        inf      3843      2794   0.73x  100% defender_won            
Yellow   8  lyon                 29.4s     DEF WINS        inf     39816      7488   0.19x   88% defender_won            

--- chumps every 10 ticks (3.00/s) ---
team     T  attacker        no defence  with chumps      delay  atk cost  def cost   ratio  reach outcome                 
Black    5  evilbirdo            66.2s     DEF WINS        inf       192       148   0.77x  100% defender_won            
Black    6  weirdo               23.0s     DEF WINS        inf      1014       404   0.40x  100% defender_won            
Black    7  gorillo              20.1s       121.9s     101.8s      3549       732   0.21x  100% castle_destroyed        
Black    8  evilguy              29.4s       >1200s        inf     42120      7200   0.17x  100% survived_horizon        
Blue     5  squid                70.1s     DEF WINS        inf       186       240   1.29x  100% defender_won            
Blue     6  judge                39.1s     DEF WINS        inf      1128      1095   0.97x  100% defender_won            
Blue     7  octoboi              26.1s       173.0s     146.9s      4137      1557   0.38x  100% castle_destroyed        
Blue     8  lightningbear        15.2s       >1200s        inf     58248     10800   0.19x  100% survived_horizon        
Green    5  gecko                70.3s        NEVER        inf       138        95   0.69x  100% force_destroyed_horizon 
Green    6  geico                38.5s     DEF WINS        inf       636       286   0.45x  100% defender_won            
Green    7  nom                   7.9s        12.1s       4.3s      2121        37   0.02x  100% castle_destroyed        
Green    8  trogdor              12.4s       >1200s        inf     53640      3600   0.07x  100% survived_horizon        
Orange   5  scott                64.3s     DEF WINS        inf        75       160   2.13x  100% defender_won            
Orange   6  zander               53.3s     DEF WINS        inf       438      1008   2.30x  100% defender_won            
Orange   7  tiger                19.6s       238.7s     219.1s      5019      2868   0.57x  100% castle_destroyed        
Orange   8  hwy                  19.9s       >1200s        inf     59784     14400   0.24x  100% survived_horizon        
Purple   5  bit                  69.4s     DEF WINS        inf       273        53   0.19x  100% defender_won            
Purple   6  cube                 15.4s     DEF WINS        inf      1044       128   0.12x  100% defender_won            
Purple   7  monky                19.5s        82.0s      62.4s      5754       246   0.04x  100% castle_destroyed        
Purple   8  bigblobbo            29.4s        NEVER        inf     38280      3190   0.08x  100% force_destroyed_horizon 
Red      5  birdo                70.4s     DEF WINS        inf       153       110   0.72x  100% defender_won            
Red      6  the_puncher          18.8s        66.3s      47.5s       972       199   0.20x  100% castle_destroyed        
Red      7  caw                  11.7s        80.1s      68.4s      7083       241   0.03x  100% castle_destroyed        
Red      8  draggo               29.4s       >1200s        inf     56712      3600   0.06x  100% survived_horizon        
White    5  alpacco              85.8s     DEF WINS        inf       243       297   1.22x  100% defender_won            
White    6  bread                34.7s     DEF WINS        inf      1014      1044   1.03x  100% defender_won            
White    7  eggo                  8.2s        37.8s      29.6s      6198       342   0.06x  100% castle_destroyed        
White    8  corn                 57.7s       >1200s        inf     69000     10800   0.16x  100% survived_horizon        
Yellow   5  jig                  57.4s        NEVER        inf       180       160   0.89x  100% force_destroyed_horizon 
Yellow   6  bub                  67.7s     DEF WINS        inf       408       360   0.88x   78% defender_won            
Yellow   7  deus                 20.4s        83.0s      62.6s      3843       498   0.13x  100% castle_destroyed        
Yellow   8  lyon                 29.4s       >1200s        inf     39816      7200   0.18x  100% survived_horizon        

--- chumps every 15 ticks (2.00/s) ---
team     T  attacker        no defence  with chumps      delay  atk cost  def cost   ratio  reach outcome                 
Black    5  evilbirdo            66.2s        NEVER        inf       192       128   0.67x  100% force_destroyed_horizon 
Black    6  weirdo               23.0s        51.7s      28.7s      1014       208   0.21x  100% castle_destroyed        
Black    7  gorillo              20.1s        51.6s      31.5s      3549       208   0.06x  100% castle_destroyed        
Black    8  evilguy              29.4s       >1200s        inf     42120      4800   0.11x  100% survived_horizon        
Blue     5  squid                70.1s        NEVER        inf       186       267   1.44x  100% force_destroyed_horizon 
Blue     6  judge                39.1s     DEF WINS        inf      1128      1203   1.07x  100% defender_won            
Blue     7  octoboi              26.1s     DEF WINS        inf      4137      2382   0.58x  100% defender_won            
Blue     8  lightningbear        15.2s       >1200s        inf     58248      7200   0.12x  100% survived_horizon        
Green    5  gecko                70.3s        NEVER        inf       138       114   0.83x  100% force_destroyed_horizon 
Green    6  geico                38.5s     DEF WINS        inf       636       264   0.42x  100% defender_won            
Green    7  nom                   7.9s        10.0s       2.1s      2121        20   0.01x  100% castle_destroyed        
Green    8  trogdor              12.4s       >1200s        inf     53640      2400   0.04x  100% survived_horizon        
Orange   5  scott                64.3s        NEVER        inf        75       132   1.76x  100% force_destroyed_horizon 
Orange   6  zander               53.3s        66.0s      12.7s       438       532   1.21x  100% castle_destroyed        
Orange   7  tiger                19.6s       101.0s      81.4s      5019       808   0.16x  100% castle_destroyed        
Orange   8  hwy                  19.9s       >1200s        inf     59784      9600   0.16x  100% survived_horizon        
Purple   5  bit                  69.4s     DEF WINS        inf       273        56   0.21x  100% defender_won            
Purple   6  cube                 15.4s        32.6s      17.2s      1044        66   0.06x  100% castle_destroyed        
Purple   7  monky                19.5s       283.6s     264.0s      5754       568   0.10x  100% castle_destroyed        
Purple   8  bigblobbo            29.4s       >1200s        inf     38280      2400   0.06x  100% survived_horizon        
Red      5  birdo                70.4s     DEF WINS        inf       153       114   0.75x  100% defender_won            
Red      6  the_puncher          18.8s        45.6s      26.8s       972        92   0.09x  100% castle_destroyed        
Red      7  caw                  11.7s        34.9s      23.2s      7083        70   0.01x  100% castle_destroyed        
Red      8  draggo               29.4s       >1200s        inf     56712      2400   0.04x  100% survived_horizon        
White    5  alpacco              85.8s     DEF WINS        inf       243       291   1.20x  100% defender_won            
White    6  bread                34.7s       106.3s      71.6s      1014       639   0.63x  100% castle_destroyed        
White    7  eggo                  8.2s        22.5s      14.3s      6198       135   0.02x  100% castle_destroyed        
White    8  corn                 57.7s       >1200s        inf     69000      7200   0.10x  100% survived_horizon        
Yellow   5  jig                  57.4s     DEF WINS        inf       180       152   0.84x  100% defender_won            
Yellow   6  bub                  67.7s     DEF WINS        inf       408       348   0.85x  100% defender_won            
Yellow   7  deus                 20.4s        61.0s      40.6s      3843       244   0.06x  100% castle_destroyed        
Yellow   8  lyon                 29.4s       >1200s        inf     39816      4800   0.12x  100% survived_horizon        

--- chumps every 30 ticks (1.00/s) ---
team     T  attacker        no defence  with chumps      delay  atk cost  def cost   ratio  reach outcome                 
Black    5  evilbirdo            66.2s        NEVER        inf       192       104   0.54x  100% force_destroyed_horizon 
Black    6  weirdo               23.0s        31.8s       8.9s      1014        64   0.06x  100% castle_destroyed        
Black    7  gorillo              20.1s        28.1s       8.0s      3549        58   0.02x  100% castle_destroyed        
Black    8  evilguy              29.4s       >1200s        inf     42120      2400   0.06x  100% survived_horizon        
Blue     5  squid                70.1s        NEVER        inf       186       252   1.35x  100% force_destroyed_horizon 
Blue     6  judge                39.1s        76.8s      37.7s      1128       231   0.20x  100% castle_destroyed        
Blue     7  octoboi              26.1s        67.4s      41.3s      4137       204   0.05x  100% castle_destroyed        
Blue     8  lightningbear        15.2s       >1200s        inf     58248      3600   0.06x  100% survived_horizon        
Green    5  gecko                70.3s        NEVER        inf       138        82   0.59x  100% force_destroyed_horizon 
Green    6  geico                38.5s        88.3s      49.8s       636        89   0.14x  100% castle_destroyed        
Green    7  nom                   7.9s         8.8s       0.9s      2121         9   0.00x  100% castle_destroyed        
Green    8  trogdor              12.4s       >1200s        inf     53640      1200   0.02x  100% survived_horizon        
Orange   5  scott                64.3s        NEVER        inf        75       112   1.49x  100% force_destroyed_horizon 
Orange   6  zander               53.3s        58.7s       5.4s       438       236   0.54x  100% castle_destroyed        
Orange   7  tiger                19.6s        38.3s      18.7s      5019       156   0.03x  100% castle_destroyed        
Orange   8  hwy                  19.9s       >1200s        inf     59784      4800   0.08x  100% survived_horizon        
Purple   5  bit                  69.4s     DEF WINS        inf       273        55   0.20x  100% defender_won            
Purple   6  cube                 15.4s        19.2s       3.8s      1044        20   0.02x  100% castle_destroyed        
Purple   7  monky                19.5s        35.3s      15.8s      5754        36   0.01x  100% castle_destroyed        
Purple   8  bigblobbo            29.4s       >1200s        inf     38280      1200   0.03x  100% survived_horizon        
Red      5  birdo                70.4s        NEVER        inf       153        94   0.61x  100% force_destroyed_horizon 
Red      6  the_puncher          18.8s        26.4s       7.5s       972        27   0.03x  100% castle_destroyed        
Red      7  caw                  11.7s        17.5s       5.8s      7083        18   0.00x  100% castle_destroyed        
Red      8  draggo               29.4s       >1200s        inf     56712      1200   0.02x  100% survived_horizon        
White    5  alpacco              85.8s     DEF WINS        inf       243       315   1.30x  100% defender_won            
White    6  bread                34.7s        55.0s      20.3s      1014       165   0.16x  100% castle_destroyed        
White    7  eggo                  8.2s        13.1s       4.9s      6198        42   0.01x  100% castle_destroyed        
White    8  corn                 57.7s       >1200s        inf     69000      3600   0.05x  100% survived_horizon        
Yellow   5  jig                  57.4s        NEVER        inf       180       136   0.76x  100% force_destroyed_horizon 
Yellow   6  bub                  67.7s        NEVER        inf       408       292   0.72x  100% force_destroyed_horizon 
Yellow   7  deus                 20.4s        26.0s       5.6s      3843        52   0.01x  100% castle_destroyed        
Yellow   8  lyon                 29.4s       >1200s        inf     39816      2400   0.06x  100% survived_horizon        

################ FORCE: 5x high-tier, no escort | DEFENCE: chumps only ################

--- chumps every 1 ticks (30.00/s) ---
team     T  attacker        no defence  with chumps      delay  atk cost  def cost   ratio  reach outcome                 
Black    5  evilbirdo            42.7s     DEF WINS        inf       320       502   1.57x   60% defender_won            
Black    6  weirdo               16.9s     DEF WINS        inf      1690       920   0.54x   58% defender_won            
Black    7  gorillo              18.8s     DEF WINS        inf      5915      2144   0.36x   30% defender_won            
Black    8  evilguy              29.4s     DEF WINS        inf     70200     16256   0.23x   18% defender_won            
Blue     5  squid                45.3s     DEF WINS        inf       310       816   2.63x   61% defender_won            
Blue     6  judge                27.6s     DEF WINS        inf      1880      2634   1.40x   47% defender_won            
Blue     7  octoboi              24.1s     DEF WINS        inf      6895      8307   1.20x   26% defender_won            
Blue     8  lightningbear        15.2s     DEF WINS        inf     97080     28368   0.29x   33% defender_won            
Green    5  gecko                45.3s     DEF WINS        inf       230       307   1.33x   53% defender_won            
Green    6  geico                27.5s     DEF WINS        inf      1060       657   0.62x   39% defender_won            
Green    7  nom                   7.9s     DEF WINS        inf      3535      1035   0.29x   51% defender_won            
Green    8  trogdor              12.4s     DEF WINS        inf     89400     13450   0.15x   31% defender_won            
Orange   5  scott                41.5s     DEF WINS        inf       125       820   6.56x   66% defender_won            
Orange   6  zander               35.0s     DEF WINS        inf       730      1976   2.71x   65% defender_won            
Orange   7  tiger                18.4s     DEF WINS        inf      8365      7100   0.85x   33% defender_won            
Orange   8  hwy                  19.9s     DEF WINS        inf     99640     28752   0.29x   26% defender_won            
Purple   5  bit                  45.0s     DEF WINS        inf       455       215   0.47x   53% defender_won            
Purple   6  cube                 11.7s     DEF WINS        inf      1740       320   0.18x   65% defender_won            
