attacker_team,tier,attacker_unit,force_size,escort_tier,escort_unit,blocker_team,blocker_unit,interval_ticks,attacker_seat,outcome,ticks,seconds,beyond_game_limit,blockers_spawned,blockers_lost,blocker_spend,peak_blockers,spend_at_force_death,escorts_spawned,attacker_spend,force_spend,big_units_alive,force_died_tick,deepest_progress,first_castle_hit_tick
Black,8,evilguy,4,0,-,Black,evilminnow,12,1,survived_horizon,36000,1200.00,True,3000,2996,6000,17,0,0,56160,56160,4,-1,1.0000,-1
Black,8,evilguy,4,0,-,Black,evilminnow,15,1,survived_horizon,36000,1200.00,True,2400,2397,4800,13,0,0,56160,56160,4,-1,1.0000,-1
Black,8,evilguy,4,0,-,Black,evilminnow,16,1,survived_horizon,36000,1200.00,True,2250,2247,4500,13,0,0,56160,56160,4,-1,1.0000,-1
Black,8,evilguy,4,0,-,Black,evilminnow,18,1,survived_horizon,36000,1200.00,True,2000,1998,4000,11,0,0,56160,56160,4,-1,1.0000,-1
Black,8,evilguy,4,0,-,Black,evilminnow,20,1,survived_horizon,36000,1200.00,True,1800,1798,3600,10,0,0,56160,56160,4,-1,1.0000,-1
Black,8,evilguy,4,0,-,Black,evilminnow,21,1,survived_horizon,36000,1200.00,True,1715,1712,3430,10,0,0,56160,56160,4,-1,1.0000,-1
Black,8,evilguy,4,0,-,Black,evilminnow,22,1,survived_horizon,36000,1200.00,True,1637,1635,3274,9,0,0,56160,56160,4,-1,1.0000,-1
Black,8,evilguy,4,0,-,Black,evilminnow,24,1,survived_horizon,36000,1200.00,True,1500,1499,3000,8,0,0,56160,56160,4,-1,1.0000,-1
Black,8,evilguy,4,0,-,Black,evilminnow,25,1,survived_horizon,36000,1200.00,True,1440,1439,2880,8,0,0,56160,56160,4,-1,1.0000,-1
Black,8,evilguy,4,0,-,Black,evilminnow,26,1,survived_horizon,36000,1200.00,True,1385,1384,2770,7,0,0,56160,56160,4,-1,1.0000,-1
Black,8,evilguy,4,0,-,Black,evilminnow,28,1,castle_destroyed,3003,100.10,False,108,107,216,7,0,0,56160,56160,4,-1,1.0000,2553
Black,8,evilguy,4,0,-,Black,evilminnow,30,1,castle_destroyed,2409,80.30,False,81,80,162,6,0,0,56160,56160,4,-1,1.0000,2259
Black,8,evilguy,4,0,-,Black,evilminnow,32,1,castle_destroyed,6601,220.03,False,207,206,414,7,0,0,56160,56160,4,-1,1.0000,4201
Black,8,evilguy,4,0,-,Black,evilminnow,35,1,castle_destroyed,2701,90.03,False,78,77,156,6,0,0,56160,56160,4,-1,1.0000,2101
Black,8,evilguy,4,0,-,Black,evilminnow,38,1,castle_destroyed,3010,100.33,False,80,79,160,5,0,0,56160,56160,4,-1,1.0000,2860
Black,8,evilguy,4,0,-,Black,evilminnow,40,1,castle_destroyed,2551,85.03,False,64,64,128,5,0,0,56160,56160,4,-1,1.0000,2401
Black,8,evilguy,5,0,-,Black,evilminnow,0,1,castle_destroyed,881,29.37,False,0,0,0,0,0,0,70200,70200,5,-1,1.0000,851
Black,8,evilguy,5,0,-,Black,evilminnow,10,1,survived_horizon,36000,1200.00,True,3600,3597,7200,20,0,0,70200,70200,5,-1,1.0000,-1
Black,8,evilguy,5,0,-,Black,evilminnow,12,1,survived_horizon,36000,1200.00,True,3000,2999,6000,17,0,0,70200,70200,5,-1,1.0000,-1
Black,8,evilguy,5,0,-,Black,evilminnow,15,1,survived_horizon,36000,1200.00,True,2400,2399,4800,13,0,0,70200,70200,5,-1,1.0000,-1
Black,8,evilguy,5,0,-,Black,evilminnow,16,1,castle_destroyed,4201,140.03,False,263,262,526,12,0,0,70200,70200,5,-1,1.0000,3001
Black,8,evilguy,5,0,-,Black,evilminnow,18,1,castle_destroyed,2708,90.27,False,151,150,302,11,0,0,70200,70200,5,-1,1.0000,2258
Black,8,evilguy,5,0,-,Black,evilminnow,20,1,castle_destroyed,2707,90.23,False,136,135,272,10,0,0,70200,70200,5,-1,1.0000,2407
Black,8,evilguy,5,0,-,Black,evilminnow,21,1,castle_destroyed,4209,140.30,False,201,200,402,9,0,0,70200,70200,5,-1,1.0000,3159
Black,8,evilguy,5,0,-,Black,evilminnow,22,1,castle_destroyed,6763,225.43,False,308,307,616,9,0,0,70200,70200,5,-1,1.0000,5113
Black,8,evilguy,5,0,-,Black,evilminnow,24,1,survived_horizon,36000,1200.00,True,1500,1499,3000,8,0,0,70200,70200,5,-1,1.0000,-1
Black,8,evilguy,5,0,-,Black,evilminnow,25,1,survived_horizon,36000,1200.00,True,1440,1439,2880,8,0,0,70200,70200,5,-1,1.0000,-1
Black,8,evilguy,5,0,-,Black,evilminnow,26,1,castle_destroyed,6926,230.87,False,267,266,534,7,0,0,70200,70200,5,-1,1.0000,4976
Black,8,evilguy,5,0,-,Black,evilminnow,28,1,castle_destroyed,2101,70.03,False,76,75,152,7,0,0,70200,70200,5,-1,1.0000,1801
Black,8,evilguy,5,0,-,Black,evilminnow,30,1,castle_destroyed,1690,56.33,False,57,56,114,6,0,0,70200,70200,5,-1,1.0000,1540
Black,8,evilguy,5,0,-,Black,evilminnow,32,1,castle_destroyed,4201,140.03,False,132,131,264,7,0,0,70200,70200,5,-1,1.0000,4201
Black,8,evilguy,5,0,-,Black,evilminnow,35,1,castle_destroyed,1409,46.97,False,41,40,82,5,0,0,70200,70200,5,-1,1.0000,1228
Black,8,evilguy,5,0,-,Black,evilminnow,38,1,castle_destroyed,1174,39.13,False,31,31,62,5,0,0,70200,70200,5,-1,1.0000,1024
Black,8,evilguy,5,0,-,Black,evilminnow,40,1,castle_destroyed,1126,37.53,False,29,28,58,5,0,0,70200,70200,5,-1,1.0000,997
Blue,8,lightningbear,3,0,-,Blue,fishy,0,1,castle_destroyed,456,15.20,False,0,0,0,0,0,0,58248,58248,3,-1,1.0000,426
Blue,8,lightningbear,3,0,-,Blue,fishy,10,1,survived_horizon,36000,1200.00,True,3600,3598,10800,22,0,0,58248,58248,3,-1,1.0000,-1
Blue,8,lightningbear,3,0,-,Blue,fishy,12,1,survived_horizon,36000,1200.00,True,3000,2999,9000,18,0,0,58248,58248,3,-1,1.0000,-1
Blue,8,lightningbear,3,0,-,Blue,fishy,15,1,survived_horizon,36000,1200.00,True,2400,2399,7200,14,0,0,58248,58248,3,-1,1.0000,-1
Blue,8,lightningbear,3,0,-,Blue,fishy,16,1,survived_horizon,36000,1200.00,True,2250,2249,6750,14,0,0,58248,58248,3,-1,1.0000,-1
Blue,8,lightningbear,3,0,-,Blue,fishy,18,1,survived_horizon,36000,1200.00,True,2000,1999,6000,12,0,0,58248,58248,3,-1,1.0000,-1
Blue,8,lightningbear,3,0,-,Blue,fishy,20,1,survived_horizon,36000,1200.00,True,1800,1799,5400,11,0,0,58248,58248,3,-1,1.0000,-1
Blue,8,lightningbear,3,0,-,Blue,fishy,21,1,survived_horizon,36000,1200.00,True,1715,1714,5145,10,0,0,58248,58248,3,-1,1.0000,-1
Blue,8,lightningbear,3,0,-,Blue,fishy,22,1,survived_horizon,36000,1200.00,True,1637,1636,4911,10,0,0,58248,58248,3,-1,1.0000,-1
Blue,8,lightningbear,3,0,-,Blue,fishy,24,1,survived_horizon,36000,1200.00,True,1500,1500,4500,9,0,0,58248,58248,3,-1,1.0000,-1
Blue,8,lightningbear,3,0,-,Blue,fishy,25,1,survived_horizon,36000,1200.00,True,1440,1440,4320,8,0,0,58248,58248,3,-1,1.0000,-1
Blue,8,lightningbear,3,0,-,Blue,fishy,26,1,survived_horizon,36000,1200.00,True,1385,1384,4155,8,0,0,58248,58248,3,-1,1.0000,-1
Blue,8,lightningbear,3,0,-,Blue,fishy,28,1,survived_horizon,36000,1200.00,True,1286,1285,3858,7,0,0,58248,58248,3,-1,1.0000,-1
Blue,8,lightningbear,3,0,-,Blue,fishy,30,1,survived_horizon,36000,1200.00,True,1200,1200,3600,7,0,0,58248,58248,3,-1,1.0000,-1
Blue,8,lightningbear,3,0,-,Blue,fishy,32,1,castle_destroyed,5772,192.40,False,181,180,543,7,0,0,58248,58248,3,-1,1.0000,3372
Blue,8,lightningbear,3,0,-,Blue,fishy,35,1,castle_destroyed,2776,92.53,False,80,79,240,6,0,0,58248,58248,3,-1,1.0000,1726
Blue,8,lightningbear,3,0,-,Blue,fishy,38,1,castle_destroyed,5331,177.70,False,141,140,423,5,0,0,58248,58248,3,-1,1.0000,2481
Blue,8,lightningbear,3,0,-,Blue,fishy,40,1,survived_horizon,36000,1200.00,True,900,900,2700,5,0,0,58248,58248,3,-1,1.0000,-1
Blue,8,lightningbear,4,0,-,Blue,fishy,0,1,castle_destroyed,456,15.20,False,0,0,0,0,0,0,77664,77664,4,-1,1.0000,426
Blue,8,lightningbear,4,0,-,Blue,fishy,10,1,survived_horizon,36000,1200.00,True,3600,3598,10800,19,0,0,77664,77664,4,-1,1.0000,-1
Blue,8,lightningbear,4,0,-,Blue,fishy,12,1,survived_horizon,36000,1200.00,True,3000,2999,9000,17,0,0,77664,77664,4,-1,1.0000,-1
Blue,8,lightningbear,4,0,-,Blue,fishy,15,1,survived_horizon,36000,1200.00,True,2400,2399,7200,13,0,0,77664,77664,4,-1,1.0000,-1
Blue,8,lightningbear,4,0,-,Blue,fishy,16,1,survived_horizon,36000,1200.00,True,2250,2249,6750,13,0,0,77664,77664,4,-1,1.0000,-1
Blue,8,lightningbear,4,0,-,Blue,fishy,18,1,survived_horizon,36000,1200.00,True,2000,1999,6000,11,0,0,77664,77664,4,-1,1.0000,-1
Blue,8,lightningbear,4,0,-,Blue,fishy,20,1,survived_horizon,36000,1200.00,True,1800,1799,5400,9,0,0,77664,77664,4,-1,1.0000,-1
Blue,8,lightningbear,4,0,-,Blue,fishy,21,1,survived_horizon,36000,1200.00,True,1715,1714,5145,9,0,0,77664,77664,4,-1,1.0000,-1
Blue,8,lightningbear,4,0,-,Blue,fishy,22,1,survived_horizon,36000,1200.00,True,1637,1636,4911,8,0,0,77664,77664,4,-1,1.0000,-1
Blue,8,lightningbear,4,0,-,Blue,fishy,24,1,survived_horizon,36000,1200.00,True,1500,1500,4500,8,0,0,77664,77664,4,-1,1.0000,-1
Blue,8,lightningbear,4,0,-,Blue,fishy,25,1,survived_horizon,36000,1200.00,True,1440,1440,4320,7,0,0,77664,77664,4,-1,1.0000,-1
Blue,8,lightningbear,4,0,-,Blue,fishy,26,1,survived_horizon,36000,1200.00,True,1385,1384,4155,7,0,0,77664,77664,4,-1,1.0000,-1
Blue,8,lightningbear,4,0,-,Blue,fishy,28,1,castle_destroyed,2840,94.67,False,102,101,306,7,0,0,77664,77664,4,-1,1.0000,2390
Blue,8,lightningbear,4,0,-,Blue,fishy,30,1,survived_horizon,36000,1200.00,True,1200,1200,3600,6,0,0,77664,77664,4,-1,1.0000,-1
Blue,8,lightningbear,4,0,-,Blue,fishy,32,1,castle_destroyed,5772,192.40,False,181,180,543,6,0,0,77664,77664,4,-1,1.0000,3372
Blue,8,lightningbear,4,0,-,Blue,fishy,35,1,castle_destroyed,1726,57.53,False,50,49,150,5,0,0,77664,77664,4,-1,1.0000,1340
Blue,8,lightningbear,4,0,-,Blue,fishy,38,1,castle_destroyed,1340,44.67,False,36,35,108,5,0,0,77664,77664,4,-1,1.0000,1190
Blue,8,lightningbear,4,0,-,Blue,fishy,40,1,castle_destroyed,2240,74.67,False,56,56,168,4,0,0,77664,77664,4,-1,1.0000,2090
Blue,8,lightningbear,5,0,-,Blue,fishy,0,1,castle_destroyed,456,15.20,False,0,0,0,0,0,0,97080,97080,5,-1,1.0000,426
Blue,8,lightningbear,5,0,-,Blue,fishy,10,1,survived_horizon,36000,1200.00,True,3600,3598,10800,19,0,0,97080,97080,5,-1,1.0000,-1
Blue,8,lightningbear,5,0,-,Blue,fishy,12,1,survived_horizon,36000,1200.00,True,3000,2999,9000,16,0,0,97080,97080,5,-1,1.0000,-1
Blue,8,lightningbear,5,0,-,Blue,fishy,15,1,survived_horizon,36000,1200.00,True,2400,2399,7200,12,0,0,97080,97080,5,-1,1.0000,-1
Blue,8,lightningbear,5,0,-,Blue,fishy,16,1,survived_horizon,36000,1200.00,True,2250,2249,6750,12,0,0,97080,97080,5,-1,1.0000,-1
Blue,8,lightningbear,5,0,-,Blue,fishy,18,1,castle_destroyed,2240,74.67,False,125,124,375,10,0,0,97080,97080,5,-1,1.0000,1790
Blue,8,lightningbear,5,0,-,Blue,fishy,20,1,castle_destroyed,1792,59.73,False,90,89,270,9,0,0,97080,97080,5,-1,1.0000,1492
Blue,8,lightningbear,5,0,-,Blue,fishy,21,1,castle_destroyed,2090,69.67,False,100,99,300,9,0,0,97080,97080,5,-1,1.0000,1940
Blue,8,lightningbear,5,0,-,Blue,fishy,22,1,castle_destroyed,1504,50.13,False,69,68,207,8,0,0,97080,97080,5,-1,1.0000,1354
Blue,8,lightningbear,5,0,-,Blue,fishy,24,1,castle_destroyed,1493,49.77,False,63,62,189,7,0,0,97080,97080,5,-1,1.0000,1343
Blue,8,lightningbear,5,0,-,Blue,fishy,25,1,survived_horizon,36000,1200.00,True,1440,1439,4320,7,0,0,97080,97080,5,-1,1.0000,-1
Blue,8,lightningbear,5,0,-,Blue,fishy,26,1,survived_horizon,36000,1200.00,True,1385,1384,4155,7,0,0,97080,97080,5,-1,1.0000,-1
Blue,8,lightningbear,5,0,-,Blue,fishy,28,1,castle_destroyed,1495,49.83,False,54,53,162,6,0,0,97080,97080,5,-1,1.0000,1345
Blue,8,lightningbear,5,0,-,Blue,fishy,30,1,castle_destroyed,1059,35.30,False,36,35,108,6,0,0,97080,97080,5,-1,1.0000,909
Blue,8,lightningbear,5,0,-,Blue,fishy,32,1,castle_destroyed,2240,74.67,False,70,70,210,5,0,0,97080,97080,5,-1,1.0000,2090
Blue,8,lightningbear,5,0,-,Blue,fishy,35,1,castle_destroyed,1200,40.00,False,35,34,105,5,0,0,97080,97080,5,-1,1.0000,1050
Blue,8,lightningbear,5,0,-,Blue,fishy,38,1,castle_destroyed,915,30.50,False,25,24,75,5,0,0,97080,97080,5,-1,1.0000,765
Blue,8,lightningbear,5,0,-,Blue,fishy,40,1,castle_destroyed,797,26.57,False,20,20,60,4,0,0,97080,97080,5,-1,1.0000,647
Green,8,trogdor,3,0,-,Green,minisnecko,0,1,castle_destroyed,371,12.37,False,0,0,0,0,0,0,53640,53640,3,-1,1.0000,341
Green,8,trogdor,3,0,-,Green,minisnecko,10,1,survived_horizon,36000,1200.00,True,3600,3599,3600,18,0,0,53640,53640,3,-1,1.0000,-1
Green,8,trogdor,3,0,-,Green,minisnecko,12,1,survived_horizon,36000,1200.00,True,3000,2999,3000,16,0,0,53640,53640,3,-1,1.0000,-1
Green,8,trogdor,3,0,-,Green,minisnecko,15,1,survived_horizon,36000,1200.00,True,2400,2400,2400,13,0,0,53640,53640,3,-1,1.0000,-1
Green,8,trogdor,3,0,-,Green,minisnecko,16,1,survived_horizon,36000,1200.00,True,2250,2250,2250,11,0,0,53640,53640,3,-1,1.0000,-1
Green,8,trogdor,3,0,-,Green,minisnecko,18,1,survived_horizon,36000,1200.00,True,2000,2000,2000,10,0,0,53640,53640,3,-1,1.0000,-1
Green,8,trogdor,3,0,-,Green,minisnecko,20,1,survived_horizon,36000,1200.00,True,1800,1800,1800,8,0,0,53640,53640,3,-1,1.0000,-1
Green,8,trogdor,3,0,-,Green,minisnecko,21,1,survived_horizon,36000,1200.00,True,1715,1712,1715,9,0,0,53640,53640,3,-1,1.0000,-1
Green,8,trogdor,3,0,-,Green,minisnecko,22,1,survived_horizon,36000,1200.00,True,1637,1634,1637,8,0,0,53640,53640,3,-1,1.0000,-1
Green,8,trogdor,3,0,-,Green,minisnecko,24,1,survived_horizon,36000,1200.00,True,1500,1498,1500,7,0,0,53640,53640,3,-1,1.0000,-1
Green,8,trogdor,3,0,-,Green,minisnecko,25,1,survived_horizon,36000,1200.00,True,1440,1438,1440,7,0,0,53640,53640,3,-1,1.0000,-1
Green,8,trogdor,3,0,-,Green,minisnecko,26,1,survived_horizon,36000,1200.00,True,1385,1383,1385,6,0,0,53640,53640,3,-1,1.0000,-1
Green,8,trogdor,3,0,-,Green,minisnecko,28,1,survived_horizon,36000,1200.00,True,1286,1284,1286,6,0,0,53640,53640,3,-1,1.0000,-1
Green,8,trogdor,3,0,-,Green,minisnecko,30,1,survived_horizon,36000,1200.00,True,1200,1199,1200,6,0,0,53640,53640,3,-1,1.0000,-1
Green,8,trogdor,3,0,-,Green,minisnecko,32,1,survived_horizon,36000,1200.00,True,1125,1124,1125,5,0,0,53640,53640,3,-1,1.0000,-1
Green,8,trogdor,3,0,-,Green,minisnecko,35,1,castle_destroyed,2144,71.47,False,62,61,62,5,0,0,53640,53640,3,-1,1.0000,1094
Green,8,trogdor,3,0,-,Green,minisnecko,38,1,castle_destroyed,5898,196.60,False,156,155,156,4,0,0,53640,53640,3,-1,1.0000,3048
Green,8,trogdor,3,0,-,Green,minisnecko,40,1,survived_horizon,36000,1200.00,True,900,899,900,4,0,0,53640,53640,3,-1,1.0000,-1
Green,8,trogdor,4,0,-,Green,minisnecko,0,1,castle_destroyed,371,12.37,False,0,0,0,0,0,0,71520,71520,4,-1,1.0000,341
Green,8,trogdor,4,0,-,Green,minisnecko,10,1,survived_horizon,36000,1200.00,True,3600,3599,3600,17,0,0,71520,71520,4,-1,1.0000,-1
Green,8,trogdor,4,0,-,Green,minisnecko,12,1,survived_horizon,36000,1200.00,True,3000,2999,3000,13,0,0,71520,71520,4,-1,1.0000,-1
Green,8,trogdor,4,0,-,Green,minisnecko,15,1,survived_horizon,36000,1200.00,True,2400,2400,2400,11,0,0,71520,71520,4,-1,1.0000,-1
Green,8,trogdor,4,0,-,Green,minisnecko,16,1,survived_horizon,36000,1200.00,True,2250,2250,2250,10,0,0,71520,71520,4,-1,1.0000,-1
Green,8,trogdor,4,0,-,Green,minisnecko,18,1,survived_horizon,36000,1200.00,True,2000,2000,2000,9,0,0,71520,71520,4,-1,1.0000,-1
Green,8,trogdor,4,0,-,Green,minisnecko,20,1,survived_horizon,36000,1200.00,True,1800,1800,1800,7,0,0,71520,71520,4,-1,1.0000,-1
Green,8,trogdor,4,0,-,Green,minisnecko,21,1,survived_horizon,36000,1200.00,True,1715,1712,1715,7,0,0,71520,71520,4,-1,1.0000,-1
Green,8,trogdor,4,0,-,Green,minisnecko,22,1,survived_horizon,36000,1200.00,True,1637,1634,1637,7,0,0,71520,71520,4,-1,1.0000,-1
Green,8,trogdor,4,0,-,Green,minisnecko,24,1,survived_horizon,36000,1200.00,True,1500,1498,1500,6,0,0,71520,71520,4,-1,1.0000,-1
Green,8,trogdor,4,0,-,Green,minisnecko,25,1,survived_horizon,36000,1200.00,True,1440,1438,1440,6,0,0,71520,71520,4,-1,1.0000,-1
Green,8,trogdor,4,0,-,Green,minisnecko,26,1,survived_horizon,36000,1200.00,True,1385,1383,1385,6,0,0,71520,71520,4,-1,1.0000,-1
Green,8,trogdor,4,0,-,Green,minisnecko,28,1,castle_destroyed,2807,93.57,False,101,100,101,5,0,0,71520,71520,4,-1,1.0000,1157
Green,8,trogdor,4,0,-,Green,minisnecko,30,1,survived_horizon,36000,1200.00,True,1200,1199,1200,5,0,0,71520,71520,4,-1,1.0000,-1
Green,8,trogdor,4,0,-,Green,minisnecko,32,1,survived_horizon,36000,1200.00,True,1125,1124,1125,4,0,0,71520,71520,4,-1,1.0000,-1
Green,8,trogdor,4,0,-,Green,minisnecko,35,1,castle_destroyed,1757,58.57,False,51,50,51,4,0,0,71520,71520,4,-1,1.0000,1094
Green,8,trogdor,4,0,-,Green,minisnecko,38,1,castle_destroyed,1907,63.57,False,51,50,51,4,0,0,71520,71520,4,-1,1.0000,1757
Green,8,trogdor,4,0,-,Green,minisnecko,40,1,castle_destroyed,1757,58.57,False,44,44,44,4,0,0,71520,71520,4,-1,1.0000,1607
Green,8,trogdor,5,0,-,Green,minisnecko,0,1,castle_destroyed,371,12.37,False,0,0,0,0,0,0,89400,89400,5,-1,1.0000,341
Green,8,trogdor,5,0,-,Green,minisnecko,10,1,survived_horizon,36000,1200.00,True,3600,3599,3600,16,0,0,89400,89400,5,-1,1.0000,-1
Green,8,trogdor,5,0,-,Green,minisnecko,12,1,survived_horizon,36000,1200.00,True,3000,2999,3000,13,0,0,89400,89400,5,-1,1.0000,-1
Green,8,trogdor,5,0,-,Green,minisnecko,15,1,survived_horizon,36000,1200.00,True,2400,2400,2400,10,0,0,89400,89400,5,-1,1.0000,-1
Green,8,trogdor,5,0,-,Green,minisnecko,16,1,survived_horizon,36000,1200.00,True,2250,2250,2250,10,0,0,89400,89400,5,-1,1.0000,-1
Green,8,trogdor,5,0,-,Green,minisnecko,18,1,castle_destroyed,2057,68.57,False,115,114,115,8,0,0,89400,89400,5,-1,1.0000,1607
Green,8,trogdor,5,0,-,Green,minisnecko,20,1,castle_destroyed,1468,48.93,False,74,73,74,7,0,0,89400,89400,5,-1,1.0000,1168
Green,8,trogdor,5,0,-,Green,minisnecko,21,1,castle_destroyed,1307,43.57,False,63,62,63,7,0,0,89400,89400,5,-1,1.0000,1157
Green,8,trogdor,5,0,-,Green,minisnecko,22,1,castle_destroyed,1608,53.60,False,74,73,74,7,0,0,89400,89400,5,-1,1.0000,1458
Green,8,trogdor,5,0,-,Green,minisnecko,24,1,castle_destroyed,1462,48.73,False,61,61,61,6,0,0,89400,89400,5,-1,1.0000,1012
Green,8,trogdor,5,0,-,Green,minisnecko,25,1,survived_horizon,36000,1200.00,True,1440,1439,1440,6,0,0,89400,89400,5,-1,1.0000,-1
Green,8,trogdor,5,0,-,Green,minisnecko,26,1,castle_destroyed,1774,59.13,False,69,68,69,6,0,0,89400,89400,5,-1,1.0000,1174
Green,8,trogdor,5,0,-,Green,minisnecko,28,1,castle_destroyed,1157,38.57,False,42,41,42,5,0,0,89400,89400,5,-1,1.0000,1017
Green,8,trogdor,5,0,-,Green,minisnecko,30,1,castle_destroyed,878,29.27,False,30,29,30,5,0,0,89400,89400,5,-1,1.0000,728
Green,8,trogdor,5,0,-,Green,minisnecko,32,1,castle_destroyed,1757,58.57,False,55,55,55,4,0,0,89400,89400,5,-1,1.0000,1607
Green,8,trogdor,5,0,-,Green,minisnecko,35,1,castle_destroyed,1019,33.97,False,30,29,30,4,0,0,89400,89400,5,-1,1.0000,869
Green,8,trogdor,5,0,-,Green,minisnecko,38,1,castle_destroyed,763,25.43,False,21,20,21,4,0,0,89400,89400,5,-1,1.0000,613
Green,8,trogdor,5,0,-,Green,minisnecko,40,1,castle_destroyed,689,22.97,False,18,17,18,4,0,0,89400,89400,5,-1,1.0000,557
Orange,8,hwy,3,0,-,Orange,phil,0,1,castle_destroyed,598,19.93,False,0,0,0,0,0,0,59784,59784,3,-1,1.0000,568
Orange,8,hwy,3,0,-,Orange,phil,10,1,survived_horizon,36000,1200.00,True,3600,3591,14400,23,0,0,59784,59784,3,-1,1.0000,-1
Orange,8,hwy,3,0,-,Orange,phil,12,1,survived_horizon,36000,1200.00,True,3000,2993,12000,18,0,0,59784,59784,3,-1,1.0000,-1
Orange,8,hwy,3,0,-,Orange,phil,15,1,survived_horizon,36000,1200.00,True,2400,2394,9600,15,0,0,59784,59784,3,-1,1.0000,-1
Orange,8,hwy,3,0,-,Orange,phil,16,1,survived_horizon,36000,1200.00,True,2250,2245,9000,14,0,0,59784,59784,3,-1,1.0000,-1
Orange,8,hwy,3,0,-,Orange,phil,18,1,survived_horizon,36000,1200.00,True,2000,1996,8000,12,0,0,59784,59784,3,-1,1.0000,-1
Orange,8,hwy,3,0,-,Orange,phil,20,1,survived_horizon,36000,1200.00,True,1800,1796,7200,10,0,0,59784,59784,3,-1,1.0000,-1
Orange,8,hwy,3,0,-,Orange,phil,21,1,survived_horizon,36000,1200.00,True,1715,1711,6860,10,0,0,59784,59784,3,-1,1.0000,-1
Orange,8,hwy,3,0,-,Orange,phil,22,1,survived_horizon,36000,1200.00,True,1637,1633,6548,10,0,0,59784,59784,3,-1,1.0000,-1
Orange,8,hwy,3,0,-,Orange,phil,24,1,survived_horizon,36000,1200.00,True,1500,1497,6000,9,0,0,59784,59784,3,-1,1.0000,-1
Orange,8,hwy,3,0,-,Orange,phil,25,1,survived_horizon,36000,1200.00,True,1440,1438,5760,7,0,0,59784,59784,3,-1,1.0000,-1
