attacker_team,tier,attacker_unit,blocker_team,blocker_unit,interval_ticks,attacker_seat,outcome,ticks,seconds,beyond_game_limit,blockers_spawned,blockers_lost,blocker_spend,attacker_hp,attacker_max_hp,deepest_progress,first_castle_hit_tick,peak_blockers,attacker_died_tick,spend_at_attacker_death
Orange,8,hwy,Orange,phil,155,1,castle_destroyed,9001,300.03,False,59,58,236,71404,73740,1.0000,4351,2,-1,0
Orange,8,hwy,Orange,phil,160,1,castle_destroyed,4651,155.03,False,30,29,120,72624,73740,1.0000,2251,1,-1,0
Orange,8,hwy,Orange,phil,170,1,castle_destroyed,2551,85.03,False,16,15,64,73216,73740,1.0000,1201,1,-1,0
Orange,8,hwy,Orange,phil,180,1,castle_destroyed,1801,60.03,False,11,10,44,73444,73740,1.0000,901,1,-1,0
Purple,8,bigblobbo,Purple,cant,0,1,castle_destroyed,1001,33.37,False,0,0,0,80180,80180,1.0000,851,0,-1,0
Purple,8,bigblobbo,Purple,cant,120,1,survived_horizon,36000,1200.00,True,300,300,300,66365,80180,1.0000,-1,2,-1,0
Purple,8,bigblobbo,Purple,cant,130,1,survived_horizon,36000,1200.00,True,277,277,277,65460,80180,1.0000,-1,2,-1,0
Purple,8,bigblobbo,Purple,cant,140,1,survived_horizon,36000,1200.00,True,258,257,258,66375,80180,1.0000,-1,2,-1,0
Purple,8,bigblobbo,Purple,cant,145,1,survived_horizon,36000,1200.00,True,249,249,249,66330,80180,1.0000,-1,2,-1,0
Purple,8,bigblobbo,Purple,cant,150,1,survived_horizon,36000,1200.00,True,240,240,240,58975,80180,1.0000,-1,1,-1,0
Purple,8,bigblobbo,Purple,cant,155,1,castle_destroyed,8530,284.33,False,56,55,56,77720,80180,1.0000,3880,1,-1,0
Purple,8,bigblobbo,Purple,cant,160,1,castle_destroyed,4480,149.33,False,28,28,28,79095,80180,1.0000,2080,1,-1,0
Purple,8,bigblobbo,Purple,cant,170,1,castle_destroyed,2380,79.33,False,14,14,14,79750,80180,1.0000,1180,1,-1,0
Purple,8,bigblobbo,Purple,cant,180,1,castle_destroyed,1798,59.93,False,10,10,10,79865,80180,1.0000,898,1,-1,0
Red,8,draggo,Red,derpyberd,0,1,castle_destroyed,1001,33.37,False,0,0,0,96058,96058,1.0000,851,0,-1,0
Red,8,draggo,Red,derpyberd,120,1,survived_horizon,36000,1200.00,True,300,300,300,90062,96058,1.0000,-1,3,-1,0
Red,8,draggo,Red,derpyberd,130,1,survived_horizon,36000,1200.00,True,277,277,277,89796,96058,1.0000,-1,3,-1,0
Red,8,draggo,Red,derpyberd,140,1,survived_horizon,36000,1200.00,True,258,257,258,90260,96058,1.0000,-1,2,-1,0
Red,8,draggo,Red,derpyberd,145,1,survived_horizon,36000,1200.00,True,249,248,249,90606,96058,1.0000,-1,2,-1,0
Red,8,draggo,Red,derpyberd,150,1,survived_horizon,36000,1200.00,True,240,239,240,85706,96058,0.8488,-1,2,-1,0
Red,8,draggo,Red,derpyberd,155,1,castle_destroyed,10551,351.70,False,69,68,69,94606,96058,1.0000,5901,2,-1,0
Red,8,draggo,Red,derpyberd,160,1,castle_destroyed,5451,181.70,False,35,34,35,95394,96058,1.0000,3051,2,-1,0
Red,8,draggo,Red,derpyberd,170,1,castle_destroyed,2901,96.70,False,18,17,18,95792,96058,1.0000,1701,2,-1,0
Red,8,draggo,Red,derpyberd,180,1,castle_destroyed,2151,71.70,False,12,12,12,95918,96058,1.0000,1251,2,-1,0
White,8,corn,White,doggo,0,1,castle_destroyed,1851,61.70,False,0,0,0,105820,105820,1.0000,1701,0,-1,0
White,8,corn,White,doggo,120,1,survived_horizon,36000,1200.00,True,300,300,900,97324,105820,1.0000,-1,3,-1,0
White,8,corn,White,doggo,130,1,survived_horizon,36000,1200.00,True,277,277,831,96886,105820,1.0000,-1,3,-1,0
White,8,corn,White,doggo,140,1,survived_horizon,36000,1200.00,True,258,257,774,97540,105820,1.0000,-1,3,-1,0
White,8,corn,White,doggo,145,1,survived_horizon,36000,1200.00,True,249,248,747,97513,105820,1.0000,-1,2,-1,0
White,8,corn,White,doggo,150,1,survived_horizon,36000,1200.00,True,240,239,720,90532,105820,0.7459,-1,2,-1,0
White,8,corn,White,doggo,155,1,castle_destroyed,11326,377.53,False,74,73,222,103606,105820,1.0000,6676,2,-1,0
White,8,corn,White,doggo,160,1,castle_destroyed,5926,197.53,False,38,37,114,104944,105820,1.0000,3526,2,-1,0
White,8,corn,White,doggo,170,1,castle_destroyed,3226,107.53,False,19,19,57,105532,105820,1.0000,1876,2,-1,0
White,8,corn,White,doggo,180,1,castle_destroyed,2695,89.83,False,15,15,45,105634,105820,1.0000,1795,2,-1,0
Yellow,8,lyon,Yellow,minnow,0,1,castle_destroyed,1001,33.37,False,0,0,0,57219,57219,1.0000,851,0,-1,0
Yellow,8,lyon,Yellow,minnow,120,1,survived_horizon,36000,1200.00,True,300,300,600,48930,57219,1.0000,-1,2,-1,0
Yellow,8,lyon,Yellow,minnow,130,1,survived_horizon,36000,1200.00,True,277,277,554,48387,57219,1.0000,-1,2,-1,0
Yellow,8,lyon,Yellow,minnow,140,1,survived_horizon,36000,1200.00,True,258,257,516,48936,57219,1.0000,-1,2,-1,0
Yellow,8,lyon,Yellow,minnow,145,1,survived_horizon,36000,1200.00,True,249,249,498,48909,57219,1.0000,-1,2,-1,0
Yellow,8,lyon,Yellow,minnow,150,1,survived_horizon,36000,1200.00,True,240,240,480,44496,57219,1.0000,-1,1,-1,0
Yellow,8,lyon,Yellow,minnow,155,1,castle_destroyed,8530,284.33,False,56,55,112,55743,57219,1.0000,3880,1,-1,0
Yellow,8,lyon,Yellow,minnow,160,1,castle_destroyed,4480,149.33,False,28,28,56,56568,57219,1.0000,2080,1,-1,0
Yellow,8,lyon,Yellow,minnow,170,1,castle_destroyed,2380,79.33,False,14,14,28,56961,57219,1.0000,1180,1,-1,0
Yellow,8,lyon,Yellow,minnow,180,1,castle_destroyed,1798,59.93,False,10,10,20,57030,57219,1.0000,898,1,-1,0
