tick,hp,maxhp,money,inv,own,enemy,p2hp,p2maxhp,p2money,p2inv,p1income,p2income,p1spent,p2spent,p1act,p2act
102,2000,2000,6,0,0,0,2000,2000,6,0,2,2,0,0,0,0
103,2000,2000,6,0,0,0,2000,2000,6,0,2,2,0,0,0,0
104,2000,2000,6,0,0,0,2000,2000,6,0,2,2,0,0,0,0
105,2000,2000,6,0,0,0,2000,2000,6,0,2,2,0,0,0,0
106,2000,2000,6,0,0,0,2000,2000,6,0,2,2,0,0,0,0
107,2000,2000,6,0,0,0,2000,2000,6,0,2,2,0,0,0,0
108,2000,2000,6,0,0,0,2000,2000,6,0,2,2,0,0,0,0
109,2000,2000,6,0,0,0,2000,2000,6,0,2,2,0,0,0,0
110,2000,2000,6,0,0,0,2000,2000,6,0,2,2,0,0,0,0
111,2000,2000,6,0,0,0,2000,2000,6,0,2,2,0,0,0,0
112,2000,2000,6,0,0,0,2000,2000,6,0,2,2,0,0,0,0
113,2000,2000,6,0,0,0,2000,2000,6,0,2,2,0,0,0,0
114,2000,2000,6,0,0,0,2000,2000,6,0,2,2,0,0,0,0
115,2000,2000,6,0,0,0,2000,2000,6,0,2,2,0,0,0,0
116,2000,2000,6,0,0,0,2000,2000,6,0,2,2,0,0,0,0
117,2000,2000,6,0,0,0,2000,2000,6,0,2,2,0,0,0,0
118,2000,2000,6,0,0,0,2000,2000,6,0,2,2,0,0,0,0
119,2000,2000,6,0,0,0,2000,2000,6,0,2,2,0,0,0,0
120,2000,2000,8,0,0,0,2000,2000,8,0,2,2,0,0,0,0
121,2000,2000,8,0,0,0,2000,2000,8,0,2,2,0,0,0,0
122,2000,2000,8,0,0,0,2000,2000,8,0,2,2,0,0,0,0
123,2000,2000,8,0,0,0,2000,2000,8,0,2,2,0,0,0,0
124,2000,2000,8,0,0,0,2000,2000,8,0,2,2,0,0,0,0
125,2000,2000,8,0,0,0,2000,2000,8,0,2,2,0,0,0,0
126,2000,2000,8,0,0,0,2000,2000,8,0,2,2,0,0,0,0
127,2000,2000,8,0,0,0,2000,2000,8,0,2,2,0,0,0,0
128,2000,2000,8,0,0,0,2000,2000,8,0,2,2,0,0,0,0
129,2000,2000,8,0,0,0,2000,2000,8,0,2,2,0,0,0,0
130,2000,2000,8,0,0,0,2000,2000,8,0,2,2,0,0,0,0
131,2000,2000,8,0,0,0,2000,2000,8,0,2,2,0,0,0,0
132,2000,2000,8,0,0,0,2000,2000,8,0,2,2,0,0,0,0
133,2000,2000,8,0,0,0,2000,2000,8,0,2,2,0,0,0,0
134,2000,2000,8,0,0,0,2000,2000,8,0,2,2,0,0,0,0
135,2000,2000,8,0,0,0,2000,2000,8,0,2,2,0,0,0,0
136,2000,2000,8,0,0,0,2000,2000,8,0,2,2,0,0,0,0
137,2000,2000,8,0,0,0,2000,2000,8,0,2,2,0,0,0,0
138,2000,2000,8,0,0,0,2000,2000,8,0,2,2,0,0,0,0
139,2000,2000,8,0,0,0,2000,2000,8,0,2,2,0,0,0,0
140,2000,2000,8,0,0,0,2000,2000,8,0,2,2,0,0,0,0
141,2000,2000,8,0,0,0,2000,2000,8,0,2,2,0,0,0,0
142,2000,2000,8,0,0,0,2000,2000,8,0,2,2,0,0,0,0
143,2000,2000,8,0,0,0,2000,2000,8,0,2,2,0,0,0,0
144,2000,2000,8,0,0,0,2000,2000,8,0,2,2,0,0,0,0
145,2000,2000,8,0,0,0,2000,2000,8,0,2,2,0,0,0,0
146,2000,2000,8,0,0,0,2000,2000,8,0,2,2,0,0,0,0
147,2000,2000,8,0,0,0,2000,2000,8,0,2,2,0,0,0,0
148,2000,2000,8,0,0,0,2000,2000,8,0,2,2,0,0,0,0
149,2000,2000,8,0,0,0,2000,2000,8,0,2,2,0,0,0,0
150,2000,2000,10,0,0,0,2000,2000,10,0,2,2,0,0,0,0
151,2000,2000,10,0,0,0,2000,2000,10,0,2,2,0,0,0,0
152,2000,2000,10,0,0,0,2000,2000,10,0,2,2,0,0,0,0
153,2000,2000,10,0,0,0,2000,2000,10,0,2,2,0,0,0,0
154,2000,2000,10,0,0,0,2000,2000,10,0,2,2,0,0,0,0
155,2000,2000,10,0,0,0,2000,2000,10,0,2,2,0,0,0,0
156,2000,2000,10,0,0,0,2000,2000,10,0,2,2,0,0,0,0
157,2000,2000,10,0,0,0,2000,2000,10,0,2,2,0,0,0,0
158,2000,2000,10,0,0,0,2000,2000,10,0,2,2,0,0,0,0
159,2000,2000,10,0,0,0,2000,2000,10,0,2,2,0,0,0,0
160,2000,2000,10,0,0,0,2000,2000,10,0,2,2,0,0,0,0
161,2000,2000,10,0,0,0,2000,2000,10,0,2,2,0,0,0,0
162,2000,2000,10,0,0,0,2000,2000,10,0,2,2,0,0,0,0
163,2000,2000,10,0,0,0,2000,2000,10,0,2,2,0,0,0,0
164,2000,2000,10,0,0,0,2000,2000,10,0,2,2,0,0,0,0
165,2000,2000,10,0,0,0,2000,2000,10,0,2,2,0,0,0,0
166,2000,2000,10,0,0,0,2000,2000,10,0,2,2,0,0,0,0
167,2000,2000,10,0,0,0,2000,2000,10,0,2,2,0,0,0,0
168,2000,2000,10,0,0,0,2000,2000,10,0,2,2,0,0,0,0
169,2000,2000,10,0,0,0,2000,2000,10,0,2,2,0,0,0,0
170,2000,2000,10,0,0,0,2000,2000,10,0,2,2,0,0,0,0
171,2000,2000,10,0,0,0,2000,2000,10,0,2,2,0,0,0,0
172,2000,2000,10,0,0,0,2000,2000,10,0,2,2,0,0,0,0
173,2000,2000,10,0,0,0,2000,2000,10,0,2,2,0,0,0,0
174,2000,2000,10,0,0,0,2000,2000,10,0,2,2,0,0,0,0
175,2000,2000,10,0,0,0,2000,2000,10,0,2,2,0,0,0,0
176,2000,2000,10,0,0,0,2000,2000,10,0,2,2,0,0,0,0
177,2000,2000,10,0,0,0,2000,2000,10,0,2,2,0,0,0,0
178,2000,2000,10,0,0,0,2000,2000,10,0,2,2,0,0,0,0
179,2000,2000,10,0,0,0,2000,2000,10,0,2,2,0,0,0,0
180,2000,2000,12,0,0,0,2000,2000,12,0,2,2,0,0,0,0
181,2000,2000,12,0,0,0,2000,2000,12,0,2,2,0,0,0,0
182,2000,2000,12,0,0,0,2000,2000,12,0,2,2,0,0,0,0
183,2000,2000,12,0,0,0,2000,2000,12,0,2,2,0,0,0,0
184,2000,2000,12,0,0,0,2000,2000,12,0,2,2,0,0,0,0
185,2000,2000,12,0,0,0,2000,2000,12,0,2,2,0,0,0,0
186,2000,2000,12,0,0,0,2000,2000,12,0,2,2,0,0,0,0
187,2000,2000,12,0,0,0,2000,2000,12,0,2,2,0,0,0,0
188,2000,2000,12,0,0,0,2000,2000,12,0,2,2,0,0,0,0
189,2000,2000,12,0,0,0,2000,2000,12,0,2,2,0,0,0,0
190,2000,2000,12,0,0,0,2000,2000,12,0,2,2,0,0,0,0
191,2000,2000,12,0,0,0,2000,2000,12,0,2,2,0,0,0,0
192,2000,2000,12,0,0,0,2000,2000,12,0,2,2,0,0,0,0
193,2000,2000,12,0,0,0,2000,2000,12,0,2,2,0,0,0,0
194,2000,2000,12,0,0,0,2000,2000,12,0,2,2,0,0,0,0
195,2000,2000,12,0,0,0,2000,2000,12,0,2,2,0,0,0,0
196,2000,2000,12,0,0,0,2000,2000,12,0,2,2,0,0,0,0
197,2000,2000,12,0,0,0,2000,2000,12,0,2,2,0,0,0,0
198,2000,2000,12,0,0,0,2000,2000,12,0,2,2,0,0,0,0
199,2000,2000,12,0,0,0,2000,2000,12,0,2,2,0,0,0,0
200,2000,2000,12,0,0,0,2000,2000,12,0,2,2,0,0,0,0
201,2000,2000,12,0,0,0,2000,2000,12,0,2,2,0,0,0,0
202,2000,2000,12,0,0,0,2000,2000,12,0,2,2,0,0,0,0
203,2000,2000,12,0,0,0,2000,2000,12,0,2,2,0,0,0,0
204,2000,2000,12,0,0,0,2000,2000,12,0,2,2,0,0,0,0
205,2000,2000,12,0,0,0,2000,2000,12,0,2,2,0,0,0,0
206,2000,2000,12,0,0,0,2000,2000,12,0,2,2,0,0,0,0
207,2000,2000,12,0,0,0,2000,2000,12,0,2,2,0,0,0,0
208,2000,2000,12,0,0,0,2000,2000,12,0,2,2,0,0,0,0
209,2000,2000,12,0,0,0,2000,2000,12,0,2,2,0,0,0,0
210,2000,2000,14,0,0,0,2000,2000,14,0,2,2,0,0,0,0
211,2000,2000,14,0,0,0,2000,2000,14,0,2,2,0,0,0,0
212,2000,2000,14,0,0,0,2000,2000,14,0,2,2,0,0,0,0
213,2000,2000,14,0,0,0,2000,2000,14,0,2,2,0,0,0,0
214,2000,2000,14,0,0,0,2000,2000,14,0,2,2,0,0,0,0
215,2000,2000,14,0,0,0,2000,2000,14,0,2,2,0,0,0,0
216,2000,2000,14,0,0,0,2000,2000,14,0,2,2,0,0,0,0
217,2000,2000,14,0,0,0,2000,2000,14,0,2,2,0,0,0,0
218,2000,2000,14,0,0,0,2000,2000,14,0,2,2,0,0,0,0
219,2000,2000,14,0,0,0,2000,2000,14,0,2,2,0,0,0,0
220,2000,2000,14,0,0,0,2000,2000,14,0,2,2,0,0,0,0
221,2000,2000,14,0,0,0,2000,2000,14,0,2,2,0,0,0,0
222,2000,2000,14,0,0,0,2000,2000,14,0,2,2,0,0,0,0
223,2000,2000,14,0,0,0,2000,2000,14,0,2,2,0,0,0,0
224,2000,2000,14,0,0,0,2000,2000,14,0,2,2,0,0,0,0
225,2000,2000,14,0,0,0,2000,2000,14,0,2,2,0,0,0,0
226,2000,2000,14,0,0,0,2000,2000,14,0,2,2,0,0,0,0
227,2000,2000,14,0,0,0,2000,2000,14,0,2,2,0,0,0,0
228,2000,2000,14,0,0,0,2000,2000,14,0,2,2,0,0,0,0
229,2000,2000,14,0,0,0,2000,2000,14,0,2,2,0,0,0,0
230,2000,2000,14,0,0,0,2000,2000,14,0,2,2,0,0,0,0
231,2000,2000,14,0,0,0,2000,2000,14,0,2,2,0,0,0,0
232,2000,2000,14,0,0,0,2000,2000,14,0,2,2,0,0,0,0
233,2000,2000,14,0,0,0,2000,2000,14,0,2,2,0,0,0,0
234,2000,2000,14,0,0,0,2000,2000,14,0,2,2,0,0,0,0
235,2000,2000,14,0,0,0,2000,2000,14,0,2,2,0,0,0,0
236,2000,2000,14,0,0,0,2000,2000,14,0,2,2,0,0,0,0
237,2000,2000,14,0,0,0,2000,2000,14,0,2,2,0,0,0,0
238,2000,2000,14,0,0,0,2000,2000,14,0,2,2,0,0,0,0
239,2000,2000,14,0,0,0,2000,2000,14,0,2,2,0,0,0,0
240,2000,2000,16,0,0,0,2000,2000,16,0,2,2,0,0,0,0
241,2000,2000,16,0,0,0,2000,2000,16,0,2,2,0,0,0,0
242,2000,2000,16,0,0,0,2000,2000,16,0,2,2,0,0,0,0
243,2000,2000,16,0,0,0,2000,2000,16,0,2,2,0,0,0,0
244,2000,2000,16,0,0,0,2000,2000,16,0,2,2,0,0,0,0
245,2000,2000,16,0,0,0,2000,2000,16,0,2,2,0,0,0,0
246,2000,2000,16,0,0,0,2000,2000,16,0,2,2,0,0,0,0
247,2000,2000,16,0,0,0,2000,2000,16,0,2,2,0,0,0,0
248,2000,2000,16,0,0,0,2000,2000,16,0,2,2,0,0,0,0
249,2000,2000,16,0,0,0,2000,2000,16,0,2,2,0,0,0,0
250,2000,2000,16,0,0,0,2000,2000,16,0,2,2,0,0,0,0
251,2000,2000,16,0,0,0,2000,2000,16,0,2,2,0,0,0,0
252,2000,2000,16,0,0,0,2000,2000,16,0,2,2,0,0,0,0
253,2000,2000,16,0,0,0,2000,2000,16,0,2,2,0,0,0,0
254,2000,2000,16,0,0,0,2000,2000,16,0,2,2,0,0,0,0
255,2000,2000,16,0,0,0,2000,2000,16,0,2,2,0,0,0,0
256,2000,2000,16,0,0,0,2000,2000,16,0,2,2,0,0,0,0
257,2000,2000,16,0,0,0,2000,2000,16,0,2,2,0,0,0,0
258,2000,2000,16,0,0,0,2000,2000,16,0,2,2,0,0,0,0
259,2000,2000,16,0,0,0,2000,2000,16,0,2,2,0,0,0,0
260,2000,2000,16,0,0,0,2000,2000,16,0,2,2,0,0,0,0
261,2000,2000,16,0,0,0,2000,2000,16,0,2,2,0,0,0,0
262,2000,2000,16,0,0,0,2000,2000,16,0,2,2,0,0,0,0
263,2000,2000,16,0,0,0,2000,2000,16,0,2,2,0,0,0,0
264,2000,2000,16,0,0,0,2000,2000,16,0,2,2,0,0,0,0
265,2000,2000,16,0,0,0,2000,2000,16,0,2,2,0,0,0,0
266,2000,2000,16,0,0,0,2000,2000,16,0,2,2,0,0,0,0
267,2000,2000,16,0,0,0,2000,2000,16,0,2,2,0,0,0,0
268,2000,2000,16,0,0,0,2000,2000,16,0,2,2,0,0,0,0
269,2000,2000,16,0,0,0,2000,2000,16,0,2,2,0,0,0,0
270,2000,2000,18,0,0,0,2000,2000,18,0,2,2,0,0,0,0
271,2000,2000,18,0,0,0,2000,2000,18,0,2,2,0,0,0,0
272,2000,2000,18,0,0,0,2000,2000,0,1,2,3,0,0,0,9
273,2000,2000,18,0,0,0,2000,2000,0,1,2,3,0,0,0,0
274,2000,2000,18,0,0,0,2000,2000,0,1,2,3,0,0,0,0
275,2000,2000,18,0,0,0,2000,2000,0,1,2,3,0,0,0,0
276,2000,2000,18,0,0,0,2000,2000,0,1,2,3,0,0,0,0
277,2000,2000,0,1,0,0,2000,2000,0,1,3,3,0,0,9,0
278,2000,2000,0,1,0,0,2000,2000,0,1,3,3,0,0,0,0
279,2000,2000,0,1,0,0,2000,2000,0,1,3,3,0,0,0,0
280,2000,2000,0,1,0,0,2000,2000,0,1,3,3,0,0,0,0
281,2000,2000,0,1,0,0,2000,2000,0,1,3,3,0,0,0,0
282,2000,2000,0,1,0,0,2000,2000,0,1,3,3,0,0,0,0
283,2000,2000,0,1,0,0,2000,2000,0,1,3,3,0,0,0,0
284,2000,2000,0,1,0,0,2000,2000,0,1,3,3,0,0,0,0
285,2000,2000,0,1,0,0,2000,2000,0,1,3,3,0,0,0,0
286,2000,2000,0,1,0,0,2000,2000,0,1,3,3,0,0,0,0
287,2000,2000,0,1,0,0,2000,2000,0,1,3,3,0,0,0,0
288,2000,2000,0,1,0,0,2000,2000,0,1,3,3,0,0,0,0
289,2000,2000,0,1,0,0,2000,2000,0,1,3,3,0,0,0,0
290,2000,2000,0,1,0,0,2000,2000,0,1,3,3,0,0,0,0
291,2000,2000,0,1,0,0,2000,2000,0,1,3,3,0,0,0,0
292,2000,2000,0,1,0,0,2000,2000,0,1,3,3,0,0,0,0
293,2000,2000,0,1,0,0,2000,2000,0,1,3,3,0,0,0,0
294,2000,2000,0,1,0,0,2000,2000,0,1,3,3,0,0,0,0
295,2000,2000,0,1,0,0,2000,2000,0,1,3,3,0,0,0,0
296,2000,2000,0,1,0,0,2000,2000,0,1,3,3,0,0,0,0
297,2000,2000,0,1,0,0,2000,2000,0,1,3,3,0,0,0,0
298,2000,2000,0,1,0,0,2000,2000,0,1,3,3,0,0,0,0
299,2000,2000,0,1,0,0,2000,2000,0,1,3,3,0,0,0,0
300,2000,2000,3,1,0,0,2000,2000,3,1,3,3,0,0,0,0
301,2000,2000,3,1,0,0,2000,2000,3,1,3,3,0,0,0,0
302,2000,2000,3,1,0,0,2000,2000,3,1,3,3,0,0,0,0
303,2000,2000,3,1,0,0,2000,2000,3,1,3,3,0,0,0,0
304,2000,2000,3,1,0,0,2000,2000,3,1,3,3,0,0,0,0
305,2000,2000,3,1,0,0,2000,2000,3,1,3,3,0,0,0,0
306,2000,2000,3,1,0,0,2000,2000,3,1,3,3,0,0,0,0
307,2000,2000,3,1,0,0,2000,2000,3,1,3,3,0,0,0,0
308,2000,2000,3,1,0,0,2000,2000,3,1,3,3,0,0,0,0
309,2000,2000,3,1,0,0,2000,2000,3,1,3,3,0,0,0,0
310,2000,2000,3,1,0,0,2000,2000,3,1,3,3,0,0,0,0
311,2000,2000,3,1,0,0,2000,2000,3,1,3,3,0,0,0,0
312,2000,2000,3,1,0,0,2000,2000,3,1,3,3,0,0,0,0
313,2000,2000,3,1,0,0,2000,2000,3,1,3,3,0,0,0,0
314,2000,2000,3,1,0,0,2000,2000,3,1,3,3,0,0,0,0
315,2000,2000,3,1,0,0,2000,2000,3,1,3,3,0,0,0,0
316,2000,2000,3,1,0,0,2000,2000,3,1,3,3,0,0,0,0
317,2000,2000,3,1,0,0,2000,2000,3,1,3,3,0,0,0,0
318,2000,2000,3,1,0,0,2000,2000,3,1,3,3,0,0,0,0
319,2000,2000,3,1,0,0,2000,2000,3,1,3,3,0,0,0,0
320,2000,2000,3,1,0,0,2000,2000,3,1,3,3,0,0,0,0
321,2000,2000,3,1,0,0,2000,2000,3,1,3,3,0,0,0,0
322,2000,2000,3,1,0,0,2000,2000,3,1,3,3,0,0,0,0
323,2000,2000,3,1,0,0,2000,2000,3,1,3,3,0,0,0,0
324,2000,2000,3,1,0,0,2000,2000,3,1,3,3,0,0,0,0
325,2000,2000,3,1,0,0,2000,2000,3,1,3,3,0,0,0,0
326,2000,2000,3,1,0,0,2000,2000,3,1,3,3,0,0,0,0
327,2000,2000,3,1,0,0,2000,2000,3,1,3,3,0,0,0,0
328,2000,2000,3,1,0,0,2000,2000,3,1,3,3,0,0,0,0
329,2000,2000,3,1,0,0,2000,2000,3,1,3,3,0,0,0,0
330,2000,2000,5,1,0,0,2000,2000,5,1,3,3,0,0,0,0
331,2000,2000,5,1,0,0,2000,2000,5,1,3,3,0,0,0,0
332,2000,2000,5,1,0,0,2000,2000,5,1,3,3,0,0,0,0
333,2000,2000,5,1,0,0,2000,2000,5,1,3,3,0,0,0,0
334,2000,2000,5,1,0,0,2000,2000,5,1,3,3,0,0,0,0
335,2000,2000,5,1,0,0,2000,2000,5,1,3,3,0,0,0,0
336,2000,2000,5,1,0,0,2000,2000,5,1,3,3,0,0,0,0
337,2000,2000,5,1,0,0,2000,2000,5,1,3,3,0,0,0,0
338,2000,2000,5,1,0,0,2000,2000,5,1,3,3,0,0,0,0
339,2000,2000,5,1,0,0,2000,2000,5,1,3,3,0,0,0,0
340,2000,2000,5,1,0,0,2000,2000,5,1,3,3,0,0,0,0
341,2000,2000,5,1,0,0,2000,2000,5,1,3,3,0,0,0,0
342,2000,2000,5,1,0,0,2000,2000,5,1,3,3,0,0,0,0
343,2000,2000,5,1,0,0,2000,2000,5,1,3,3,0,0,0,0
344,2000,2000,5,1,0,0,2000,2000,5,1,3,3,0,0,0,0
345,2000,2000,5,1,0,0,2000,2000,5,1,3,3,0,0,0,0
346,2000,2000,5,1,0,0,2000,2000,5,1,3,3,0,0,0,0
347,2000,2000,5,1,0,0,2000,2000,5,1,3,3,0,0,0,0
348,2000,2000,5,1,0,0,2000,2000,5,1,3,3,0,0,0,0
349,2000,2000,5,1,0,0,2000,2000,5,1,3,3,0,0,0,0
350,2000,2000,5,1,0,0,2000,2000,5,1,3,3,0,0,0,0
351,2000,2000,5,1,0,0,2000,2000,5,1,3,3,0,0,0,0
352,2000,2000,5,1,0,0,2000,2000,5,1,3,3,0,0,0,0
353,2000,2000,5,1,0,0,2000,2000,5,1,3,3,0,0,0,0
354,2000,2000,5,1,0,0,2000,2000,5,1,3,3,0,0,0,0
355,2000,2000,5,1,0,0,2000,2000,5,1,3,3,0,0,0,0
356,2000,2000,5,1,0,0,2000,2000,5,1,3,3,0,0,0,0
357,2000,2000,5,1,0,0,2000,2000,5,1,3,3,0,0,0,0
358,2000,2000,5,1,0,0,2000,2000,5,1,3,3,0,0,0,0
359,2000,2000,5,1,0,0,2000,2000,5,1,3,3,0,0,0,0
360,2000,2000,8,1,0,0,2000,2000,8,1,3,3,0,0,0,0
361,2000,2000,8,1,0,0,2000,2000,8,1,3,3,0,0,0,0
362,2000,2000,8,1,0,0,2000,2000,8,1,3,3,0,0,0,0
363,2000,2000,8,1,0,0,2000,2000,8,1,3,3,0,0,0,0
364,2000,2000,8,1,0,0,2000,2000,8,1,3,3,0,0,0,0
