attacker_team,tier,attacker_unit,blocker_team,blocker_unit,interval_ticks,attacker_seat,outcome,ticks,seconds,beyond_game_limit,blockers_spawned,blockers_lost,blocker_spend,attacker_hp,attacker_max_hp,deepest_progress,first_castle_hit_tick,peak_blockers,attacker_died_tick,spend_at_attacker_death
Blue,5,squid,Blue,fishy,3,1,defender_won,1928,64.27,False,71,37,213,0,265,0.6282,-1,38,212,213
Blue,5,squid,Blue,fishy,5,1,defender_won,4004,133.47,False,56,41,168,0,265,0.6629,-1,23,278,168
Blue,5,squid,Blue,fishy,10,1,defender_won,6521,217.37,False,42,33,126,0,265,0.7094,-1,11,412,126
Blue,5,squid,Blue,fishy,15,1,defender_won,27653,921.77,True,43,41,129,0,265,1.0000,-1,7,643,129
Blue,5,squid,Blue,fishy,20,1,defender_won,18681,622.70,True,32,29,96,0,265,0.8947,-1,5,627,96
Blue,5,squid,Blue,fishy,30,1,attacker_killed,36000,1200.00,True,45,44,135,0,265,1.0000,220,3,1333,135
Blue,5,squid,Blue,fishy,45,1,attacker_killed,36000,1200.00,True,46,45,138,0,265,1.0000,146,2,2038,138
Blue,5,squid,Blue,fishy,60,1,attacker_killed,36000,1200.00,True,47,46,141,0,265,1.0000,159,2,2773,141
Blue,5,squid,Blue,fishy,90,1,attacker_killed,36000,1200.00,True,46,45,138,0,265,1.0000,145,1,4070,138
Blue,5,squid,Blue,fishy,120,1,attacker_killed,36000,1200.00,True,47,47,141,0,265,1.0000,158,1,5533,141
Blue,5,squid,Blue,fishy,180,1,castle_destroyed,6672,222.40,False,38,37,114,43,265,1.0000,144,1,-1,0
Blue,5,squid,Blue,fishy,240,1,castle_destroyed,6452,215.07,False,27,27,81,118,265,1.0000,144,1,-1,0
Blue,6,judge,Blue,fishy,0,1,castle_destroyed,2989,99.63,False,0,0,0,2095,2095,1.0000,244,0,-1,0
Blue,6,judge,Blue,fishy,1,1,defender_won,683,22.77,False,299,111,897,0,2095,0.4653,-1,188,299,897
Blue,6,judge,Blue,fishy,2,1,defender_won,1172,39.07,False,238,148,714,0,2095,0.4659,-1,97,475,714
Blue,6,judge,Blue,fishy,3,1,defender_won,1750,58.33,False,209,156,627,0,2095,0.4694,-1,62,627,627
Blue,6,judge,Blue,fishy,5,1,defender_won,3128,104.27,False,172,147,516,0,2095,0.4776,-1,38,857,516
Blue,6,judge,Blue,fishy,10,1,defender_won,8675,289.17,False,182,174,546,0,2095,0.7800,-1,18,1818,546
Blue,6,judge,Blue,fishy,15,1,defender_won,10135,337.83,False,156,149,468,0,2095,0.5982,-1,12,2338,468
Blue,6,judge,Blue,fishy,20,1,attacker_killed,36000,1200.00,True,176,175,528,0,2095,1.0000,-1,8,3513,528
Blue,6,judge,Blue,fishy,30,1,defender_won,32871,1095.70,True,196,194,588,0,2095,1.0000,-1,5,5861,588
Blue,6,judge,Blue,fishy,45,1,attacker_killed,36000,1200.00,True,208,207,624,0,2095,1.0000,-1,4,9328,624
Blue,6,judge,Blue,fishy,60,1,attacker_killed,36000,1200.00,True,197,196,591,0,2095,1.0000,429,2,11773,591
Blue,6,judge,Blue,fishy,90,1,castle_destroyed,5850,195.00,False,65,65,195,1405,2095,1.0000,261,2,-1,0
Blue,6,judge,Blue,fishy,120,1,castle_destroyed,4665,155.50,False,39,39,117,1678,2095,1.0000,246,1,-1,0
Blue,6,judge,Blue,fishy,180,1,castle_destroyed,3915,130.50,False,22,22,66,1825,2095,1.0000,261,1,-1,0
Blue,6,judge,Blue,fishy,240,1,castle_destroyed,3665,122.17,False,16,16,48,1912,2095,1.0000,245,1,-1,0
Blue,7,octoboi,Blue,fishy,0,1,castle_destroyed,1184,39.47,False,0,0,0,10420,10420,1.0000,568,0,-1,0
Blue,7,octoboi,Blue,fishy,1,1,defender_won,1140,38.00,False,796,589,2388,0,10420,0.2647,-1,251,796,2388
Blue,7,octoboi,Blue,fishy,2,1,defender_won,3612,120.40,False,1806,1673,5418,100,10420,0.2665,-1,141,-1,0
Blue,7,octoboi,Blue,fishy,3,1,defender_won,4232,141.07,False,1317,1240,3951,0,10420,0.2682,-1,97,3951,3951
Blue,7,octoboi,Blue,fishy,5,1,defender_won,5579,185.97,False,966,924,2898,0,10420,0.2700,-1,58,4830,2898
Blue,7,octoboi,Blue,fishy,10,1,defender_won,8407,280.23,False,577,556,1731,0,10420,0.2806,-1,27,5767,1731
Blue,7,octoboi,Blue,fishy,15,1,defender_won,12671,422.37,False,513,502,1539,0,10420,0.2965,-1,17,7686,1539
Blue,7,octoboi,Blue,fishy,20,1,attacker_killed,36000,1200.00,True,611,609,1833,0,10420,1.0000,-1,11,12220,1833
Blue,7,octoboi,Blue,fishy,30,1,attacker_killed,36000,1200.00,True,570,568,1710,0,10420,1.0000,-1,8,17092,1710
Blue,7,octoboi,Blue,fishy,45,1,attacker_killed,36000,1200.00,True,539,538,1617,0,10420,1.0000,-1,5,24230,1617
Blue,7,octoboi,Blue,fishy,60,1,attacker_killed,36000,1200.00,True,553,552,1659,0,10420,1.0000,-1,4,33140,1659
Blue,7,octoboi,Blue,fishy,90,1,castle_destroyed,4774,159.13,False,54,53,162,9523,10420,1.0000,998,2,-1,0
Blue,7,octoboi,Blue,fishy,120,1,castle_destroyed,2382,79.40,False,20,20,60,10117,10420,1.0000,589,2,-1,0
Blue,7,octoboi,Blue,fishy,180,1,castle_destroyed,1712,57.07,False,10,10,30,10324,10420,1.0000,634,1,-1,0
Blue,7,octoboi,Blue,fishy,240,1,castle_destroyed,1436,47.87,False,6,6,18,10372,10420,1.0000,589,1,-1,0
Blue,8,lightningbear,Blue,fishy,0,1,castle_destroyed,576,19.20,False,0,0,0,73740,73740,1.0000,426,0,-1,0
Blue,8,lightningbear,Blue,fishy,1,1,defender_won,2653,88.43,False,2356,2101,7068,0,73740,0.3271,-1,288,2356,7068
Blue,8,lightningbear,Blue,fishy,2,1,defender_won,5305,176.83,False,2254,2176,6762,0,73740,0.3282,-1,144,4507,6762
Blue,8,lightningbear,Blue,fishy,3,1,defender_won,7499,249.97,False,2224,2151,6672,0,73740,0.3335,-1,96,6670,6672
Blue,8,lightningbear,Blue,fishy,5,1,defender_won,12186,406.20,False,2175,2131,6525,0,73740,0.3441,-1,57,10872,6525
Blue,8,lightningbear,Blue,fishy,10,1,defender_won,23569,785.63,True,2092,2071,6276,0,73740,0.3706,-1,28,20919,6276
Blue,8,lightningbear,Blue,fishy,15,1,defender_won,34434,1147.80,True,2014,2001,6042,0,73740,0.3971,-1,19,30204,6042
Blue,8,lightningbear,Blue,fishy,20,1,survived_horizon,36000,1200.00,True,1800,1799,5400,11412,73740,1.0000,-1,14,-1,0
Blue,8,lightningbear,Blue,fishy,30,1,survived_horizon,36000,1200.00,True,1200,1196,3600,25842,73740,0.4765,-1,9,-1,0
Blue,8,lightningbear,Blue,fishy,45,1,survived_horizon,36000,1200.00,True,800,800,2400,46668,73740,1.0000,-1,6,-1,0
Blue,8,lightningbear,Blue,fishy,60,1,survived_horizon,36000,1200.00,True,600,600,1800,55302,73740,1.0000,-1,5,-1,0
Blue,8,lightningbear,Blue,fishy,90,1,survived_horizon,36000,1200.00,True,400,400,1200,61509,73740,1.0000,-1,3,-1,0
Blue,8,lightningbear,Blue,fishy,120,1,survived_horizon,36000,1200.00,True,300,300,900,64542,73740,1.0000,-1,2,-1,0
Blue,8,lightningbear,Blue,fishy,180,1,castle_destroyed,1790,59.67,False,10,10,30,73527,73740,1.0000,890,1,-1,0
Blue,8,lightningbear,Blue,fishy,240,1,castle_destroyed,906,30.20,False,4,4,12,73671,73740,1.0000,456,1,-1,0
Green,5,gecko,Green,minisnecko,0,1,castle_destroyed,5978,199.27,False,0,0,0,197,197,1.0000,143,0,-1,0
Green,5,gecko,Green,minisnecko,1,1,defender_won,1020,34.00,False,132,31,132,0,197,0.5294,-1,101,132,132
Green,5,gecko,Green,minisnecko,2,1,defender_won,2241,74.70,False,90,49,90,0,197,0.5647,-1,52,179,90
Green,5,gecko,Green,minisnecko,3,1,defender_won,3078,102.60,False,69,40,69,0,197,0.5435,-1,39,206,69
Green,5,gecko,Green,minisnecko,5,1,defender_won,5771,192.37,False,61,46,61,0,197,0.5647,-1,23,301,61
Green,5,gecko,Green,minisnecko,10,1,attacker_killed,36000,1200.00,True,63,63,63,0,197,1.0000,-1,8,630,63
Green,5,gecko,Green,minisnecko,15,1,defender_won,20825,694.17,True,40,36,40,0,197,0.7059,-1,7,591,40
Green,5,gecko,Green,minisnecko,20,1,attacker_killed,36000,1200.00,True,67,67,67,0,197,1.0000,286,4,1330,67
Green,5,gecko,Green,minisnecko,30,1,attacker_killed,36000,1200.00,True,50,49,50,0,197,1.0000,153,3,1487,50
Green,5,gecko,Green,minisnecko,45,1,attacker_killed,36000,1200.00,True,99,98,99,0,197,1.0000,160,2,4420,99
Green,5,gecko,Green,minisnecko,60,1,attacker_killed,36000,1200.00,True,51,50,51,0,197,1.0000,152,2,3017,51
Green,5,gecko,Green,minisnecko,90,1,castle_destroyed,7168,238.93,False,80,80,80,37,197,1.0000,145,1,-1,0
Green,5,gecko,Green,minisnecko,120,1,castle_destroyed,6835,227.83,False,57,57,57,27,197,1.0000,152,1,-1,0
Green,5,gecko,Green,minisnecko,180,1,castle_destroyed,6545,218.17,False,37,37,37,11,197,1.0000,144,1,-1,0
Green,5,gecko,Green,minisnecko,240,1,castle_destroyed,6395,213.17,False,27,27,27,51,197,1.0000,144,1,-1,0
Green,6,geico,Green,minisnecko,0,1,castle_destroyed,2944,98.13,False,0,0,0,1181,1181,1.0000,244,0,-1,0
Green,6,geico,Green,minisnecko,1,1,defender_won,973,32.43,False,240,117,240,0,1181,0.3912,-1,166,240,240
Green,6,geico,Green,minisnecko,2,1,defender_won,1315,43.83,False,156,70,156,0,1181,0.3953,-1,89,312,156
Green,6,geico,Green,minisnecko,3,1,defender_won,2205,73.50,False,164,115,164,0,1181,0.3953,-1,60,491,164
Green,6,geico,Green,minisnecko,5,1,defender_won,4043,134.77,False,149,124,149,0,1181,0.4094,-1,33,744,149
Green,6,geico,Green,minisnecko,10,1,defender_won,8110,270.33,False,132,120,132,0,1181,0.4941,-1,16,1317,132
Green,6,geico,Green,minisnecko,15,1,defender_won,18156,605.20,True,130,125,130,0,1181,0.8612,-1,10,1940,130
Green,6,geico,Green,minisnecko,20,1,attacker_killed,36000,1200.00,True,135,133,135,0,1181,1.0000,-1,7,2684,135
Green,6,geico,Green,minisnecko,30,1,attacker_killed,36000,1200.00,True,156,155,156,0,1181,1.0000,-1,4,4669,156
Green,6,geico,Green,minisnecko,45,1,attacker_killed,36000,1200.00,True,146,144,146,0,1181,1.0000,-1,3,6532,146
Green,6,geico,Green,minisnecko,60,1,attacker_killed,36000,1200.00,True,147,146,147,0,1181,1.0000,546,2,8777,147
Green,6,geico,Green,minisnecko,90,1,castle_destroyed,6575,219.17,False,74,73,74,637,1181,1.0000,261,2,-1,0
Green,6,geico,Green,minisnecko,120,1,castle_destroyed,5025,167.50,False,42,42,42,837,1181,1.0000,246,1,-1,0
Green,6,geico,Green,minisnecko,180,1,castle_destroyed,4020,134.00,False,23,23,23,1035,1181,1.0000,260,1,-1,0
Green,6,geico,Green,minisnecko,240,1,castle_destroyed,3720,124.00,False,16,16,16,1053,1181,1.0000,245,1,-1,0
Green,7,nom,Green,minisnecko,0,1,castle_destroyed,332,11.07,False,0,0,0,1458,1458,1.0000,156,0,-1,0
Green,7,nom,Green,minisnecko,1,1,defender_won,1147,38.23,False,401,280,401,0,1458,0.5082,-1,130,401,401
Green,7,nom,Green,minisnecko,2,1,defender_won,2495,83.17,False,381,332,381,0,1458,0.5082,-1,63,762,381
Green,7,nom,Green,minisnecko,3,1,defender_won,4387,146.23,False,397,371,397,0,1458,0.6112,-1,39,1190,397
Green,7,nom,Green,minisnecko,5,1,defender_won,10850,361.67,False,356,347,356,0,1458,1.0000,-1,22,1777,356
Green,7,nom,Green,minisnecko,10,1,attacker_killed,36000,1200.00,True,411,409,411,0,1458,1.0000,-1,9,4110,411
Green,7,nom,Green,minisnecko,15,1,attacker_killed,36000,1200.00,True,381,380,381,0,1458,1.0000,-1,6,5710,381
Green,7,nom,Green,minisnecko,20,1,castle_destroyed,1406,46.87,False,71,70,71,1200,1458,1.0000,368,4,-1,0
Green,7,nom,Green,minisnecko,30,1,castle_destroyed,545,18.17,False,19,18,19,1406,1458,1.0000,177,3,-1,0
Green,7,nom,Green,minisnecko,45,1,castle_destroyed,440,14.67,False,10,10,10,1432,1458,1.0000,168,2,-1,0
Green,7,nom,Green,minisnecko,60,1,castle_destroyed,400,13.33,False,7,7,7,1438,1458,1.0000,160,2,-1,0
Green,7,nom,Green,minisnecko,90,1,castle_destroyed,366,12.20,False,5,4,5,1450,1458,1.0000,158,1,-1,0
Green,7,nom,Green,minisnecko,120,1,castle_destroyed,351,11.70,False,3,3,3,1452,1458,1.0000,159,1,-1,0
Green,7,nom,Green,minisnecko,180,1,castle_destroyed,349,11.63,False,2,2,2,1450,1458,1.0000,157,1,-1,0
Green,7,nom,Green,minisnecko,240,1,castle_destroyed,349,11.63,False,2,2,2,1454,1458,1.0000,157,1,-1,0
Green,8,trogdor,Green,minisnecko,0,1,castle_destroyed,491,16.37,False,0,0,0,70510,70510,1.0000,341,0,-1,0
Green,8,trogdor,Green,minisnecko,1,1,defender_won,3626,120.87,False,3253,3001,3253,0,70510,0.3118,-1,255,3253,3253
Green,8,trogdor,Green,minisnecko,2,1,defender_won,7154,238.47,False,3188,3076,3188,0,70510,0.3176,-1,127,6376,3188
Green,8,trogdor,Green,minisnecko,3,1,defender_won,11133,371.10,False,3151,3101,3151,0,70510,0.3247,-1,85,9453,3151
Green,8,trogdor,Green,minisnecko,5,1,defender_won,17786,592.87,False,3097,3061,3097,0,70510,0.3388,-1,51,15484,3097
Green,8,trogdor,Green,minisnecko,10,1,defender_won,34424,1147.47,True,2989,2971,2989,0,70510,0.3741,-1,25,29884,2989
Green,8,trogdor,Green,minisnecko,15,1,survived_horizon,36000,1200.00,True,2400,2391,2400,11794,70510,0.4094,-1,17,-1,0
Green,8,trogdor,Green,minisnecko,20,1,survived_horizon,36000,1200.00,True,1800,1798,1800,28966,70510,1.0000,-1,13,-1,0
Green,8,trogdor,Green,minisnecko,30,1,survived_horizon,36000,1200.00,True,1200,1196,1200,38570,70510,0.5153,-1,8,-1,0
Green,8,trogdor,Green,minisnecko,45,1,survived_horizon,36000,1200.00,True,800,799,800,52480,70510,1.0000,-1,6,-1,0
Green,8,trogdor,Green,minisnecko,60,1,survived_horizon,36000,1200.00,True,600,600,600,58242,70510,1.0000,-1,4,-1,0
Green,8,trogdor,Green,minisnecko,90,1,survived_horizon,36000,1200.00,True,400,400,400,62340,70510,1.0000,-1,3,-1,0
Green,8,trogdor,Green,minisnecko,120,1,survived_horizon,36000,1200.00,True,300,300,300,64396,70510,1.0000,-1,2,-1,0
Green,8,trogdor,Green,minisnecko,180,1,castle_destroyed,1607,53.57,False,9,9,9,70382,70510,1.0000,707,1,-1,0
Green,8,trogdor,Green,minisnecko,240,1,castle_destroyed,727,24.23,False,4,3,4,70480,70510,1.0000,427,1,-1,0
Orange,5,scott,Orange,phil,0,1,castle_destroyed,5477,182.57,False,0,0,0,86,86,1.0000,115,0,-1,0
Orange,5,scott,Orange,phil,1,1,defender_won,782,26.07,False,97,22,388,0,86,0.6618,-1,81,97,388
Orange,5,scott,Orange,phil,2,1,defender_won,1381,46.03,False,57,21,228,0,86,0.6935,-1,40,113,228
Orange,5,scott,Orange,phil,3,1,defender_won,2113,70.43,False,44,22,176,0,86,0.7024,-1,27,132,176
Orange,5,scott,Orange,phil,5,1,defender_won,4783,159.43,False,30,21,120,0,86,0.8365,-1,16,149,120
Orange,5,scott,Orange,phil,10,1,attacker_killed,36000,1200.00,True,23,22,92,0,86,1.0000,-1,8,223,92
Orange,5,scott,Orange,phil,15,1,attacker_killed,36000,1200.00,True,22,22,88,0,86,1.0000,132,5,328,88
Orange,5,scott,Orange,phil,20,1,attacker_killed,36000,1200.00,True,22,22,88,0,86,1.0000,125,4,433,88
Orange,5,scott,Orange,phil,30,1,attacker_killed,36000,1200.00,True,22,21,88,0,86,1.0000,119,3,643,88
Orange,5,scott,Orange,phil,45,1,attacker_killed,36000,1200.00,True,22,21,88,0,86,1.0000,119,2,958,88
Orange,5,scott,Orange,phil,60,1,attacker_killed,36000,1200.00,True,22,22,88,0,86,1.0000,118,2,1273,88
Orange,5,scott,Orange,phil,90,1,attacker_killed,36000,1200.00,True,22,22,88,0,86,1.0000,118,1,1903,88
Orange,5,scott,Orange,phil,120,1,attacker_killed,36000,1200.00,True,22,21,88,0,86,1.0000,116,1,2533,88
Orange,5,scott,Orange,phil,180,1,attacker_killed,36000,1200.00,True,22,21,88,0,86,1.0000,116,1,3793,88
Orange,5,scott,Orange,phil,240,1,attacker_killed,36000,1200.00,True,22,21,88,0,86,1.0000,116,1,5053,88
Orange,6,zander,Orange,phil,0,1,castle_destroyed,4470,149.00,False,0,0,0,886,886,1.0000,123,0,-1,0
Orange,6,zander,Orange,phil,1,1,defender_won,799,26.63,False,255,156,1020,0,886,0.6459,-1,108,255,1020
Orange,6,zander,Orange,phil,2,1,defender_won,2025,67.50,False,188,161,752,0,886,0.7888,-1,51,376,752
Orange,6,zander,Orange,phil,3,1,defender_won,5774,192.47,False,190,182,760,0,886,0.9453,-1,31,569,760
Orange,6,zander,Orange,phil,5,1,defender_won,14532,484.40,False,188,185,752,0,886,1.0000,-1,17,938,752
Orange,6,zander,Orange,phil,10,1,defender_won,22317,743.90,True,202,200,808,0,886,1.0000,241,8,2013,808
Orange,6,zander,Orange,phil,15,1,attacker_killed,36000,1200.00,True,204,203,816,0,886,1.0000,143,6,3058,816
Orange,6,zander,Orange,phil,20,1,attacker_killed,36000,1200.00,True,207,206,828,0,886,1.0000,141,4,4133,828
Orange,6,zander,Orange,phil,30,1,castle_destroyed,5883,196.10,False,197,196,788,54,886,1.0000,128,3,-1,0
Orange,6,zander,Orange,phil,45,1,castle_destroyed,5342,178.07,False,119,119,476,378,886,1.0000,127,2,-1,0
Orange,6,zander,Orange,phil,60,1,castle_destroyed,5082,169.40,False,85,85,340,530,886,1.0000,125,2,-1,0
Orange,6,zander,Orange,phil,90,1,castle_destroyed,4867,162.23,False,55,54,220,654,886,1.0000,126,1,-1,0
Orange,6,zander,Orange,phil,120,1,castle_destroyed,4744,158.13,False,40,40,160,726,886,1.0000,124,1,-1,0
Orange,6,zander,Orange,phil,180,1,castle_destroyed,4646,154.87,False,26,26,104,782,886,1.0000,124,1,-1,0
Orange,6,zander,Orange,phil,240,1,castle_destroyed,4604,153.47,False,20,20,80,806,886,1.0000,124,1,-1,0
Orange,7,tiger,Orange,phil,0,1,castle_destroyed,888,29.60,False,0,0,0,9500,9500,1.0000,426,0,-1,0
Orange,7,tiger,Orange,phil,1,1,defender_won,1573,52.43,False,1498,1289,5992,0,9500,0.3271,-1,284,1498,5992
Orange,7,tiger,Orange,phil,2,1,defender_won,1945,64.83,False,814,705,3256,0,9500,0.3282,-1,145,1628,3256
Orange,7,tiger,Orange,phil,3,1,defender_won,2550,85.00,False,706,631,2824,0,9500,0.3294,-1,96,2116,2824
Orange,7,tiger,Orange,phil,5,1,defender_won,3244,108.13,False,484,439,1936,0,9500,0.3335,-1,60,2417,1936
