attacker_team,tier,attacker_unit,force_size,escort_tier,escort_unit,blocker_team,blocker_unit,interval_ticks,attacker_seat,outcome,ticks,seconds,beyond_game_limit,blockers_spawned,blockers_lost,blocker_spend,peak_blockers,spend_at_force_death,escorts_spawned,attacker_spend,force_spend,big_units_alive,force_died_tick,deepest_progress,first_castle_hit_tick
Black,8,evilguy,5,0,-,Black,evilminnow,35,1,castle_destroyed,1409,46.97,False,41,40,82,5,0,0,70200,70200,5,-1,1.0000,1228
Black,8,evilguy,5,0,-,Black,evilminnow,37,1,castle_destroyed,1189,39.63,False,33,32,66,5,0,0,70200,70200,5,-1,1.0000,1039
Black,8,evilguy,5,0,-,Black,evilminnow,40,1,castle_destroyed,1126,37.53,False,29,28,58,5,0,0,70200,70200,5,-1,1.0000,997
Black,8,evilguy,5,0,-,Black,evilminnow,45,1,castle_destroyed,1039,34.63,False,24,23,48,4,0,0,70200,70200,5,-1,1.0000,1039
Black,8,evilguy,5,0,-,Black,evilminnow,50,1,castle_destroyed,985,32.83,False,20,20,40,4,0,0,70200,70200,5,-1,1.0000,957
Black,8,evilguy,5,0,-,Black,evilminnow,55,1,castle_destroyed,971,32.37,False,18,18,36,4,0,0,70200,70200,5,-1,1.0000,960
Black,8,evilguy,5,0,-,Black,evilminnow,60,1,castle_destroyed,1323,44.10,False,23,22,46,3,0,0,70200,70200,5,-1,1.0000,1023
Black,8,evilguy,5,0,-,Black,evilminnow,70,1,castle_destroyed,954,31.80,False,14,14,28,3,0,0,70200,70200,5,-1,1.0000,941
Black,8,evilguy,5,0,-,Black,evilminnow,75,1,castle_destroyed,941,31.37,False,13,13,26,3,0,0,70200,70200,5,-1,1.0000,938
Black,8,evilguy,5,0,-,Black,evilminnow,80,1,castle_destroyed,941,31.37,False,12,12,24,3,0,0,70200,70200,5,-1,1.0000,920
Black,8,evilguy,5,0,-,Black,evilminnow,90,1,castle_destroyed,971,32.37,False,11,11,22,2,0,0,70200,70200,5,-1,1.0000,941
Black,8,evilguy,5,0,-,Black,evilminnow,100,1,castle_destroyed,941,31.37,False,10,10,20,2,0,0,70200,70200,5,-1,1.0000,895
Black,8,evilguy,5,0,-,Black,evilminnow,120,1,castle_destroyed,911,30.37,False,8,8,16,2,0,0,70200,70200,5,-1,1.0000,907
Black,8,evilguy,5,0,-,Black,evilminnow,140,1,castle_destroyed,911,30.37,False,7,7,14,2,0,0,70200,70200,5,-1,1.0000,890
Black,8,evilguy,5,0,-,Black,evilminnow,150,1,castle_destroyed,932,31.07,False,7,7,14,1,0,0,70200,70200,5,-1,1.0000,884
Black,8,evilguy,5,0,-,Black,evilminnow,155,1,castle_destroyed,911,30.37,False,6,6,12,1,0,0,70200,70200,5,-1,1.0000,885
Black,8,evilguy,5,0,-,Black,evilminnow,160,1,castle_destroyed,911,30.37,False,6,6,12,1,0,0,70200,70200,5,-1,1.0000,884
Blue,8,lightningbear,1,0,-,Blue,fishy,0,1,castle_destroyed,576,19.20,False,0,0,0,0,0,0,19416,19416,1,-1,1.0000,426
Blue,8,lightningbear,1,0,-,Blue,fishy,25,1,survived_horizon,36000,1200.00,True,1440,1435,4320,11,0,0,19416,19416,1,-1,0.4500,-1
Blue,8,lightningbear,1,0,-,Blue,fishy,28,1,survived_horizon,36000,1200.00,True,1286,1285,3858,10,0,0,19416,19416,1,-1,1.0000,-1
Blue,8,lightningbear,1,0,-,Blue,fishy,30,1,survived_horizon,36000,1200.00,True,1200,1196,3600,9,0,0,19416,19416,1,-1,0.4765,-1
Blue,8,lightningbear,1,0,-,Blue,fishy,33,1,survived_horizon,36000,1200.00,True,1091,1091,3273,9,0,0,19416,19416,1,-1,1.0000,-1
Blue,8,lightningbear,1,0,-,Blue,fishy,35,1,survived_horizon,36000,1200.00,True,1029,1028,3087,8,0,0,19416,19416,1,-1,1.0000,-1
Blue,8,lightningbear,1,0,-,Blue,fishy,37,1,survived_horizon,36000,1200.00,True,973,973,2919,8,0,0,19416,19416,1,-1,1.0000,-1
Blue,8,lightningbear,1,0,-,Blue,fishy,40,1,survived_horizon,36000,1200.00,True,900,900,2700,7,0,0,19416,19416,1,-1,1.0000,-1
Blue,8,lightningbear,1,0,-,Blue,fishy,45,1,survived_horizon,36000,1200.00,True,800,800,2400,6,0,0,19416,19416,1,-1,1.0000,-1
Blue,8,lightningbear,1,0,-,Blue,fishy,50,1,survived_horizon,36000,1200.00,True,720,718,2160,5,0,0,19416,19416,1,-1,0.5824,-1
Blue,8,lightningbear,1,0,-,Blue,fishy,55,1,survived_horizon,36000,1200.00,True,655,655,1965,5,0,0,19416,19416,1,-1,1.0000,-1
Blue,8,lightningbear,1,0,-,Blue,fishy,60,1,survived_horizon,36000,1200.00,True,600,600,1800,5,0,0,19416,19416,1,-1,1.0000,-1
Blue,8,lightningbear,1,0,-,Blue,fishy,70,1,survived_horizon,36000,1200.00,True,515,514,1545,4,0,0,19416,19416,1,-1,1.0000,-1
Blue,8,lightningbear,1,0,-,Blue,fishy,75,1,survived_horizon,36000,1200.00,True,480,479,1440,3,0,0,19416,19416,1,-1,0.7147,-1
Blue,8,lightningbear,1,0,-,Blue,fishy,80,1,survived_horizon,36000,1200.00,True,450,450,1350,3,0,0,19416,19416,1,-1,1.0000,-1
Blue,8,lightningbear,1,0,-,Blue,fishy,90,1,survived_horizon,36000,1200.00,True,400,400,1200,3,0,0,19416,19416,1,-1,1.0000,-1
Blue,8,lightningbear,1,0,-,Blue,fishy,100,1,survived_horizon,36000,1200.00,True,360,360,1080,3,0,0,19416,19416,1,-1,1.0000,-1
Blue,8,lightningbear,1,0,-,Blue,fishy,120,1,survived_horizon,36000,1200.00,True,300,300,900,2,0,0,19416,19416,1,-1,1.0000,-1
Blue,8,lightningbear,1,0,-,Blue,fishy,140,1,survived_horizon,36000,1200.00,True,258,257,774,2,0,0,19416,19416,1,-1,1.0000,-1
Blue,8,lightningbear,1,0,-,Blue,fishy,150,1,survived_horizon,36000,1200.00,True,240,240,720,1,0,0,19416,19416,1,-1,1.0000,-1
Blue,8,lightningbear,1,0,-,Blue,fishy,155,1,castle_destroyed,8690,289.67,False,57,56,171,2,0,0,19416,19416,1,-1,1.0000,4040
Blue,8,lightningbear,1,0,-,Blue,fishy,160,1,castle_destroyed,4490,149.67,False,29,28,87,1,0,0,19416,19416,1,-1,1.0000,2090
Blue,8,lightningbear,2,0,-,Blue,fishy,0,1,castle_destroyed,456,15.20,False,0,0,0,0,0,0,38832,38832,2,-1,1.0000,426
Blue,8,lightningbear,2,0,-,Blue,fishy,25,1,survived_horizon,36000,1200.00,True,1440,1440,4320,10,0,0,38832,38832,2,-1,1.0000,-1
Blue,8,lightningbear,2,0,-,Blue,fishy,28,1,survived_horizon,36000,1200.00,True,1286,1285,3858,9,0,0,38832,38832,2,-1,1.0000,-1
Blue,8,lightningbear,2,0,-,Blue,fishy,30,1,survived_horizon,36000,1200.00,True,1200,1200,3600,8,0,0,38832,38832,2,-1,1.0000,-1
Blue,8,lightningbear,2,0,-,Blue,fishy,33,1,survived_horizon,36000,1200.00,True,1091,1091,3273,8,0,0,38832,38832,2,-1,1.0000,-1
Blue,8,lightningbear,2,0,-,Blue,fishy,35,1,survived_horizon,36000,1200.00,True,1029,1028,3087,7,0,0,38832,38832,2,-1,1.0000,-1
Blue,8,lightningbear,2,0,-,Blue,fishy,37,1,survived_horizon,36000,1200.00,True,973,973,2919,6,0,0,38832,38832,2,-1,1.0000,-1
Blue,8,lightningbear,2,0,-,Blue,fishy,40,1,survived_horizon,36000,1200.00,True,900,900,2700,6,0,0,38832,38832,2,-1,1.0000,-1
Blue,8,lightningbear,2,0,-,Blue,fishy,45,1,survived_horizon,36000,1200.00,True,800,800,2400,5,0,0,38832,38832,2,-1,1.0000,-1
Blue,8,lightningbear,2,0,-,Blue,fishy,50,1,survived_horizon,36000,1200.00,True,720,720,2160,4,0,0,38832,38832,2,-1,1.0000,-1
Blue,8,lightningbear,2,0,-,Blue,fishy,55,1,survived_horizon,36000,1200.00,True,655,655,1965,4,0,0,38832,38832,2,-1,1.0000,-1
Blue,8,lightningbear,2,0,-,Blue,fishy,60,1,survived_horizon,36000,1200.00,True,600,600,1800,4,0,0,38832,38832,2,-1,1.0000,-1
Blue,8,lightningbear,2,0,-,Blue,fishy,70,1,survived_horizon,36000,1200.00,True,515,514,1545,3,0,0,38832,38832,2,-1,1.0000,-1
Blue,8,lightningbear,2,0,-,Blue,fishy,75,1,survived_horizon,36000,1200.00,True,480,480,1440,2,0,0,38832,38832,2,-1,1.0000,-1
Blue,8,lightningbear,2,0,-,Blue,fishy,80,1,castle_destroyed,2240,74.67,False,28,28,84,2,0,0,38832,38832,2,-1,1.0000,2090
Blue,8,lightningbear,2,0,-,Blue,fishy,90,1,castle_destroyed,1340,44.67,False,15,15,45,2,0,0,38832,38832,2,-1,1.0000,890
Blue,8,lightningbear,2,0,-,Blue,fishy,100,1,castle_destroyed,890,29.67,False,9,9,27,2,0,0,38832,38832,2,-1,1.0000,590
Blue,8,lightningbear,2,0,-,Blue,fishy,120,1,castle_destroyed,702,23.40,False,6,6,18,2,0,0,38832,38832,2,-1,1.0000,466
Blue,8,lightningbear,2,0,-,Blue,fishy,140,1,castle_destroyed,643,21.43,False,5,5,15,1,0,0,38832,38832,2,-1,1.0000,493
Blue,8,lightningbear,2,0,-,Blue,fishy,150,1,castle_destroyed,608,20.27,False,5,4,15,1,0,0,38832,38832,2,-1,1.0000,458
Blue,8,lightningbear,2,0,-,Blue,fishy,155,1,castle_destroyed,608,20.27,False,4,4,12,1,0,0,38832,38832,2,-1,1.0000,458
Blue,8,lightningbear,2,0,-,Blue,fishy,160,1,castle_destroyed,608,20.27,False,4,4,12,1,0,0,38832,38832,2,-1,1.0000,458
Blue,8,lightningbear,3,0,-,Blue,fishy,0,1,castle_destroyed,456,15.20,False,0,0,0,0,0,0,58248,58248,3,-1,1.0000,426
Blue,8,lightningbear,3,0,-,Blue,fishy,25,1,survived_horizon,36000,1200.00,True,1440,1440,4320,8,0,0,58248,58248,3,-1,1.0000,-1
Blue,8,lightningbear,3,0,-,Blue,fishy,28,1,survived_horizon,36000,1200.00,True,1286,1285,3858,7,0,0,58248,58248,3,-1,1.0000,-1
Blue,8,lightningbear,3,0,-,Blue,fishy,30,1,survived_horizon,36000,1200.00,True,1200,1200,3600,7,0,0,58248,58248,3,-1,1.0000,-1
Blue,8,lightningbear,3,0,-,Blue,fishy,33,1,survived_horizon,36000,1200.00,True,1091,1091,3273,6,0,0,58248,58248,3,-1,1.0000,-1
Blue,8,lightningbear,3,0,-,Blue,fishy,35,1,castle_destroyed,2776,92.53,False,80,79,240,6,0,0,58248,58248,3,-1,1.0000,1726
Blue,8,lightningbear,3,0,-,Blue,fishy,37,1,castle_destroyed,11630,387.67,False,315,314,945,5,0,0,58248,58248,3,-1,1.0000,6080
Blue,8,lightningbear,3,0,-,Blue,fishy,40,1,survived_horizon,36000,1200.00,True,900,900,2700,5,0,0,58248,58248,3,-1,1.0000,-1
Blue,8,lightningbear,3,0,-,Blue,fishy,45,1,survived_horizon,36000,1200.00,True,800,800,2400,4,0,0,58248,58248,3,-1,1.0000,-1
Blue,8,lightningbear,3,0,-,Blue,fishy,50,1,survived_horizon,36000,1200.00,True,720,720,2160,4,0,0,58248,58248,3,-1,1.0000,-1
Blue,8,lightningbear,3,0,-,Blue,fishy,55,1,castle_destroyed,1604,53.47,False,30,29,90,3,0,0,58248,58248,3,-1,1.0000,1490
Blue,8,lightningbear,3,0,-,Blue,fishy,60,1,castle_destroyed,1190,39.67,False,20,20,60,3,0,0,58248,58248,3,-1,1.0000,890
Blue,8,lightningbear,3,0,-,Blue,fishy,70,1,castle_destroyed,760,25.33,False,11,11,33,3,0,0,58248,58248,3,-1,1.0000,610
Blue,8,lightningbear,3,0,-,Blue,fishy,75,1,castle_destroyed,670,22.33,False,9,9,27,2,0,0,58248,58248,3,-1,1.0000,520
Blue,8,lightningbear,3,0,-,Blue,fishy,80,1,castle_destroyed,643,21.43,False,9,8,27,2,0,0,58248,58248,3,-1,1.0000,531
Blue,8,lightningbear,3,0,-,Blue,fishy,90,1,castle_destroyed,621,20.70,False,7,7,21,2,0,0,58248,58248,3,-1,1.0000,504
Blue,8,lightningbear,3,0,-,Blue,fishy,100,1,castle_destroyed,585,19.50,False,6,6,18,2,0,0,58248,58248,3,-1,1.0000,487
Blue,8,lightningbear,3,0,-,Blue,fishy,120,1,castle_destroyed,486,16.20,False,5,4,15,2,0,0,58248,58248,3,-1,1.0000,466
Blue,8,lightningbear,3,0,-,Blue,fishy,140,1,castle_destroyed,493,16.43,False,4,4,12,1,0,0,58248,58248,3,-1,1.0000,486
Blue,8,lightningbear,3,0,-,Blue,fishy,150,1,castle_destroyed,507,16.90,False,4,4,12,1,0,0,58248,58248,3,-1,1.0000,458
Blue,8,lightningbear,3,0,-,Blue,fishy,155,1,castle_destroyed,514,17.13,False,4,4,12,1,0,0,58248,58248,3,-1,1.0000,458
Blue,8,lightningbear,3,0,-,Blue,fishy,160,1,castle_destroyed,486,16.20,False,4,3,12,1,0,0,58248,58248,3,-1,1.0000,458
