attacker_team,tier,attacker_unit,force_size,escort_tier,escort_unit,anchor_tier,anchor_unit,anchors_spawned,anchor_spend,blocker_team,blocker_unit,interval_ticks,attacker_seat,outcome,ticks,seconds,beyond_game_limit,blockers_spawned,blockers_lost,blocker_spend,peak_blockers,spend_at_force_death,escorts_spawned,attacker_spend,force_spend,big_units_alive,force_died_tick,deepest_progress,first_castle_hit_tick
Blue,7,octoboi,3,4,eel,5,squid,17,1054,Blue,fishy,0,1,castle_destroyed,982,32.73,False,0,-2,0,4,0,33,4896,4137,3,-1,1.0000,633
Blue,7,octoboi,3,4,eel,5,squid,40,2480,Blue,fishy,1,1,force_destroyed,2363,78.77,False,2363,2171,7089,243,9506,79,5954,4137,0,2342,0.3318,-1
Blue,7,octoboi,3,4,eel,5,squid,48,2976,Blue,fishy,2,1,force_destroyed,2825,94.17,False,1413,1358,4239,90,7057,93,6276,4137,0,2761,0.7271,-1
Blue,7,octoboi,3,4,eel,5,squid,66,4092,Blue,fishy,3,1,force_destroyed,3960,132.00,False,1320,1302,3960,58,7882,129,7104,4137,0,3850,1.0000,2082
Blue,7,octoboi,3,4,eel,5,squid,39,2418,Blue,fishy,5,1,castle_destroyed,2315,77.17,False,463,460,1389,36,0,78,5931,4137,3,-1,1.0000,1025
Blue,7,octoboi,3,4,eel,5,squid,30,1860,Blue,fishy,8,1,castle_destroyed,1752,58.40,False,219,217,657,27,0,59,5494,4137,3,-1,1.0000,1081
Green,6,geico,3,4,snecko,5,gecko,14,644,Green,minisnecko,0,1,force_destroyed,831,27.70,False,0,-3,0,4,506,21,1077,636,0,616,1.0000,277
Green,6,geico,3,4,snecko,5,gecko,10,460,Green,minisnecko,1,1,force_destroyed,575,19.17,False,575,421,575,205,803,15,951,636,0,435,0.4141,-1
Green,6,geico,3,4,snecko,5,gecko,10,460,Green,minisnecko,2,1,force_destroyed,553,18.43,False,277,199,277,99,524,14,930,636,0,403,0.4512,-1
Green,6,geico,3,4,snecko,5,gecko,10,460,Green,minisnecko,3,1,force_destroyed,581,19.37,False,194,150,194,46,581,17,993,636,0,500,0.5259,-1
Green,6,geico,3,4,snecko,5,gecko,16,736,Green,minisnecko,5,1,force_destroyed,958,31.93,False,192,167,192,27,749,26,1182,636,0,754,0.8416,-1
Green,6,geico,3,4,snecko,5,gecko,15,690,Green,minisnecko,8,1,force_destroyed,876,29.20,False,110,93,110,18,635,23,1119,636,0,661,1.0000,407
Green,7,nom,3,4,snecko,5,gecko,5,230,Green,minisnecko,0,1,castle_destroyed,299,9.97,False,0,0,0,2,0,10,2331,2121,3,-1,1.0000,218
Green,7,nom,3,4,snecko,5,gecko,10,460,Green,minisnecko,1,1,force_destroyed,542,18.07,False,542,394,542,178,715,14,2415,2121,0,393,0.5082,-1
Green,7,nom,3,4,snecko,5,gecko,13,598,Green,minisnecko,2,1,force_destroyed,767,25.57,False,384,309,384,75,807,21,2562,2121,0,602,0.6282,-1
Green,7,nom,3,4,snecko,5,gecko,17,782,Green,minisnecko,3,1,force_destroyed,971,32.37,False,324,297,324,36,914,27,2688,2121,0,808,0.8697,-1
Green,7,nom,3,4,snecko,5,gecko,11,506,Green,minisnecko,5,1,castle_destroyed,658,21.93,False,132,128,132,22,0,22,2583,2121,3,-1,1.0000,418
Green,7,nom,3,4,snecko,5,gecko,14,644,Green,minisnecko,8,1,force_destroyed,809,26.97,False,102,89,102,14,637,23,2604,2121,0,679,1.0000,349
Orange,6,zander,3,4,basketball,5,scott,18,450,Orange,phil,0,1,force_destroyed,1077,35.90,False,0,-1,0,3,425,34,948,438,0,1020,1.0000,153
Orange,6,zander,3,4,basketball,5,scott,6,150,Orange,phil,1,1,force_destroyed,307,10.23,False,307,195,1228,113,1229,10,588,438,0,276,0.6494,-1
Orange,6,zander,3,4,basketball,5,scott,10,250,Orange,phil,2,1,force_destroyed,547,18.23,False,274,233,1096,50,1237,17,693,438,0,506,0.8735,-1
Orange,6,zander,3,4,basketball,5,scott,11,275,Orange,phil,3,1,force_destroyed,631,21.03,False,211,188,844,34,1030,20,738,438,0,584,1.0000,504
Orange,6,zander,3,4,basketball,5,scott,9,225,Orange,phil,5,1,force_destroyed,490,16.33,False,98,89,392,20,548,15,663,438,0,435,1.0000,405
Orange,6,zander,3,4,basketball,5,scott,12,300,Orange,phil,8,1,force_destroyed,691,23.03,False,87,80,348,12,607,22,768,438,0,660,1.0000,187
Orange,7,tiger,3,4,basketball,5,scott,11,275,Orange,phil,0,1,castle_destroyed,645,21.50,False,0,-1,0,2,0,22,5349,5019,3,-1,1.0000,345
Orange,7,tiger,3,4,basketball,5,scott,36,900,Orange,phil,1,1,force_destroyed,2143,71.43,False,2143,1950,8572,221,9312,71,6084,5019,0,2103,0.3417,-1
Orange,7,tiger,3,4,basketball,5,scott,45,1125,Orange,phil,2,1,force_destroyed,2674,89.13,False,1337,1249,5348,94,6441,89,6354,5019,0,2657,0.3806,-1
Orange,7,tiger,3,4,basketball,5,scott,66,1650,Orange,phil,3,1,force_destroyed,3918,130.60,False,1306,1283,5224,55,6757,129,6954,5019,0,3848,1.0000,3765
Orange,7,tiger,3,4,basketball,5,scott,32,800,Orange,phil,5,1,castle_destroyed,1877,62.57,False,376,372,1504,32,0,63,5964,5019,3,-1,1.0000,1296
Orange,7,tiger,3,4,basketball,5,scott,21,525,Orange,phil,8,1,castle_destroyed,1219,40.63,False,153,150,612,21,0,41,5634,5019,3,-1,1.0000,759
Purple,6,cube,3,4,spike,5,bit,15,1365,Purple,cant,0,1,force_destroyed,896,29.87,False,0,-4,0,4,819,17,1469,1044,0,490,1.0000,151
Purple,6,cube,3,4,spike,5,bit,6,546,Purple,cant,1,1,force_destroyed,316,10.53,False,316,178,316,138,709,9,1269,1044,0,254,0.6494,-1
Purple,6,cube,3,4,spike,5,bit,7,637,Purple,cant,2,1,force_destroyed,401,13.37,False,201,124,201,82,708,11,1319,1044,0,324,0.6494,-1
Purple,6,cube,3,4,spike,5,bit,8,728,Purple,cant,3,1,force_destroyed,452,15.07,False,151,104,151,54,656,11,1319,1044,0,329,0.6494,-1
Purple,6,cube,3,4,spike,5,bit,10,910,Purple,cant,5,1,force_destroyed,560,18.67,False,112,77,112,35,715,13,1369,1044,0,390,0.6494,-1
Purple,6,cube,3,4,spike,5,bit,11,1001,Purple,cant,8,1,force_destroyed,615,20.50,False,77,54,77,29,683,13,1369,1044,0,367,0.6494,-1
Purple,7,monky,3,4,spike,5,bit,13,1183,Purple,cant,0,1,castle_destroyed,748,24.93,False,0,0,0,3,0,25,6379,5754,3,-1,1.0000,484
Purple,7,monky,3,4,spike,5,bit,23,2093,Purple,cant,1,1,force_destroyed,1362,45.40,False,1362,1213,1362,152,3419,45,6879,5754,0,1326,0.3012,-1
Purple,7,monky,3,4,spike,5,bit,34,3094,Purple,cant,2,1,force_destroyed,2023,67.43,False,1012,948,1012,74,3966,65,7379,5754,0,1925,0.4653,-1
Purple,7,monky,3,4,spike,5,bit,44,4004,Purple,cant,3,1,force_destroyed,2600,86.67,False,867,828,867,48,4545,82,7804,5754,0,2440,0.6606,-1
Purple,7,monky,3,4,spike,5,bit,60,5460,Purple,cant,5,1,force_destroyed,3562,118.73,False,713,676,713,37,5662,110,8504,5754,0,3282,1.0000,2398
Purple,7,monky,3,4,spike,5,bit,36,3276,Purple,cant,8,1,castle_destroyed,2160,72.00,False,270,269,270,19,0,72,7554,5754,3,-1,1.0000,1384
Red,6,the_puncher,3,4,lobbo,5,birdo,18,918,Red,derpyberd,0,1,force_destroyed,1026,34.20,False,0,-2,0,2,816,31,1375,972,0,910,1.0000,171
Red,6,the_puncher,3,4,lobbo,5,birdo,7,357,Red,derpyberd,1,1,force_destroyed,399,13.30,False,399,227,399,176,659,12,1128,972,0,353,0.6706,-1
Red,6,the_puncher,3,4,lobbo,5,birdo,12,612,Red,derpyberd,2,1,force_destroyed,711,23.70,False,356,294,356,62,890,22,1258,972,0,657,0.7047,-1
Red,6,the_puncher,3,4,lobbo,5,birdo,12,612,Red,derpyberd,3,1,force_destroyed,716,23.87,False,239,204,239,42,771,21,1245,972,0,628,0.8724,-1
Red,6,the_puncher,3,4,lobbo,5,birdo,15,765,Red,derpyberd,5,1,force_destroyed,899,29.97,False,180,162,180,22,872,27,1323,972,0,786,1.0000,654
Red,6,the_puncher,3,4,lobbo,5,birdo,12,612,Red,derpyberd,8,1,force_destroyed,675,22.50,False,85,74,85,14,580,19,1219,972,0,558,0.9476,-1
Red,7,caw,3,4,lobbo,5,birdo,7,357,Red,derpyberd,0,1,castle_destroyed,412,13.73,False,0,-1,0,2,0,14,7265,7083,3,-1,1.0000,293
Red,7,caw,3,4,lobbo,5,birdo,45,2295,Red,derpyberd,1,1,force_destroyed,2646,88.20,False,2646,2429,2646,217,4867,88,8227,7083,0,2623,0.5276,-1
Red,7,caw,3,4,lobbo,5,birdo,50,2550,Red,derpyberd,2,1,castle_destroyed,2941,98.03,False,1471,1462,1471,80,0,99,8370,7083,2,-1,1.0000,1711
Red,7,caw,3,4,lobbo,5,birdo,30,1530,Red,derpyberd,3,1,castle_destroyed,1746,58.20,False,582,576,582,49,0,59,7850,7083,3,-1,1.0000,1140
Red,7,caw,3,4,lobbo,5,birdo,15,765,Red,derpyberd,5,1,castle_destroyed,855,28.50,False,171,168,171,30,0,29,7460,7083,3,-1,1.0000,593
Red,7,caw,3,4,lobbo,5,birdo,11,561,Red,derpyberd,8,1,castle_destroyed,652,21.73,False,82,80,82,19,0,22,7369,7083,3,-1,1.0000,446
White,6,bread,3,4,ringo,5,alpacco,20,1620,White,doggo,0,1,force_destroyed,1194,39.80,False,0,-2,0,3,1539,37,1680,1014,0,1092,1.0000,328
White,6,bread,3,4,ringo,5,alpacco,8,648,White,doggo,1,1,force_destroyed,431,14.37,False,431,241,1293,190,1743,14,1266,1014,0,392,0.5557,-1
White,6,bread,3,4,ringo,5,alpacco,13,1053,White,doggo,2,1,force_destroyed,741,24.70,False,371,290,1113,84,1995,23,1428,1014,0,681,0.6245,-1
White,6,bread,3,4,ringo,5,alpacco,12,972,White,doggo,3,1,force_destroyed,698,23.27,False,233,179,699,55,1542,22,1410,1014,0,650,0.6835,-1
White,6,bread,3,4,ringo,5,alpacco,12,972,White,doggo,5,1,force_destroyed,685,22.83,False,137,100,411,38,1281,22,1410,1014,0,648,0.6941,-1
White,6,bread,3,4,ringo,5,alpacco,18,1458,White,doggo,8,1,force_destroyed,1028,34.27,False,129,114,387,22,1650,32,1590,1014,0,943,0.8706,-1
White,7,eggo,3,4,ringo,5,alpacco,6,486,White,doggo,0,1,castle_destroyed,322,10.73,False,0,-1,0,2,0,11,6396,6198,3,-1,1.0000,222
White,7,eggo,3,4,ringo,5,alpacco,11,891,White,doggo,1,1,force_destroyed,656,21.87,False,656,482,1968,174,2781,21,6576,6198,0,630,0.6204,-1
White,7,eggo,3,4,ringo,5,alpacco,22,1782,White,doggo,2,1,force_destroyed,1320,44.00,False,660,592,1980,72,3570,42,6954,6198,0,1245,0.7810,-1
White,7,eggo,3,4,ringo,5,alpacco,23,1863,White,doggo,3,1,force_destroyed,1356,45.20,False,452,420,1356,41,3051,43,6972,6198,0,1267,0.8675,-1
White,7,eggo,3,4,ringo,5,alpacco,32,2592,White,doggo,5,1,force_destroyed,1887,62.90,False,378,363,1134,26,3504,60,7278,6198,0,1787,1.0000,-1
White,7,eggo,3,4,ringo,5,alpacco,31,2511,White,doggo,8,1,force_destroyed,1806,60.20,False,226,215,678,16,2985,57,7224,6198,0,1691,1.0000,799
Yellow,6,bub,3,4,doc,5,jig,17,1020,Yellow,minnow,0,1,force_destroyed,993,33.10,False,0,-4,0,4,960,31,935,408,0,911,1.0000,473
Yellow,6,bub,3,4,doc,5,jig,7,420,Yellow,minnow,1,1,force_destroyed,386,12.87,False,386,255,772,135,1166,13,629,408,0,373,0.3082,-1
Yellow,6,bub,3,4,doc,5,jig,10,600,Yellow,minnow,2,1,force_destroyed,575,19.17,False,288,219,576,69,1154,19,731,408,0,554,0.4118,-1
Yellow,6,bub,3,4,doc,5,jig,9,540,Yellow,minnow,3,1,force_destroyed,536,17.87,False,179,142,358,45,874,17,697,408,0,501,0.3890,-1
Yellow,6,bub,3,4,doc,5,jig,13,780,Yellow,minnow,5,1,force_destroyed,743,24.77,False,149,126,298,27,1006,24,816,408,0,715,0.5840,-1
Yellow,6,bub,3,4,doc,5,jig,12,720,Yellow,minnow,8,1,force_destroyed,700,23.33,False,88,73,176,18,820,22,782,408,0,639,0.5906,-1
Yellow,7,deus,3,4,doc,5,jig,11,660,Yellow,minnow,0,1,castle_destroyed,654,21.80,False,0,0,0,3,0,22,4217,3843,3,-1,1.0000,413
Yellow,7,deus,3,4,doc,5,jig,32,1920,Yellow,minnow,1,1,force_destroyed,1901,63.37,False,1901,1775,3802,166,5648,63,4914,3843,0,1864,0.3082,-1
Yellow,7,deus,3,4,doc,5,jig,47,2820,Yellow,minnow,2,1,force_destroyed,2802,93.40,False,1401,1370,2802,65,5480,91,5390,3843,0,2720,1.0000,2093
Yellow,7,deus,3,4,doc,5,jig,39,2340,Yellow,minnow,3,1,force_destroyed,2319,77.30,False,773,753,1546,45,3780,75,5118,3843,0,2248,0.9386,-1
Yellow,7,deus,3,4,doc,5,jig,25,1500,Yellow,minnow,5,1,castle_destroyed,1482,49.40,False,297,295,594,27,0,50,4693,3843,3,-1,1.0000,1013
Yellow,7,deus,3,4,doc,5,jig,18,1080,Yellow,minnow,8,1,castle_destroyed,1059,35.30,False,133,132,266,17,0,36,4455,3843,3,-1,1.0000,633
