opponent,kind,team,offense,defense,outcome,ticks,seconds
Tier1Spam,spam,Blue,snipe,reinforcements,decisive_win,3915,130.5
Tier1Spam,spam,Blue,snipe,reinforcements,decisive_win,3858,128.6
Tier1Spam,spam,Blue,snipe,reinforcements,decisive_win,3576,119.2
Tier1Spam,spam,Blue,snipe,reinforcements,decisive_win,3924,130.8
Tier1Spam,spam,Blue,snipe,reinforcements,decisive_win,3846,128.2
Tier1Spam,spam,Blue,snipe,reinforcements,decisive_win,3858,128.6
Tier1Spam,spam,Blue,snipe,reinforcements,decisive_win,3846,128.2
Tier1Spam,spam,Blue,snipe,reinforcements,decisive_win,3537,117.9
Tier1Spam,spam,Blue,snipe,speed,decisive_win,8424,280.8
Tier1Spam,spam,Blue,snipe,speed,decisive_win,7399,246.6
Tier1Spam,spam,Blue,snipe,speed,decisive_win,7927,264.2
Tier1Spam,spam,Blue,snipe,speed,decisive_win,6102,203.4
Tier1Spam,spam,Blue,snipe,speed,decisive_win,5652,188.4
Tier1Spam,spam,Blue,snipe,speed,decisive_win,6630,221.0
Tier1Spam,spam,Blue,snipe,speed,decisive_win,7907,263.6
Tier1Spam,spam,Blue,snipe,speed,decisive_win,5644,188.1
Tier1Spam,spam,Blue,snipe,wall,decisive_win,4693,156.4
Tier1Spam,spam,Blue,snipe,wall,decisive_win,5454,181.8
Tier1Spam,spam,Blue,snipe,wall,decisive_win,3998,133.3
Tier1Spam,spam,Blue,snipe,wall,decisive_win,5264,175.5
Tier1Spam,spam,Blue,snipe,wall,decisive_win,5388,179.6
Tier1Spam,spam,Blue,snipe,wall,decisive_win,5454,181.8
Tier1Spam,spam,Blue,snipe,wall,decisive_win,3998,133.3
Tier1Spam,spam,Blue,snipe,wall,decisive_win,3810,127.0
Tier1Spam,spam,Blue,freeze,heal,decisive_win,6450,215.0
Tier1Spam,spam,Blue,freeze,heal,decisive_win,6864,228.8
Tier1Spam,spam,Blue,freeze,heal,decisive_win,9567,318.9
Tier1Spam,spam,Blue,freeze,heal,decisive_win,6864,228.8
Tier1Spam,spam,Blue,freeze,heal,decisive_win,9567,318.9
Tier1Spam,spam,Blue,freeze,heal,decisive_win,6864,228.8
Tier1Spam,spam,Blue,freeze,heal,decisive_win,7323,244.1
Tier1Spam,spam,Blue,freeze,heal,decisive_win,5532,184.4
Tier1Spam,spam,Blue,freeze,reinforcements,decisive_win,4522,150.7
Tier1Spam,spam,Blue,freeze,reinforcements,decisive_win,3723,124.1
Tier1Spam,spam,Blue,freeze,reinforcements,decisive_win,4522,150.7
Tier1Spam,spam,Blue,freeze,reinforcements,decisive_win,4524,150.8
Tier1Spam,spam,Blue,freeze,reinforcements,decisive_win,4522,150.7
Tier1Spam,spam,Blue,freeze,reinforcements,decisive_win,4230,141.0
Tier1Spam,spam,Blue,freeze,reinforcements,decisive_win,4449,148.3
Tier1Spam,spam,Blue,freeze,reinforcements,decisive_win,4140,138.0
Tier1Spam,spam,Blue,freeze,speed,decisive_win,6774,225.8
Tier1Spam,spam,Blue,freeze,speed,decisive_win,9353,311.8
Tier1Spam,spam,Blue,freeze,speed,decisive_win,6816,227.2
Tier1Spam,spam,Blue,freeze,speed,decisive_win,8681,289.4
Tier1Spam,spam,Blue,freeze,speed,decisive_win,6211,207.0
Tier1Spam,spam,Blue,freeze,speed,decisive_win,7399,246.6
Tier1Spam,spam,Blue,freeze,speed,decisive_win,5961,198.7
Tier1Spam,spam,Blue,freeze,speed,decisive_win,9183,306.1
Tier1Spam,spam,Blue,freeze,wall,decisive_win,6411,213.7
Tier1Spam,spam,Blue,freeze,wall,decisive_win,6499,216.6
Tier1Spam,spam,Blue,freeze,wall,decisive_win,6534,217.8
Tier1Spam,spam,Blue,freeze,wall,decisive_win,6601,220.0
Tier1Spam,spam,Blue,freeze,wall,decisive_win,6355,211.8
Tier1Spam,spam,Blue,freeze,wall,decisive_win,7364,245.5
Tier1Spam,spam,Blue,freeze,wall,decisive_win,6609,220.3
Tier1Spam,spam,Blue,freeze,wall,decisive_win,6369,212.3
Tier1Spam,spam,Green,nuke,heal,decisive_win,4927,164.2
Tier1Spam,spam,Green,nuke,heal,decisive_win,6304,210.1
Tier1Spam,spam,Green,nuke,heal,decisive_win,5652,188.4
Tier1Spam,spam,Green,nuke,heal,decisive_win,4987,166.2
Tier1Spam,spam,Green,nuke,heal,decisive_win,5652,188.4
Tier1Spam,spam,Green,nuke,heal,decisive_win,6217,207.2
Tier1Spam,spam,Green,nuke,heal,decisive_win,6637,221.2
Tier1Spam,spam,Green,nuke,heal,decisive_win,5384,179.5
Tier1Spam,spam,Green,nuke,reinforcements,decisive_win,4322,144.1
Tier1Spam,spam,Green,nuke,reinforcements,decisive_win,4611,153.7
Tier1Spam,spam,Green,nuke,reinforcements,decisive_win,3754,125.1
Tier1Spam,spam,Green,nuke,reinforcements,decisive_win,3439,114.6
Tier1Spam,spam,Green,nuke,reinforcements,decisive_win,3739,124.6
Tier1Spam,spam,Green,nuke,reinforcements,decisive_win,4549,151.6
Tier1Spam,spam,Green,nuke,reinforcements,decisive_win,4216,140.5
Tier1Spam,spam,Green,nuke,reinforcements,decisive_win,4549,151.6
Tier1Spam,spam,Green,nuke,speed,decisive_win,5545,184.8
Tier1Spam,spam,Green,nuke,speed,decisive_win,6165,205.5
Tier1Spam,spam,Green,nuke,speed,decisive_win,5799,193.3
Tier1Spam,spam,Green,nuke,speed,decisive_win,5502,183.4
Tier1Spam,spam,Green,nuke,speed,decisive_win,6518,217.3
Tier1Spam,spam,Green,nuke,speed,decisive_win,6472,215.7
Tier1Spam,spam,Green,nuke,speed,decisive_win,5545,184.8
Tier1Spam,spam,Green,nuke,speed,decisive_win,5265,175.5
Tier1Spam,spam,Green,nuke,wall,decisive_win,5592,186.4
Tier1Spam,spam,Green,nuke,wall,decisive_win,6023,200.8
Tier1Spam,spam,Green,nuke,wall,decisive_win,6747,224.9
Tier1Spam,spam,Green,nuke,wall,decisive_win,5863,195.4
Tier1Spam,spam,Green,nuke,wall,decisive_win,6295,209.8
Tier1Spam,spam,Green,nuke,wall,decisive_win,5197,173.2
Tier1Spam,spam,Green,nuke,wall,decisive_win,5902,196.7
Tier1Spam,spam,Green,nuke,wall,decisive_win,6023,200.8
Tier1Spam,spam,Green,firebomb,heal,decisive_win,5887,196.2
Tier1Spam,spam,Green,firebomb,heal,decisive_win,5807,193.6
Tier1Spam,spam,Green,firebomb,heal,decisive_win,5937,197.9
Tier1Spam,spam,Green,firebomb,heal,decisive_win,6512,217.1
Tier1Spam,spam,Green,firebomb,heal,decisive_win,5229,174.3
Tier1Spam,spam,Green,firebomb,heal,decisive_win,6512,217.1
Tier1Spam,spam,Green,firebomb,heal,decisive_win,6497,216.6
Tier1Spam,spam,Green,firebomb,heal,decisive_win,6205,206.8
Tier1Spam,spam,Green,firebomb,reinforcements,decisive_win,3364,112.1
Tier1Spam,spam,Green,firebomb,reinforcements,decisive_win,3654,121.8
Tier1Spam,spam,Green,firebomb,reinforcements,decisive_win,3414,113.8
Tier1Spam,spam,Green,firebomb,reinforcements,decisive_win,3366,112.2
Tier1Spam,spam,Green,firebomb,reinforcements,decisive_win,3719,124.0
Tier1Spam,spam,Green,firebomb,reinforcements,decisive_win,3616,120.5
Tier1Spam,spam,Green,firebomb,reinforcements,decisive_win,3602,120.1
Tier1Spam,spam,Green,firebomb,reinforcements,decisive_win,3942,131.4
Tier1Spam,spam,Green,firebomb,speed,decisive_win,5525,184.2
Tier1Spam,spam,Green,firebomb,speed,decisive_win,6032,201.1
Tier1Spam,spam,Green,firebomb,speed,decisive_win,6790,226.3
Tier1Spam,spam,Green,firebomb,speed,decisive_win,5962,198.7
Tier1Spam,spam,Green,firebomb,speed,decisive_win,6310,210.3
Tier1Spam,spam,Green,firebomb,speed,decisive_win,5345,178.2
Tier1Spam,spam,Green,firebomb,speed,decisive_win,6910,230.3
Tier1Spam,spam,Green,firebomb,speed,decisive_win,6345,211.5
Tier1Spam,spam,Green,firebomb,wall,decisive_win,6929,231.0
Tier1Spam,spam,Green,firebomb,wall,decisive_win,6808,226.9
Tier1Spam,spam,Green,firebomb,wall,decisive_win,6929,231.0
Tier1Spam,spam,Green,firebomb,wall,decisive_win,6197,206.6
Tier1Spam,spam,Green,firebomb,wall,decisive_win,7022,234.1
Tier1Spam,spam,Green,firebomb,wall,decisive_win,6067,202.2
Tier1Spam,spam,Green,firebomb,wall,decisive_win,6842,228.1
Tier1Spam,spam,Green,firebomb,wall,decisive_win,6837,227.9
Tier1Spam,spam,Green,snipe,heal,decisive_win,5862,195.4
Tier1Spam,spam,Green,snipe,heal,decisive_win,5437,181.2
Tier1Spam,spam,Green,snipe,heal,decisive_win,5862,195.4
Tier1Spam,spam,Green,snipe,heal,decisive_win,5437,181.2
Tier1Spam,spam,Green,snipe,heal,decisive_win,4447,148.2
Tier1Spam,spam,Green,snipe,heal,decisive_win,5674,189.1
Tier1Spam,spam,Green,snipe,heal,decisive_win,4567,152.2
Tier1Spam,spam,Green,snipe,heal,decisive_win,5822,194.1
Tier1Spam,spam,Green,snipe,reinforcements,decisive_win,3602,120.1
Tier1Spam,spam,Green,snipe,reinforcements,decisive_win,3578,119.3
Tier1Spam,spam,Green,snipe,reinforcements,decisive_win,3602,120.1
Tier1Spam,spam,Green,snipe,reinforcements,decisive_win,3688,122.9
Tier1Spam,spam,Green,snipe,reinforcements,decisive_win,3619,120.6
Tier1Spam,spam,Green,snipe,reinforcements,decisive_win,3688,122.9
Tier1Spam,spam,Green,snipe,reinforcements,decisive_win,3739,124.6
Tier1Spam,spam,Green,snipe,reinforcements,decisive_win,3419,114.0
Tier1Spam,spam,Green,snipe,speed,decisive_win,4125,137.5
Tier1Spam,spam,Green,snipe,speed,decisive_win,6033,201.1
Tier1Spam,spam,Green,snipe,speed,decisive_win,4125,137.5
Tier1Spam,spam,Green,snipe,speed,decisive_win,6575,219.2
Tier1Spam,spam,Green,snipe,speed,decisive_win,6083,202.8
Tier1Spam,spam,Green,snipe,speed,decisive_win,5282,176.1
Tier1Spam,spam,Green,snipe,speed,decisive_win,5168,172.3
Tier1Spam,spam,Green,snipe,speed,decisive_win,5730,191.0
Tier1Spam,spam,Green,snipe,wall,decisive_win,5947,198.2
Tier1Spam,spam,Green,snipe,wall,decisive_win,6422,214.1
Tier1Spam,spam,Green,snipe,wall,decisive_win,5947,198.2
Tier1Spam,spam,Green,snipe,wall,decisive_win,4777,159.2
Tier1Spam,spam,Green,snipe,wall,decisive_win,5592,186.4
Tier1Spam,spam,Green,snipe,wall,decisive_win,5972,199.1
Tier1Spam,spam,Green,snipe,wall,decisive_win,5947,198.2
Tier1Spam,spam,Green,snipe,wall,decisive_win,5542,184.7
Tier1Spam,spam,Green,freeze,heal,decisive_win,5786,192.9
Tier1Spam,spam,Green,freeze,heal,decisive_win,7049,235.0
Tier1Spam,spam,Green,freeze,heal,decisive_win,7077,235.9
Tier1Spam,spam,Green,freeze,heal,decisive_win,6435,214.5
Tier1Spam,spam,Green,freeze,heal,decisive_win,5919,197.3
Tier1Spam,spam,Green,freeze,heal,decisive_win,8437,281.2
Tier1Spam,spam,Green,freeze,heal,decisive_win,6146,204.9
Tier1Spam,spam,Green,freeze,heal,decisive_win,6365,212.2
Tier1Spam,spam,Green,freeze,reinforcements,decisive_win,3936,131.2
Tier1Spam,spam,Green,freeze,reinforcements,decisive_win,4365,145.5
Tier1Spam,spam,Green,freeze,reinforcements,decisive_win,4193,139.8
Tier1Spam,spam,Green,freeze,reinforcements,decisive_win,3739,124.6
Tier1Spam,spam,Green,freeze,reinforcements,decisive_win,3544,118.1
Tier1Spam,spam,Green,freeze,reinforcements,decisive_win,3939,131.3
Tier1Spam,spam,Green,freeze,reinforcements,decisive_win,4611,153.7
Tier1Spam,spam,Green,freeze,reinforcements,decisive_win,4239,141.3
Tier1Spam,spam,Green,freeze,speed,decisive_win,6852,228.4
Tier1Spam,spam,Green,freeze,speed,decisive_win,6810,227.0
Tier1Spam,spam,Green,freeze,speed,decisive_win,9493,316.4
Tier1Spam,spam,Green,freeze,speed,decisive_win,6448,214.9
Tier1Spam,spam,Green,freeze,speed,decisive_win,9493,316.4
Tier1Spam,spam,Green,freeze,speed,decisive_win,5520,184.0
Tier1Spam,spam,Green,freeze,speed,decisive_win,9493,316.4
Tier1Spam,spam,Green,freeze,speed,decisive_win,8615,287.2
Tier1Spam,spam,Green,freeze,wall,decisive_win,7117,237.2
Tier1Spam,spam,Green,freeze,wall,decisive_win,5787,192.9
Tier1Spam,spam,Green,freeze,wall,decisive_win,6481,216.0
Tier1Spam,spam,Green,freeze,wall,decisive_win,5787,192.9
Tier1Spam,spam,Green,freeze,wall,decisive_win,7637,254.6
Tier1Spam,spam,Green,freeze,wall,decisive_win,5963,198.8
Tier1Spam,spam,Green,freeze,wall,decisive_win,5947,198.2
Tier1Spam,spam,Green,freeze,wall,decisive_win,5963,198.8
Tier1Spam,spam,Orange,nuke,heal,decisive_win,2994,99.8
Tier1Spam,spam,Orange,nuke,heal,decisive_win,2998,99.9
Tier1Spam,spam,Orange,nuke,heal,decisive_win,4872,162.4
Tier1Spam,spam,Orange,nuke,heal,decisive_win,4314,143.8
Tier1Spam,spam,Orange,nuke,heal,decisive_win,3946,131.5
Tier1Spam,spam,Orange,nuke,heal,decisive_win,2998,99.9
Tier1Spam,spam,Orange,nuke,heal,decisive_win,4314,143.8
Tier1Spam,spam,Orange,nuke,heal,decisive_win,4139,138.0
Tier1Spam,spam,Orange,nuke,reinforcements,decisive_win,3285,109.5
Tier1Spam,spam,Orange,nuke,reinforcements,decisive_win,3957,131.9
