human_team,human_off,human_def,bot_team,bot_off,bot_def
Purple,snipe,speed,White,freeze,reinforcements
Purple,snipe,wall,White,nuke,wall
Purple,snipe,wall,White,nuke,reinforcements
Purple,snipe,wall,White,freeze,heal
Purple,snipe,wall,White,freeze,wall
Purple,snipe,wall,White,nuke,heal
Purple,snipe,wall,White,firebomb,heal
Purple,snipe,wall,White,firebomb,wall
Purple,snipe,wall,White,freeze,reinforcements
Purple,freeze,heal,White,nuke,wall
Purple,freeze,heal,White,nuke,reinforcements
Purple,freeze,heal,White,freeze,heal
Purple,freeze,heal,White,freeze,wall
Purple,freeze,heal,White,nuke,heal
Purple,freeze,heal,White,firebomb,heal
Purple,freeze,heal,White,firebomb,wall
